application_id,application_name,family,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,rto_rpo,evidence_gap,roadmap_disposition
APP-AIRDN-0100,Flight operations and IROPS 100,Flight operations and IROPS,Passenger Service,regional duplicate,hybrid,COBOL/CICS/DB2/MQ,pre-production,critical,Airline Operations AMS,VEND-AIRDN-101,CONT-AIRDN-0101,RTO 4-12 hrs / RPO same day,source-backed candidate,modernize
APP-AIRDN-0101,Flight operations and IROPS 101,Flight operations and IROPS,Operations Control,acquired-carrier inherited system,owned data center,mainframe batch scheduler,production,critical,Airline Operations AMS,VEND-AIRDN-102,CONT-AIRDN-0102,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0102,Flight operations and IROPS 102,Flight operations and IROPS,Flight Operations,end-of-life application,private cloud,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-103,CONT-AIRDN-0103,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-0103,Flight operations and IROPS 103,Flight operations and IROPS,Crew Operations,shadow IT,mainframe z/OS,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-104,CONT-AIRDN-0104,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0104,Flight operations and IROPS 104,Flight operations and IROPS,Airport Operations,custom Java/.NET,AWS workload,COBOL/CICS/DB2/MQ,production,high,Airline Operations AMS,VEND-AIRDN-105,CONT-AIRDN-0105,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0105,Flight operations and IROPS 105,Flight operations and IROPS,Passenger Service,mainframe workload,hybrid,mainframe batch scheduler,DR,critical,Airline Operations AMS,VEND-AIRDN-106,CONT-AIRDN-0106,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0106,Flight operations and IROPS 106,Flight operations and IROPS,Operations Control,SAP module,owned data center,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-107,CONT-AIRDN-0107,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0107,Flight operations and IROPS 107,Flight operations and IROPS,Flight Operations,SaaS product,private cloud,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-108,CONT-AIRDN-0108,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0108,Flight operations and IROPS 108,Flight operations and IROPS,Crew Operations,operationally critical airline product,mainframe z/OS,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-109,CONT-AIRDN-0109,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-0109,Flight operations and IROPS 109,Flight operations and IROPS,Airport Operations,low-use high-risk legacy,AWS workload,COBOL/CICS/DB2/MQ,production,critical,Airline Operations AMS,VEND-AIRDN-110,CONT-AIRDN-0110,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0110,Flight operations and IROPS 110,Flight operations and IROPS,Passenger Service,strategic platform,hybrid,mainframe batch scheduler,pre-production,critical,Airline Operations AMS,VEND-AIRDN-111,CONT-AIRDN-0111,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0111,Crew planning pairing rostering recovery 001,Crew planning pairing rostering recovery,Crew Operations,regional duplicate,owned data center,Oracle/SQL Server,production,critical,Airline Operations AMS,VEND-AIRDN-112,CONT-AIRDN-0112,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0112,Crew planning pairing rostering recovery 002,Crew planning pairing rostering recovery,Flight Operations,acquired-carrier inherited system,SaaS,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-113,CONT-AIRDN-0113,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0113,Crew planning pairing rostering recovery 003,Crew planning pairing rostering recovery,Operations Control,end-of-life application,private cloud,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-114,CONT-AIRDN-0114,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0114,Crew planning pairing rostering recovery 004,Crew planning pairing rostering recovery,Technology,shadow IT,AWS workload,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-115,CONT-AIRDN-0115,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0115,Crew planning pairing rostering recovery 005,Crew planning pairing rostering recovery,Crew Operations,custom Java/.NET,owned data center,Oracle/SQL Server,pre-production,critical,Airline Operations AMS,VEND-AIRDN-116,CONT-AIRDN-0116,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0116,Crew planning pairing rostering recovery 006,Crew planning pairing rostering recovery,Flight Operations,mainframe workload,SaaS,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-117,CONT-AIRDN-0117,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-0117,Crew planning pairing rostering recovery 007,Crew planning pairing rostering recovery,Operations Control,SAP module,private cloud,Kafka/event streaming,DR,critical,Airline Operations AMS,VEND-AIRDN-118,CONT-AIRDN-0118,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0118,Crew planning pairing rostering recovery 008,Crew planning pairing rostering recovery,Technology,SaaS product,AWS workload,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-119,CONT-AIRDN-0119,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0119,Crew planning pairing rostering recovery 009,Crew planning pairing rostering recovery,Crew Operations,operationally critical airline product,owned data center,Oracle/SQL Server,production,critical,Airline Operations AMS,VEND-AIRDN-120,CONT-AIRDN-0120,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-0120,Crew planning pairing rostering recovery 010,Crew planning pairing rostering recovery,Flight Operations,low-use high-risk legacy,SaaS,API gateway/iPaaS,pre-production,critical,Airline Operations AMS,VEND-AIRDN-121,CONT-AIRDN-0121,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0121,Crew planning pairing rostering recovery 011,Crew planning pairing rostering recovery,Operations Control,strategic platform,private cloud,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-122,CONT-AIRDN-0122,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0122,Crew planning pairing rostering recovery 012,Crew planning pairing rostering recovery,Technology,regional duplicate,AWS workload,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-123,CONT-AIRDN-0123,RTO 4-12 hrs / RPO same day,interface evidence needed,current
APP-AIRDN-0123,Crew planning pairing rostering recovery 013,Crew planning pairing rostering recovery,Crew Operations,acquired-carrier inherited system,owned data center,Oracle/SQL Server,production,high,Airline Operations AMS,VEND-AIRDN-124,CONT-AIRDN-0124,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0124,Crew planning pairing rostering recovery 014,Crew planning pairing rostering recovery,Flight Operations,end-of-life application,SaaS,API gateway/iPaaS,DR,critical,Airline Operations AMS,VEND-AIRDN-125,CONT-AIRDN-0125,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0125,Crew planning pairing rostering recovery 015,Crew planning pairing rostering recovery,Operations Control,shadow IT,private cloud,Kafka/event streaming,pre-production,critical,Airline Operations AMS,VEND-AIRDN-126,CONT-AIRDN-0126,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0126,Crew planning pairing rostering recovery 016,Crew planning pairing rostering recovery,Technology,custom Java/.NET,AWS workload,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-127,CONT-AIRDN-0127,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0127,Crew planning pairing rostering recovery 017,Crew planning pairing rostering recovery,Crew Operations,mainframe workload,owned data center,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-128,CONT-AIRDN-0128,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0128,Crew planning pairing rostering recovery 018,Crew planning pairing rostering recovery,Flight Operations,SAP module,SaaS,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-129,CONT-AIRDN-0129,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-0129,Crew planning pairing rostering recovery 019,Crew planning pairing rostering recovery,Operations Control,SaaS product,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-130,CONT-AIRDN-0130,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0130,Crew planning pairing rostering recovery 020,Crew planning pairing rostering recovery,Technology,operationally critical airline product,AWS workload,Oracle/SQL Server,pre-production,critical,Airline Operations AMS,VEND-AIRDN-131,CONT-AIRDN-0131,RTO 4-12 hrs / RPO same day,source-backed candidate,modernize
APP-AIRDN-0131,Crew planning pairing rostering recovery 021,Crew planning pairing rostering recovery,Crew Operations,low-use high-risk legacy,owned data center,API gateway/iPaaS,DR,critical,Airline Operations AMS,VEND-AIRDN-132,CONT-AIRDN-0132,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0132,Crew planning pairing rostering recovery 022,Crew planning pairing rostering recovery,Flight Operations,strategic platform,SaaS,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-133,CONT-AIRDN-0133,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0133,Crew planning pairing rostering recovery 023,Crew planning pairing rostering recovery,Operations Control,regional duplicate,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-134,CONT-AIRDN-0134,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0134,Crew planning pairing rostering recovery 024,Crew planning pairing rostering recovery,Technology,acquired-carrier inherited system,AWS workload,Oracle/SQL Server,production,critical,Airline Operations AMS,VEND-AIRDN-135,CONT-AIRDN-0135,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0135,Crew planning pairing rostering recovery 025,Crew planning pairing rostering recovery,Crew Operations,end-of-life application,owned data center,API gateway/iPaaS,pre-production,critical,Airline Operations AMS,VEND-AIRDN-136,CONT-AIRDN-0136,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0136,Crew planning pairing rostering recovery 026,Crew planning pairing rostering recovery,Flight Operations,shadow IT,SaaS,Kafka/event streaming,production,high,Airline Operations AMS,VEND-AIRDN-137,CONT-AIRDN-0137,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0137,Crew planning pairing rostering recovery 027,Crew planning pairing rostering recovery,Operations Control,custom Java/.NET,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-138,CONT-AIRDN-0138,RTO/RPO to confirm,source-backed candidate,current
APP-AIRDN-0138,Crew planning pairing rostering recovery 028,Crew planning pairing rostering recovery,Technology,mainframe workload,AWS workload,Oracle/SQL Server,DR,critical,Airline Operations AMS,VEND-AIRDN-139,CONT-AIRDN-0139,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0139,Crew planning pairing rostering recovery 029,Crew planning pairing rostering recovery,Crew Operations,SAP module,owned data center,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-140,CONT-AIRDN-0140,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0140,Crew planning pairing rostering recovery 030,Crew planning pairing rostering recovery,Flight Operations,SaaS product,SaaS,Kafka/event streaming,pre-production,critical,Airline Operations AMS,VEND-AIRDN-141,CONT-AIRDN-0141,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,modernize
APP-AIRDN-0141,Crew planning pairing rostering recovery 031,Crew planning pairing rostering recovery,Operations Control,operationally critical airline product,private cloud,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-142,CONT-AIRDN-0142,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0142,Crew planning pairing rostering recovery 032,Crew planning pairing rostering recovery,Technology,low-use high-risk legacy,AWS workload,Oracle/SQL Server,production,critical,Airline Operations AMS,VEND-AIRDN-143,CONT-AIRDN-0143,RTO 4-12 hrs / RPO same day,owner attestation needed,retain with controls
APP-AIRDN-0143,Crew planning pairing rostering recovery 033,Crew planning pairing rostering recovery,Crew Operations,strategic platform,owned data center,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-144,CONT-AIRDN-0144,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0144,Crew planning pairing rostering recovery 034,Crew planning pairing rostering recovery,Flight Operations,regional duplicate,SaaS,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-145,CONT-AIRDN-0145,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0145,Crew planning pairing rostering recovery 035,Crew planning pairing rostering recovery,Operations Control,acquired-carrier inherited system,private cloud,Oracle/SQL Server,DR,critical,Airline Operations AMS,VEND-AIRDN-146,CONT-AIRDN-0146,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,modernize
APP-AIRDN-0146,Crew planning pairing rostering recovery 036,Crew planning pairing rostering recovery,Technology,end-of-life application,AWS workload,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-147,CONT-AIRDN-0147,RTO/RPO to confirm,interface evidence needed,current
APP-AIRDN-0147,Crew planning pairing rostering recovery 037,Crew planning pairing rostering recovery,Crew Operations,shadow IT,owned data center,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-148,CONT-AIRDN-0148,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0148,Crew planning pairing rostering recovery 038,Crew planning pairing rostering recovery,Flight Operations,custom Java/.NET,SaaS,Java/.NET custom,production,critical,Airline Operations AMS,VEND-AIRDN-149,CONT-AIRDN-0149,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0149,Crew planning pairing rostering recovery 039,Crew planning pairing rostering recovery,Operations Control,mainframe workload,private cloud,Oracle/SQL Server,production,high,Airline Operations AMS,VEND-AIRDN-150,CONT-AIRDN-0150,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,sunset candidate
APP-AIRDN-0150,Crew planning pairing rostering recovery 040,Crew planning pairing rostering recovery,Technology,SAP module,AWS workload,API gateway/iPaaS,pre-production,critical,Airline Operations AMS,VEND-AIRDN-151,CONT-AIRDN-0151,RTO 4-12 hrs / RPO same day,owner attestation needed,modernize
APP-AIRDN-0151,Crew planning pairing rostering recovery 041,Crew planning pairing rostering recovery,Crew Operations,SaaS product,owned data center,Kafka/event streaming,production,critical,Airline Operations AMS,VEND-AIRDN-152,CONT-AIRDN-0152,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0152,Crew planning pairing rostering recovery 042,Crew planning pairing rostering recovery,Flight Operations,operationally critical airline product,SaaS,Java/.NET custom,DR,critical,Airline Operations AMS,VEND-AIRDN-153,CONT-AIRDN-0153,RTO 0-4 hrs / RPO under 1 hr,interface evidence needed,current
APP-AIRDN-0153,Crew planning pairing rostering recovery 043,Crew planning pairing rostering recovery,Operations Control,low-use high-risk legacy,private cloud,Oracle/SQL Server,production,critical,Airline Operations AMS,VEND-AIRDN-154,CONT-AIRDN-0154,RTO 0-4 hrs / RPO under 1 hr,source-backed candidate,current
APP-AIRDN-0154,Crew planning pairing rostering recovery 044,Crew planning pairing rostering recovery,Technology,strategic platform,AWS workload,API gateway/iPaaS,production,critical,Airline Operations AMS,VEND-AIRDN-155,CONT-AIRDN-0155,RTO 4-12 hrs / RPO same day,source-backed candidate,current
APP-AIRDN-0155,Crew planning pairing rostering recovery 045,Crew planning pairing rostering recovery,Crew Operations,regional duplicate,owned data center,Kafka/event streaming,pre-production,critical,Airline Operations AMS,VEND-AIRDN-156,CONT-AIRDN-0156,RTO/RPO to confirm,source-backed candidate,modernize
