workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-AIRDN-00287,managed-service role,Crew Operations,Airline Operations AMS,finance,hybrid,standard
WORK-AIRDN-00288,employee,Technical Operations,Corporate and SAP AMS,architecture,onsite,critical knowledge holder
WORK-AIRDN-00289,contractor,Airport Operations,Digital Customer and Loyalty AMS,operations,nearshore,standard
WORK-AIRDN-00290,managed-service role,Passenger Service,Data Analytics and Integration,engineering,offshore,standard
WORK-AIRDN-00291,employee,Commercial,Cloud Infrastructure and Mainframe,support,hybrid,standard
WORK-AIRDN-00292,contractor,Cargo,Workplace Service Desk and Field Support,service management,onsite,standard
WORK-AIRDN-00293,managed-service role,Corporate Finance,SIAM Observability and Service Governance,security,nearshore,standard
WORK-AIRDN-00294,employee,Procurement,Airline Operations AMS,data,offshore,standard
WORK-AIRDN-00295,contractor,Technology,Corporate and SAP AMS,procurement,hybrid,standard
WORK-AIRDN-00296,managed-service role,Data and AI,Digital Customer and Loyalty AMS,finance,onsite,critical knowledge holder
WORK-AIRDN-00297,employee,Cybersecurity,Data Analytics and Integration,architecture,nearshore,transition sensitive
WORK-AIRDN-00298,contractor,Workplace,Cloud Infrastructure and Mainframe,operations,offshore,standard
WORK-AIRDN-00299,managed-service role,Service Management,Workplace Service Desk and Field Support,engineering,hybrid,standard
WORK-AIRDN-00300,employee,Flight Operations,SIAM Observability and Service Governance,support,onsite,standard
WORK-AIRDN-00301,contractor,Operations Control,Airline Operations AMS,service management,nearshore,standard
WORK-AIRDN-00302,managed-service role,Crew Operations,Corporate and SAP AMS,security,offshore,standard
WORK-AIRDN-00303,employee,Technical Operations,Digital Customer and Loyalty AMS,data,hybrid,standard
WORK-AIRDN-00304,contractor,Airport Operations,Data Analytics and Integration,procurement,onsite,critical knowledge holder
WORK-AIRDN-00305,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,finance,nearshore,standard
WORK-AIRDN-00306,employee,Commercial,Workplace Service Desk and Field Support,architecture,offshore,standard
WORK-AIRDN-00307,contractor,Cargo,SIAM Observability and Service Governance,operations,hybrid,standard
WORK-AIRDN-00308,managed-service role,Corporate Finance,Airline Operations AMS,engineering,onsite,transition sensitive
WORK-AIRDN-00309,employee,Procurement,Corporate and SAP AMS,support,nearshore,standard
WORK-AIRDN-00310,contractor,Technology,Digital Customer and Loyalty AMS,service management,offshore,standard
WORK-AIRDN-00311,managed-service role,Data and AI,Data Analytics and Integration,security,hybrid,standard
WORK-AIRDN-00312,employee,Cybersecurity,Cloud Infrastructure and Mainframe,data,onsite,critical knowledge holder
WORK-AIRDN-00313,contractor,Workplace,Workplace Service Desk and Field Support,procurement,nearshore,standard
WORK-AIRDN-00314,managed-service role,Service Management,SIAM Observability and Service Governance,finance,offshore,standard
WORK-AIRDN-00315,employee,Flight Operations,Airline Operations AMS,architecture,hybrid,standard
WORK-AIRDN-00316,contractor,Operations Control,Corporate and SAP AMS,operations,onsite,standard
WORK-AIRDN-00317,managed-service role,Crew Operations,Digital Customer and Loyalty AMS,engineering,nearshore,standard
WORK-AIRDN-00318,employee,Technical Operations,Data Analytics and Integration,support,offshore,standard
WORK-AIRDN-00319,contractor,Airport Operations,Cloud Infrastructure and Mainframe,service management,hybrid,transition sensitive
WORK-AIRDN-00320,managed-service role,Passenger Service,Workplace Service Desk and Field Support,security,onsite,critical knowledge holder
WORK-AIRDN-00321,employee,Commercial,SIAM Observability and Service Governance,data,nearshore,standard
WORK-AIRDN-00322,contractor,Cargo,Airline Operations AMS,procurement,offshore,standard
WORK-AIRDN-00323,managed-service role,Corporate Finance,Corporate and SAP AMS,finance,hybrid,standard
WORK-AIRDN-00324,employee,Procurement,Digital Customer and Loyalty AMS,architecture,onsite,standard
WORK-AIRDN-00325,contractor,Technology,Data Analytics and Integration,operations,nearshore,standard
WORK-AIRDN-00326,managed-service role,Data and AI,Cloud Infrastructure and Mainframe,engineering,offshore,standard
WORK-AIRDN-00327,employee,Cybersecurity,Workplace Service Desk and Field Support,support,hybrid,standard
WORK-AIRDN-00328,contractor,Workplace,SIAM Observability and Service Governance,service management,onsite,critical knowledge holder
WORK-AIRDN-00329,managed-service role,Service Management,Airline Operations AMS,security,nearshore,standard
WORK-AIRDN-00330,employee,Flight Operations,Corporate and SAP AMS,data,offshore,transition sensitive
WORK-AIRDN-00331,contractor,Operations Control,Digital Customer and Loyalty AMS,procurement,hybrid,standard
WORK-AIRDN-00332,managed-service role,Crew Operations,Data Analytics and Integration,finance,onsite,standard
WORK-AIRDN-00333,employee,Technical Operations,Cloud Infrastructure and Mainframe,architecture,nearshore,standard
WORK-AIRDN-00334,contractor,Airport Operations,Workplace Service Desk and Field Support,operations,offshore,standard
WORK-AIRDN-00335,managed-service role,Passenger Service,SIAM Observability and Service Governance,engineering,hybrid,standard
WORK-AIRDN-00336,employee,Commercial,Airline Operations AMS,support,onsite,critical knowledge holder
WORK-AIRDN-00337,contractor,Cargo,Corporate and SAP AMS,service management,nearshore,standard
WORK-AIRDN-00338,managed-service role,Corporate Finance,Digital Customer and Loyalty AMS,security,offshore,standard
WORK-AIRDN-00339,employee,Procurement,Data Analytics and Integration,data,hybrid,standard
WORK-AIRDN-00340,contractor,Technology,Cloud Infrastructure and Mainframe,procurement,onsite,standard
WORK-AIRDN-00341,managed-service role,Data and AI,Workplace Service Desk and Field Support,finance,nearshore,transition sensitive
WORK-AIRDN-00342,employee,Cybersecurity,SIAM Observability and Service Governance,architecture,offshore,standard
WORK-AIRDN-00343,contractor,Workplace,Airline Operations AMS,operations,hybrid,standard
WORK-AIRDN-00344,managed-service role,Service Management,Corporate and SAP AMS,engineering,onsite,critical knowledge holder
WORK-AIRDN-00345,employee,Flight Operations,Digital Customer and Loyalty AMS,support,nearshore,standard
WORK-AIRDN-00346,contractor,Operations Control,Data Analytics and Integration,service management,offshore,standard
WORK-AIRDN-00347,managed-service role,Crew Operations,Cloud Infrastructure and Mainframe,security,hybrid,standard
WORK-AIRDN-00348,employee,Technical Operations,Workplace Service Desk and Field Support,data,onsite,standard
WORK-AIRDN-00349,contractor,Airport Operations,SIAM Observability and Service Governance,procurement,nearshore,standard
WORK-AIRDN-00350,managed-service role,Passenger Service,Airline Operations AMS,finance,offshore,standard
WORK-AIRDN-00351,employee,Commercial,Corporate and SAP AMS,architecture,hybrid,standard
WORK-AIRDN-00352,contractor,Cargo,Digital Customer and Loyalty AMS,operations,onsite,critical knowledge holder
WORK-AIRDN-00353,managed-service role,Corporate Finance,Data Analytics and Integration,engineering,nearshore,standard
WORK-AIRDN-00354,employee,Procurement,Cloud Infrastructure and Mainframe,support,offshore,standard
WORK-AIRDN-00355,contractor,Technology,Workplace Service Desk and Field Support,service management,hybrid,standard
WORK-AIRDN-00356,managed-service role,Data and AI,SIAM Observability and Service Governance,security,onsite,standard
WORK-AIRDN-00357,employee,Cybersecurity,Airline Operations AMS,data,nearshore,standard
WORK-AIRDN-00358,contractor,Workplace,Corporate and SAP AMS,procurement,offshore,standard
WORK-AIRDN-00359,managed-service role,Service Management,Digital Customer and Loyalty AMS,finance,hybrid,standard
WORK-AIRDN-00360,employee,Flight Operations,Data Analytics and Integration,architecture,onsite,critical knowledge holder
WORK-AIRDN-00361,contractor,Operations Control,Cloud Infrastructure and Mainframe,operations,nearshore,standard
WORK-AIRDN-00362,managed-service role,Crew Operations,Workplace Service Desk and Field Support,engineering,offshore,standard
WORK-AIRDN-00363,employee,Technical Operations,SIAM Observability and Service Governance,support,hybrid,transition sensitive
WORK-AIRDN-00364,contractor,Airport Operations,Airline Operations AMS,service management,onsite,standard
WORK-AIRDN-00365,managed-service role,Passenger Service,Corporate and SAP AMS,security,nearshore,standard
WORK-AIRDN-00366,employee,Commercial,Digital Customer and Loyalty AMS,data,offshore,standard
WORK-AIRDN-00367,contractor,Cargo,Data Analytics and Integration,procurement,hybrid,standard
WORK-AIRDN-00368,managed-service role,Corporate Finance,Cloud Infrastructure and Mainframe,finance,onsite,critical knowledge holder
WORK-AIRDN-00369,employee,Procurement,Workplace Service Desk and Field Support,architecture,nearshore,standard
WORK-AIRDN-00370,contractor,Technology,SIAM Observability and Service Governance,operations,offshore,standard
WORK-AIRDN-00371,managed-service role,Data and AI,Airline Operations AMS,engineering,hybrid,standard
WORK-AIRDN-00372,employee,Cybersecurity,Corporate and SAP AMS,support,onsite,standard
WORK-AIRDN-00373,contractor,Workplace,Digital Customer and Loyalty AMS,service management,nearshore,standard
WORK-AIRDN-00374,managed-service role,Service Management,Data Analytics and Integration,security,offshore,transition sensitive
WORK-AIRDN-00375,employee,Flight Operations,Cloud Infrastructure and Mainframe,data,hybrid,standard
WORK-AIRDN-00376,contractor,Operations Control,Workplace Service Desk and Field Support,procurement,onsite,critical knowledge holder
WORK-AIRDN-00377,managed-service role,Crew Operations,SIAM Observability and Service Governance,finance,nearshore,standard
WORK-AIRDN-00378,employee,Technical Operations,Airline Operations AMS,architecture,offshore,standard
WORK-AIRDN-00379,contractor,Airport Operations,Corporate and SAP AMS,operations,hybrid,standard
WORK-AIRDN-00380,managed-service role,Passenger Service,Digital Customer and Loyalty AMS,engineering,onsite,standard
WORK-AIRDN-00381,employee,Commercial,Data Analytics and Integration,support,nearshore,standard
WORK-AIRDN-00382,contractor,Cargo,Cloud Infrastructure and Mainframe,service management,offshore,standard
WORK-AIRDN-00383,managed-service role,Corporate Finance,Workplace Service Desk and Field Support,security,hybrid,standard
WORK-AIRDN-00384,employee,Procurement,SIAM Observability and Service Governance,data,onsite,critical knowledge holder
WORK-AIRDN-00385,contractor,Technology,Airline Operations AMS,procurement,nearshore,transition sensitive
WORK-AIRDN-00386,managed-service role,Data and AI,Corporate and SAP AMS,finance,offshore,standard
WORK-AIRDN-00387,employee,Cybersecurity,Digital Customer and Loyalty AMS,architecture,hybrid,standard
WORK-AIRDN-00388,contractor,Workplace,Data Analytics and Integration,operations,onsite,standard
WORK-AIRDN-00389,managed-service role,Service Management,Cloud Infrastructure and Mainframe,engineering,nearshore,standard
WORK-AIRDN-00390,employee,Flight Operations,Workplace Service Desk and Field Support,support,offshore,standard
WORK-AIRDN-00391,contractor,Operations Control,SIAM Observability and Service Governance,service management,hybrid,standard
WORK-AIRDN-00392,managed-service role,Crew Operations,Airline Operations AMS,security,onsite,critical knowledge holder
WORK-AIRDN-00393,employee,Technical Operations,Corporate and SAP AMS,data,nearshore,standard
WORK-AIRDN-00394,contractor,Airport Operations,Digital Customer and Loyalty AMS,procurement,offshore,standard
WORK-AIRDN-00395,managed-service role,Passenger Service,Data Analytics and Integration,finance,hybrid,standard
WORK-AIRDN-00396,employee,Commercial,Cloud Infrastructure and Mainframe,architecture,onsite,transition sensitive
WORK-AIRDN-00397,contractor,Cargo,Workplace Service Desk and Field Support,operations,nearshore,standard
WORK-AIRDN-00398,managed-service role,Corporate Finance,SIAM Observability and Service Governance,engineering,offshore,standard
WORK-AIRDN-00399,employee,Procurement,Airline Operations AMS,support,hybrid,standard
WORK-AIRDN-00400,contractor,Technology,Corporate and SAP AMS,service management,onsite,critical knowledge holder
WORK-AIRDN-00401,managed-service role,Data and AI,Digital Customer and Loyalty AMS,security,nearshore,standard
WORK-AIRDN-00402,employee,Cybersecurity,Data Analytics and Integration,data,offshore,standard
WORK-AIRDN-00403,contractor,Workplace,Cloud Infrastructure and Mainframe,procurement,hybrid,standard
WORK-AIRDN-00404,managed-service role,Service Management,Workplace Service Desk and Field Support,finance,onsite,standard
WORK-AIRDN-00405,employee,Flight Operations,SIAM Observability and Service Governance,architecture,nearshore,standard
WORK-AIRDN-00406,contractor,Operations Control,Airline Operations AMS,operations,offshore,standard
WORK-AIRDN-00407,managed-service role,Crew Operations,Corporate and SAP AMS,engineering,hybrid,transition sensitive
WORK-AIRDN-00408,employee,Technical Operations,Digital Customer and Loyalty AMS,support,onsite,critical knowledge holder
WORK-AIRDN-00409,contractor,Airport Operations,Data Analytics and Integration,service management,nearshore,standard
WORK-AIRDN-00410,managed-service role,Passenger Service,Cloud Infrastructure and Mainframe,security,offshore,standard
WORK-AIRDN-00411,employee,Commercial,Workplace Service Desk and Field Support,data,hybrid,standard
WORK-AIRDN-00412,contractor,Cargo,SIAM Observability and Service Governance,procurement,onsite,standard
