integration_id,from_application_id,to_application_id,integration_method,frequency,criticality,middleware_pattern,owning_function,source_id
INT-AIRDN-00179,APP-AIRDN-1254,APP-AIRDN-0065,database link,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-018
INT-AIRDN-00180,APP-AIRDN-1261,APP-AIRDN-0082,MQ/event,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-019
INT-AIRDN-00181,APP-AIRDN-1268,APP-AIRDN-0099,API,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-020
INT-AIRDN-00182,APP-AIRDN-1275,APP-AIRDN-0116,file/batch,real-time,standard,enterprise service bus,Crew Operations,SRC-AIRDN-INT-021
INT-AIRDN-00183,APP-AIRDN-1282,APP-AIRDN-0133,ETL/ELT,near real-time,high,mainframe MQ,Technical Operations,SRC-AIRDN-INT-022
INT-AIRDN-00184,APP-AIRDN-1289,APP-AIRDN-0150,mainframe transaction,hourly,critical,cloud integration platform,Airport Operations,SRC-AIRDN-INT-023
INT-AIRDN-00185,APP-AIRDN-1296,APP-AIRDN-0167,streaming topic,daily,standard,file transfer gateway,Passenger Service,SRC-AIRDN-INT-024
INT-AIRDN-00186,APP-AIRDN-1303,APP-AIRDN-0184,SaaS connector,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-025
INT-AIRDN-00187,APP-AIRDN-1310,APP-AIRDN-0201,EDI/message,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-026
INT-AIRDN-00188,APP-AIRDN-1317,APP-AIRDN-0218,database link,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-027
INT-AIRDN-00189,APP-AIRDN-1324,APP-AIRDN-0235,MQ/event,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-028
INT-AIRDN-00190,APP-AIRDN-1331,APP-AIRDN-0252,API,near real-time,standard,mainframe MQ,Technology,SRC-AIRDN-INT-029
INT-AIRDN-00191,APP-AIRDN-1338,APP-AIRDN-0269,file/batch,hourly,standard,cloud integration platform,Data and AI,SRC-AIRDN-INT-030
INT-AIRDN-00192,APP-AIRDN-1345,APP-AIRDN-0286,ETL/ELT,daily,critical,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-031
INT-AIRDN-00193,APP-AIRDN-1352,APP-AIRDN-0303,mainframe transaction,weekly,standard,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-032
INT-AIRDN-00194,APP-AIRDN-1359,APP-AIRDN-0320,streaming topic,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-033
INT-AIRDN-00195,APP-AIRDN-1366,APP-AIRDN-0337,SaaS connector,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-034
INT-AIRDN-00196,APP-AIRDN-1373,APP-AIRDN-0354,EDI/message,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-035
INT-AIRDN-00197,APP-AIRDN-1380,APP-AIRDN-0371,database link,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-036
INT-AIRDN-00198,APP-AIRDN-1387,APP-AIRDN-0388,MQ/event,hourly,high,cloud integration platform,Technical Operations,SRC-AIRDN-INT-037
INT-AIRDN-00199,APP-AIRDN-1394,APP-AIRDN-0405,API,daily,standard,file transfer gateway,Airport Operations,SRC-AIRDN-INT-038
INT-AIRDN-00200,APP-AIRDN-1401,APP-AIRDN-0422,file/batch,weekly,critical,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-039
INT-AIRDN-00201,APP-AIRDN-1408,APP-AIRDN-0439,ETL/ELT,event-driven,high,API gateway,Commercial,SRC-AIRDN-INT-040
INT-AIRDN-00202,APP-AIRDN-1415,APP-AIRDN-0456,mainframe transaction,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-041
INT-AIRDN-00203,APP-AIRDN-1422,APP-AIRDN-0473,streaming topic,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-042
INT-AIRDN-00204,APP-AIRDN-1429,APP-AIRDN-0490,SaaS connector,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-043
INT-AIRDN-00205,APP-AIRDN-1436,APP-AIRDN-0507,EDI/message,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-044
INT-AIRDN-00206,APP-AIRDN-1443,APP-AIRDN-0524,database link,daily,standard,file transfer gateway,Data and AI,SRC-AIRDN-INT-045
INT-AIRDN-00207,APP-AIRDN-1450,APP-AIRDN-0541,MQ/event,weekly,high,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-046
INT-AIRDN-00208,APP-AIRDN-1457,APP-AIRDN-0558,API,event-driven,critical,API gateway,Workplace,SRC-AIRDN-INT-047
INT-AIRDN-00209,APP-AIRDN-1464,APP-AIRDN-0575,file/batch,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-048
INT-AIRDN-00210,APP-AIRDN-1471,APP-AIRDN-0592,ETL/ELT,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-049
INT-AIRDN-00211,APP-AIRDN-1478,APP-AIRDN-0609,mainframe transaction,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-050
INT-AIRDN-00212,APP-AIRDN-1485,APP-AIRDN-0626,streaming topic,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-051
INT-AIRDN-00213,APP-AIRDN-1492,APP-AIRDN-0643,SaaS connector,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-052
INT-AIRDN-00214,APP-AIRDN-0004,APP-AIRDN-0660,EDI/message,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-053
INT-AIRDN-00215,APP-AIRDN-0011,APP-AIRDN-0677,database link,event-driven,standard,API gateway,Passenger Service,SRC-AIRDN-INT-054
INT-AIRDN-00216,APP-AIRDN-0018,APP-AIRDN-0694,MQ/event,nightly batch,critical,event streaming backbone,Commercial,SRC-AIRDN-INT-001
INT-AIRDN-00217,APP-AIRDN-0025,APP-AIRDN-0711,API,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-002
INT-AIRDN-00218,APP-AIRDN-0032,APP-AIRDN-0728,file/batch,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-003
INT-AIRDN-00219,APP-AIRDN-0039,APP-AIRDN-0745,ETL/ELT,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-004
INT-AIRDN-00220,APP-AIRDN-0046,APP-AIRDN-0762,mainframe transaction,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-005
INT-AIRDN-00221,APP-AIRDN-0053,APP-AIRDN-0779,streaming topic,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-006
INT-AIRDN-00222,APP-AIRDN-0060,APP-AIRDN-0796,SaaS connector,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-007
INT-AIRDN-00223,APP-AIRDN-0067,APP-AIRDN-0813,EDI/message,nightly batch,standard,event streaming backbone,Workplace,SRC-AIRDN-INT-008
INT-AIRDN-00224,APP-AIRDN-0074,APP-AIRDN-0830,database link,real-time,critical,enterprise service bus,Service Management,SRC-AIRDN-INT-009
INT-AIRDN-00225,APP-AIRDN-0081,APP-AIRDN-0847,MQ/event,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-010
INT-AIRDN-00226,APP-AIRDN-0088,APP-AIRDN-0864,API,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-011
INT-AIRDN-00227,APP-AIRDN-0095,APP-AIRDN-0881,file/batch,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-012
INT-AIRDN-00228,APP-AIRDN-0102,APP-AIRDN-0898,ETL/ELT,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-013
INT-AIRDN-00229,APP-AIRDN-0109,APP-AIRDN-0915,mainframe transaction,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-014
INT-AIRDN-00230,APP-AIRDN-0116,APP-AIRDN-0932,streaming topic,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-015
INT-AIRDN-00231,APP-AIRDN-0123,APP-AIRDN-0949,SaaS connector,real-time,high,enterprise service bus,Commercial,SRC-AIRDN-INT-016
INT-AIRDN-00232,APP-AIRDN-0130,APP-AIRDN-0966,EDI/message,near real-time,critical,mainframe MQ,Cargo,SRC-AIRDN-INT-017
INT-AIRDN-00233,APP-AIRDN-0137,APP-AIRDN-0983,database link,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-018
INT-AIRDN-00234,APP-AIRDN-0144,APP-AIRDN-1000,MQ/event,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-019
INT-AIRDN-00235,APP-AIRDN-0151,APP-AIRDN-1017,API,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-020
INT-AIRDN-00236,APP-AIRDN-0158,APP-AIRDN-1034,file/batch,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-021
INT-AIRDN-00237,APP-AIRDN-0165,APP-AIRDN-1051,ETL/ELT,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-022
INT-AIRDN-00238,APP-AIRDN-0172,APP-AIRDN-1068,mainframe transaction,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-023
INT-AIRDN-00239,APP-AIRDN-0179,APP-AIRDN-1085,streaming topic,near real-time,standard,mainframe MQ,Service Management,SRC-AIRDN-INT-024
INT-AIRDN-00240,APP-AIRDN-0186,APP-AIRDN-1102,SaaS connector,hourly,critical,cloud integration platform,Flight Operations,SRC-AIRDN-INT-025
INT-AIRDN-00241,APP-AIRDN-0193,APP-AIRDN-1119,EDI/message,daily,standard,file transfer gateway,Operations Control,SRC-AIRDN-INT-026
INT-AIRDN-00242,APP-AIRDN-0200,APP-AIRDN-1136,database link,weekly,standard,data pipeline orchestrator,Crew Operations,SRC-AIRDN-INT-027
INT-AIRDN-00243,APP-AIRDN-0207,APP-AIRDN-1153,MQ/event,event-driven,high,API gateway,Technical Operations,SRC-AIRDN-INT-028
INT-AIRDN-00244,APP-AIRDN-0214,APP-AIRDN-1170,API,nightly batch,standard,event streaming backbone,Airport Operations,SRC-AIRDN-INT-029
INT-AIRDN-00245,APP-AIRDN-0221,APP-AIRDN-1187,file/batch,real-time,standard,enterprise service bus,Passenger Service,SRC-AIRDN-INT-030
INT-AIRDN-00246,APP-AIRDN-0228,APP-AIRDN-1204,ETL/ELT,near real-time,high,mainframe MQ,Commercial,SRC-AIRDN-INT-031
INT-AIRDN-00247,APP-AIRDN-0235,APP-AIRDN-1221,mainframe transaction,hourly,standard,cloud integration platform,Cargo,SRC-AIRDN-INT-032
INT-AIRDN-00248,APP-AIRDN-0242,APP-AIRDN-1238,streaming topic,daily,critical,file transfer gateway,Corporate Finance,SRC-AIRDN-INT-033
INT-AIRDN-00249,APP-AIRDN-0249,APP-AIRDN-1255,SaaS connector,weekly,high,data pipeline orchestrator,Procurement,SRC-AIRDN-INT-034
INT-AIRDN-00250,APP-AIRDN-0256,APP-AIRDN-1272,EDI/message,event-driven,standard,API gateway,Technology,SRC-AIRDN-INT-035
INT-AIRDN-00251,APP-AIRDN-0263,APP-AIRDN-1289,database link,nightly batch,standard,event streaming backbone,Data and AI,SRC-AIRDN-INT-036
INT-AIRDN-00252,APP-AIRDN-0270,APP-AIRDN-1306,MQ/event,real-time,high,enterprise service bus,Cybersecurity,SRC-AIRDN-INT-037
INT-AIRDN-00253,APP-AIRDN-0277,APP-AIRDN-1323,API,near real-time,standard,mainframe MQ,Workplace,SRC-AIRDN-INT-038
INT-AIRDN-00254,APP-AIRDN-0284,APP-AIRDN-1340,file/batch,hourly,standard,cloud integration platform,Service Management,SRC-AIRDN-INT-039
INT-AIRDN-00255,APP-AIRDN-0291,APP-AIRDN-1357,ETL/ELT,daily,high,file transfer gateway,Flight Operations,SRC-AIRDN-INT-040
INT-AIRDN-00256,APP-AIRDN-0298,APP-AIRDN-1374,mainframe transaction,weekly,critical,data pipeline orchestrator,Operations Control,SRC-AIRDN-INT-041
INT-AIRDN-00257,APP-AIRDN-0305,APP-AIRDN-1391,streaming topic,event-driven,standard,API gateway,Crew Operations,SRC-AIRDN-INT-042
INT-AIRDN-00258,APP-AIRDN-0312,APP-AIRDN-1408,SaaS connector,nightly batch,high,event streaming backbone,Technical Operations,SRC-AIRDN-INT-043
INT-AIRDN-00259,APP-AIRDN-0319,APP-AIRDN-1425,EDI/message,real-time,standard,enterprise service bus,Airport Operations,SRC-AIRDN-INT-044
INT-AIRDN-00260,APP-AIRDN-0326,APP-AIRDN-1442,database link,near real-time,standard,mainframe MQ,Passenger Service,SRC-AIRDN-INT-045
INT-AIRDN-00261,APP-AIRDN-0333,APP-AIRDN-1459,MQ/event,hourly,high,cloud integration platform,Commercial,SRC-AIRDN-INT-046
INT-AIRDN-00262,APP-AIRDN-0340,APP-AIRDN-1476,API,daily,standard,file transfer gateway,Cargo,SRC-AIRDN-INT-047
INT-AIRDN-00263,APP-AIRDN-0347,APP-AIRDN-1493,file/batch,weekly,standard,data pipeline orchestrator,Corporate Finance,SRC-AIRDN-INT-048
INT-AIRDN-00264,APP-AIRDN-0354,APP-AIRDN-0015,ETL/ELT,event-driven,critical,API gateway,Procurement,SRC-AIRDN-INT-049
INT-AIRDN-00265,APP-AIRDN-0361,APP-AIRDN-0032,mainframe transaction,nightly batch,standard,event streaming backbone,Technology,SRC-AIRDN-INT-050
INT-AIRDN-00266,APP-AIRDN-0368,APP-AIRDN-0049,streaming topic,real-time,standard,enterprise service bus,Data and AI,SRC-AIRDN-INT-051
INT-AIRDN-00267,APP-AIRDN-0375,APP-AIRDN-0066,SaaS connector,near real-time,high,mainframe MQ,Cybersecurity,SRC-AIRDN-INT-052
INT-AIRDN-00268,APP-AIRDN-0382,APP-AIRDN-0083,EDI/message,hourly,standard,cloud integration platform,Workplace,SRC-AIRDN-INT-053
INT-AIRDN-00269,APP-AIRDN-0389,APP-AIRDN-0100,database link,daily,standard,file transfer gateway,Service Management,SRC-AIRDN-INT-054
INT-AIRDN-00270,APP-AIRDN-0396,APP-AIRDN-0117,MQ/event,weekly,high,data pipeline orchestrator,Flight Operations,SRC-AIRDN-INT-001
INT-AIRDN-00271,APP-AIRDN-0403,APP-AIRDN-0134,API,event-driven,standard,API gateway,Operations Control,SRC-AIRDN-INT-002
INT-AIRDN-00272,APP-AIRDN-0410,APP-AIRDN-0151,file/batch,nightly batch,critical,event streaming backbone,Crew Operations,SRC-AIRDN-INT-003
INT-AIRDN-00273,APP-AIRDN-0417,APP-AIRDN-0168,ETL/ELT,real-time,high,enterprise service bus,Technical Operations,SRC-AIRDN-INT-004
INT-AIRDN-00274,APP-AIRDN-0424,APP-AIRDN-0185,mainframe transaction,near real-time,standard,mainframe MQ,Airport Operations,SRC-AIRDN-INT-005
INT-AIRDN-00275,APP-AIRDN-0431,APP-AIRDN-0202,streaming topic,hourly,standard,cloud integration platform,Passenger Service,SRC-AIRDN-INT-006
INT-AIRDN-00276,APP-AIRDN-0438,APP-AIRDN-0219,SaaS connector,daily,high,file transfer gateway,Commercial,SRC-AIRDN-INT-007
INT-AIRDN-00277,APP-AIRDN-0445,APP-AIRDN-0236,EDI/message,weekly,standard,data pipeline orchestrator,Cargo,SRC-AIRDN-INT-008
INT-AIRDN-00278,APP-AIRDN-0452,APP-AIRDN-0253,database link,event-driven,standard,API gateway,Corporate Finance,SRC-AIRDN-INT-009
INT-AIRDN-00279,APP-AIRDN-0459,APP-AIRDN-0270,MQ/event,nightly batch,high,event streaming backbone,Procurement,SRC-AIRDN-INT-010
INT-AIRDN-00280,APP-AIRDN-0466,APP-AIRDN-0287,API,real-time,critical,enterprise service bus,Technology,SRC-AIRDN-INT-011
INT-AIRDN-00281,APP-AIRDN-0473,APP-AIRDN-0304,file/batch,near real-time,standard,mainframe MQ,Data and AI,SRC-AIRDN-INT-012
INT-AIRDN-00282,APP-AIRDN-0480,APP-AIRDN-0321,ETL/ELT,hourly,high,cloud integration platform,Cybersecurity,SRC-AIRDN-INT-013
INT-AIRDN-00283,APP-AIRDN-0487,APP-AIRDN-0338,mainframe transaction,daily,standard,file transfer gateway,Workplace,SRC-AIRDN-INT-014
INT-AIRDN-00284,APP-AIRDN-0494,APP-AIRDN-0355,streaming topic,weekly,standard,data pipeline orchestrator,Service Management,SRC-AIRDN-INT-015
INT-AIRDN-00285,APP-AIRDN-0501,APP-AIRDN-0372,SaaS connector,event-driven,high,API gateway,Flight Operations,SRC-AIRDN-INT-016
INT-AIRDN-00286,APP-AIRDN-0508,APP-AIRDN-0389,EDI/message,nightly batch,standard,event streaming backbone,Operations Control,SRC-AIRDN-INT-017
INT-AIRDN-00287,APP-AIRDN-0515,APP-AIRDN-0406,database link,real-time,standard,enterprise service bus,Crew Operations,SRC-AIRDN-INT-018
INT-AIRDN-00288,APP-AIRDN-0522,APP-AIRDN-0423,MQ/event,near real-time,critical,mainframe MQ,Technical Operations,SRC-AIRDN-INT-019
INT-AIRDN-00289,APP-AIRDN-0529,APP-AIRDN-0440,API,hourly,standard,cloud integration platform,Airport Operations,SRC-AIRDN-INT-020
INT-AIRDN-00290,APP-AIRDN-0536,APP-AIRDN-0457,file/batch,daily,standard,file transfer gateway,Passenger Service,SRC-AIRDN-INT-021
INT-AIRDN-00291,APP-AIRDN-0543,APP-AIRDN-0474,ETL/ELT,weekly,high,data pipeline orchestrator,Commercial,SRC-AIRDN-INT-022
INT-AIRDN-00292,APP-AIRDN-0550,APP-AIRDN-0491,mainframe transaction,event-driven,standard,API gateway,Cargo,SRC-AIRDN-INT-023
INT-AIRDN-00293,APP-AIRDN-0557,APP-AIRDN-0508,streaming topic,nightly batch,standard,event streaming backbone,Corporate Finance,SRC-AIRDN-INT-024
INT-AIRDN-00294,APP-AIRDN-0564,APP-AIRDN-0525,SaaS connector,real-time,high,enterprise service bus,Procurement,SRC-AIRDN-INT-025
INT-AIRDN-00295,APP-AIRDN-0571,APP-AIRDN-0542,EDI/message,near real-time,standard,mainframe MQ,Technology,SRC-AIRDN-INT-026
INT-AIRDN-00296,APP-AIRDN-0578,APP-AIRDN-0559,database link,hourly,critical,cloud integration platform,Data and AI,SRC-AIRDN-INT-027
INT-AIRDN-00297,APP-AIRDN-0585,APP-AIRDN-0576,MQ/event,daily,high,file transfer gateway,Cybersecurity,SRC-AIRDN-INT-028
INT-AIRDN-00298,APP-AIRDN-0592,APP-AIRDN-0593,API,weekly,standard,data pipeline orchestrator,Workplace,SRC-AIRDN-INT-029
INT-AIRDN-00299,APP-AIRDN-0599,APP-AIRDN-0610,file/batch,event-driven,standard,API gateway,Service Management,SRC-AIRDN-INT-030
INT-AIRDN-00300,APP-AIRDN-0606,APP-AIRDN-0627,ETL/ELT,nightly batch,high,event streaming backbone,Flight Operations,SRC-AIRDN-INT-031
INT-AIRDN-00301,APP-AIRDN-0613,APP-AIRDN-0644,mainframe transaction,real-time,standard,enterprise service bus,Operations Control,SRC-AIRDN-INT-032
INT-AIRDN-00302,APP-AIRDN-0620,APP-AIRDN-0661,streaming topic,near real-time,standard,mainframe MQ,Crew Operations,SRC-AIRDN-INT-033
INT-AIRDN-00303,APP-AIRDN-0627,APP-AIRDN-0678,SaaS connector,hourly,high,cloud integration platform,Technical Operations,SRC-AIRDN-INT-034
INT-AIRDN-00304,APP-AIRDN-0634,APP-AIRDN-0695,EDI/message,daily,critical,file transfer gateway,Airport Operations,SRC-AIRDN-INT-035
INT-AIRDN-00305,APP-AIRDN-0641,APP-AIRDN-0712,database link,weekly,standard,data pipeline orchestrator,Passenger Service,SRC-AIRDN-INT-036
INT-AIRDN-00306,APP-AIRDN-0648,APP-AIRDN-0729,MQ/event,event-driven,high,API gateway,Commercial,SRC-AIRDN-INT-037
INT-AIRDN-00307,APP-AIRDN-0655,APP-AIRDN-0746,API,nightly batch,standard,event streaming backbone,Cargo,SRC-AIRDN-INT-038
INT-AIRDN-00308,APP-AIRDN-0662,APP-AIRDN-0763,file/batch,real-time,standard,enterprise service bus,Corporate Finance,SRC-AIRDN-INT-039
INT-AIRDN-00309,APP-AIRDN-0669,APP-AIRDN-0780,ETL/ELT,near real-time,high,mainframe MQ,Procurement,SRC-AIRDN-INT-040
INT-AIRDN-00310,APP-AIRDN-0676,APP-AIRDN-0797,mainframe transaction,hourly,standard,cloud integration platform,Technology,SRC-AIRDN-INT-041
INT-AIRDN-00311,APP-AIRDN-0683,APP-AIRDN-0814,streaming topic,daily,standard,file transfer gateway,Data and AI,SRC-AIRDN-INT-042
INT-AIRDN-00312,APP-AIRDN-0690,APP-AIRDN-0831,SaaS connector,weekly,critical,data pipeline orchestrator,Cybersecurity,SRC-AIRDN-INT-043
INT-AIRDN-00313,APP-AIRDN-0697,APP-AIRDN-0848,EDI/message,event-driven,standard,API gateway,Workplace,SRC-AIRDN-INT-044
INT-AIRDN-00314,APP-AIRDN-0704,APP-AIRDN-0865,database link,nightly batch,standard,event streaming backbone,Service Management,SRC-AIRDN-INT-045
INT-AIRDN-00315,APP-AIRDN-0711,APP-AIRDN-0882,MQ/event,real-time,high,enterprise service bus,Flight Operations,SRC-AIRDN-INT-046
INT-AIRDN-00316,APP-AIRDN-0718,APP-AIRDN-0899,API,near real-time,standard,mainframe MQ,Operations Control,SRC-AIRDN-INT-047
INT-AIRDN-00317,APP-AIRDN-0725,APP-AIRDN-0916,file/batch,hourly,standard,cloud integration platform,Crew Operations,SRC-AIRDN-INT-048
INT-AIRDN-00318,APP-AIRDN-0732,APP-AIRDN-0933,ETL/ELT,daily,high,file transfer gateway,Technical Operations,SRC-AIRDN-INT-049
INT-AIRDN-00319,APP-AIRDN-0739,APP-AIRDN-0950,mainframe transaction,weekly,standard,data pipeline orchestrator,Airport Operations,SRC-AIRDN-INT-050
INT-AIRDN-00320,APP-AIRDN-0746,APP-AIRDN-0967,streaming topic,event-driven,critical,API gateway,Passenger Service,SRC-AIRDN-INT-051
INT-AIRDN-00321,APP-AIRDN-0753,APP-AIRDN-0984,SaaS connector,nightly batch,high,event streaming backbone,Commercial,SRC-AIRDN-INT-052
INT-AIRDN-00322,APP-AIRDN-0760,APP-AIRDN-1001,EDI/message,real-time,standard,enterprise service bus,Cargo,SRC-AIRDN-INT-053
INT-AIRDN-00323,APP-AIRDN-0767,APP-AIRDN-1018,database link,near real-time,standard,mainframe MQ,Corporate Finance,SRC-AIRDN-INT-054
INT-AIRDN-00324,APP-AIRDN-0774,APP-AIRDN-1035,MQ/event,hourly,high,cloud integration platform,Procurement,SRC-AIRDN-INT-001
INT-AIRDN-00325,APP-AIRDN-0781,APP-AIRDN-1052,API,daily,standard,file transfer gateway,Technology,SRC-AIRDN-INT-002
INT-AIRDN-00326,APP-AIRDN-0788,APP-AIRDN-1069,file/batch,weekly,standard,data pipeline orchestrator,Data and AI,SRC-AIRDN-INT-003
INT-AIRDN-00327,APP-AIRDN-0795,APP-AIRDN-1086,ETL/ELT,event-driven,high,API gateway,Cybersecurity,SRC-AIRDN-INT-004
INT-AIRDN-00328,APP-AIRDN-0802,APP-AIRDN-1103,mainframe transaction,nightly batch,critical,event streaming backbone,Workplace,SRC-AIRDN-INT-005
INT-AIRDN-00329,APP-AIRDN-0809,APP-AIRDN-1120,streaming topic,real-time,standard,enterprise service bus,Service Management,SRC-AIRDN-INT-006
INT-AIRDN-00330,APP-AIRDN-0816,APP-AIRDN-1137,SaaS connector,near real-time,high,mainframe MQ,Flight Operations,SRC-AIRDN-INT-007
INT-AIRDN-00331,APP-AIRDN-0823,APP-AIRDN-1154,EDI/message,hourly,standard,cloud integration platform,Operations Control,SRC-AIRDN-INT-008
INT-AIRDN-00332,APP-AIRDN-0830,APP-AIRDN-1171,database link,daily,standard,file transfer gateway,Crew Operations,SRC-AIRDN-INT-009
INT-AIRDN-00333,APP-AIRDN-0837,APP-AIRDN-1188,MQ/event,weekly,high,data pipeline orchestrator,Technical Operations,SRC-AIRDN-INT-010
INT-AIRDN-00334,APP-AIRDN-0844,APP-AIRDN-1205,API,event-driven,standard,API gateway,Airport Operations,SRC-AIRDN-INT-011
INT-AIRDN-00335,APP-AIRDN-0851,APP-AIRDN-1222,file/batch,nightly batch,standard,event streaming backbone,Passenger Service,SRC-AIRDN-INT-012
INT-AIRDN-00336,APP-AIRDN-0858,APP-AIRDN-1239,ETL/ELT,real-time,critical,enterprise service bus,Commercial,SRC-AIRDN-INT-013
INT-AIRDN-00337,APP-AIRDN-0865,APP-AIRDN-1256,mainframe transaction,near real-time,standard,mainframe MQ,Cargo,SRC-AIRDN-INT-014
INT-AIRDN-00338,APP-AIRDN-0872,APP-AIRDN-1273,streaming topic,hourly,standard,cloud integration platform,Corporate Finance,SRC-AIRDN-INT-015
INT-AIRDN-00339,APP-AIRDN-0879,APP-AIRDN-1290,SaaS connector,daily,high,file transfer gateway,Procurement,SRC-AIRDN-INT-016
INT-AIRDN-00340,APP-AIRDN-0886,APP-AIRDN-1307,EDI/message,weekly,standard,data pipeline orchestrator,Technology,SRC-AIRDN-INT-017
INT-AIRDN-00341,APP-AIRDN-0893,APP-AIRDN-1324,database link,event-driven,standard,API gateway,Data and AI,SRC-AIRDN-INT-018
INT-AIRDN-00342,APP-AIRDN-0900,APP-AIRDN-1341,MQ/event,nightly batch,high,event streaming backbone,Cybersecurity,SRC-AIRDN-INT-019
INT-AIRDN-00343,APP-AIRDN-0907,APP-AIRDN-1358,API,real-time,standard,enterprise service bus,Workplace,SRC-AIRDN-INT-020
INT-AIRDN-00344,APP-AIRDN-0914,APP-AIRDN-1375,file/batch,near real-time,critical,mainframe MQ,Service Management,SRC-AIRDN-INT-021
