infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-AIRDN-00160,AWS digital landing zone,container platform,mainframe z/OS,BI/reporting platform,Technology,SIAM Observability and Service Governance,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-00161,AWS analytics landing zone,mainframe LPAR,private cloud,security/IAM stack,Data and AI,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-00162,Azure enterprise landing zone,integration runtime,owned data center,COBOL/CICS/DB2/MQ,Cybersecurity,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-00163,Azure AI/data landing zone,edge appliance,colocation,Java/.NET custom,Workplace,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00164,station edge footprint,security sensor,AWS workload,SAP S/4HANA,Service Management,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00165,crew/MRO field footprint,observability collector,Azure workload,legacy SAP ECC,Flight Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00166,mainframe complex,desktop/endpoint group,SaaS,SAP Ariba/Concur/BW/BTP,Operations Control,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00167,colocation facility,cloud resource group,edge/station,Teradata-scale EDW,Crew Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00168,global network zone,compute VM/cluster,legacy UNIX/AIX,Databricks-style lakehouse,Technical Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-00169,primary enterprise data center,database platform,hybrid,Snowflake-style cloud warehouse,Airport Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00170,secondary resilience data center,network zone,mainframe z/OS,Kafka/event streaming,Passenger Service,Digital Customer and Loyalty AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-00171,private cloud east,storage tier,private cloud,Oracle/SQL Server,Commercial,Data Analytics and Integration,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-00172,private cloud central,container platform,owned data center,Hadoop remnant,Cargo,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00173,AWS digital landing zone,mainframe LPAR,colocation,Service management platform,Corporate Finance,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00174,AWS analytics landing zone,integration runtime,AWS workload,mainframe batch scheduler,Procurement,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00175,Azure enterprise landing zone,edge appliance,Azure workload,container/Kubernetes,Technology,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-00176,Azure AI/data landing zone,security sensor,SaaS,AIX/UNIX middleware,Data and AI,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00177,station edge footprint,observability collector,edge/station,API gateway/iPaaS,Cybersecurity,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00178,crew/MRO field footprint,desktop/endpoint group,legacy UNIX/AIX,BI/reporting platform,Workplace,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00179,mainframe complex,cloud resource group,hybrid,security/IAM stack,Service Management,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00180,colocation facility,compute VM/cluster,mainframe z/OS,COBOL/CICS/DB2/MQ,Flight Operations,Workplace Service Desk and Field Support,regulated/restricted,normal capacity,resilience evidence required
INFRA-AIRDN-00181,global network zone,database platform,private cloud,Java/.NET custom,Operations Control,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00182,primary enterprise data center,network zone,owned data center,SAP S/4HANA,Crew Operations,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-00183,secondary resilience data center,storage tier,colocation,legacy SAP ECC,Technical Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00184,private cloud east,container platform,AWS workload,SAP Ariba/Concur/BW/BTP,Airport Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00185,private cloud central,mainframe LPAR,Azure workload,Teradata-scale EDW,Passenger Service,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00186,AWS digital landing zone,integration runtime,SaaS,Databricks-style lakehouse,Commercial,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00187,AWS analytics landing zone,edge appliance,edge/station,Snowflake-style cloud warehouse,Cargo,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00188,Azure enterprise landing zone,security sensor,legacy UNIX/AIX,Kafka/event streaming,Corporate Finance,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00189,Azure AI/data landing zone,observability collector,hybrid,Oracle/SQL Server,Procurement,Airline Operations AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-AIRDN-00190,station edge footprint,desktop/endpoint group,mainframe z/OS,Hadoop remnant,Technology,Corporate and SAP AMS,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-00191,crew/MRO field footprint,cloud resource group,private cloud,Service management platform,Data and AI,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00192,mainframe complex,compute VM/cluster,owned data center,mainframe batch scheduler,Cybersecurity,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00193,colocation facility,database platform,colocation,container/Kubernetes,Workplace,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00194,global network zone,network zone,AWS workload,AIX/UNIX middleware,Service Management,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00195,primary enterprise data center,storage tier,Azure workload,API gateway/iPaaS,Flight Operations,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00196,secondary resilience data center,container platform,SaaS,BI/reporting platform,Operations Control,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-00197,private cloud east,mainframe LPAR,edge/station,security/IAM stack,Crew Operations,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00198,private cloud central,integration runtime,legacy UNIX/AIX,COBOL/CICS/DB2/MQ,Technical Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-00199,AWS digital landing zone,edge appliance,hybrid,Java/.NET custom,Airport Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00200,AWS analytics landing zone,security sensor,mainframe z/OS,SAP S/4HANA,Passenger Service,Cloud Infrastructure and Mainframe,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-00201,Azure enterprise landing zone,observability collector,private cloud,legacy SAP ECC,Commercial,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00202,Azure AI/data landing zone,desktop/endpoint group,owned data center,SAP Ariba/Concur/BW/BTP,Cargo,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00203,station edge footprint,cloud resource group,colocation,Teradata-scale EDW,Corporate Finance,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-00204,crew/MRO field footprint,compute VM/cluster,AWS workload,Databricks-style lakehouse,Procurement,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00205,mainframe complex,database platform,Azure workload,Snowflake-style cloud warehouse,Technology,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00206,colocation facility,network zone,SaaS,Kafka/event streaming,Data and AI,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00207,global network zone,storage tier,edge/station,Oracle/SQL Server,Cybersecurity,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-00208,primary enterprise data center,container platform,legacy UNIX/AIX,Hadoop remnant,Workplace,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00209,secondary resilience data center,mainframe LPAR,hybrid,Service management platform,Service Management,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00210,private cloud east,integration runtime,mainframe z/OS,mainframe batch scheduler,Flight Operations,Airline Operations AMS,regulated/restricted,capacity constrained,resilience mapped
INFRA-AIRDN-00211,private cloud central,edge appliance,private cloud,container/Kubernetes,Operations Control,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00212,AWS digital landing zone,security sensor,owned data center,AIX/UNIX middleware,Crew Operations,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00213,AWS analytics landing zone,observability collector,colocation,API gateway/iPaaS,Technical Operations,Data Analytics and Integration,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00214,Azure enterprise landing zone,desktop/endpoint group,AWS workload,BI/reporting platform,Airport Operations,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00215,Azure AI/data landing zone,cloud resource group,Azure workload,security/IAM stack,Passenger Service,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00216,station edge footprint,compute VM/cluster,SaaS,COBOL/CICS/DB2/MQ,Commercial,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience evidence required
INFRA-AIRDN-00217,crew/MRO field footprint,database platform,edge/station,Java/.NET custom,Cargo,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
INFRA-AIRDN-00218,mainframe complex,network zone,legacy UNIX/AIX,SAP S/4HANA,Corporate Finance,Corporate and SAP AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00219,colocation facility,storage tier,hybrid,legacy SAP ECC,Procurement,Digital Customer and Loyalty AMS,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00220,global network zone,container platform,mainframe z/OS,SAP Ariba/Concur/BW/BTP,Technology,Data Analytics and Integration,regulated/restricted,normal capacity,resilience mapped
INFRA-AIRDN-00221,primary enterprise data center,mainframe LPAR,private cloud,Teradata-scale EDW,Data and AI,Cloud Infrastructure and Mainframe,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00222,secondary resilience data center,integration runtime,owned data center,Databricks-style lakehouse,Cybersecurity,Workplace Service Desk and Field Support,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00223,private cloud east,edge appliance,colocation,Snowflake-style cloud warehouse,Workplace,SIAM Observability and Service Governance,enterprise confidential,normal capacity,resilience mapped
INFRA-AIRDN-00224,private cloud central,security sensor,AWS workload,Kafka/event streaming,Service Management,Airline Operations AMS,enterprise confidential,capacity constrained,resilience mapped
