contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,term_status,commercial_model,value_disclosure_mode,risk_note,source_id,effective_date,expiration_date,renewal_date,termination_rights,pricing_model,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id
CONT-AIRDN-0038,VEND-AIRDN-267,Synthetic Supplier 267,data platform agreement,Data Analytics and Integration,Corporate Finance,mainframe AMS,renewal within 24 months,consumption,indexed,standard commercial review,SRC-AIRDN-CONT-039,2021-02-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0038,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0038,CO-AIRDN-0038,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R2,EVAL-LOT-AIRDN-02
CONT-AIRDN-0039,VEND-AIRDN-274,Synthetic Supplier 274,telecom/network services,Cloud Infrastructure and Mainframe,Procurement,airline operations AMS,extension option,hybrid fixed + variable,withheld,standard commercial review,SRC-AIRDN-CONT-040,2022-03-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0039,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0039,CO-AIRDN-0039,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R1,EVAL-LOT-AIRDN-03
CONT-AIRDN-0040,VEND-AIRDN-281,Synthetic Supplier 281,cybersecurity services,Workplace Service Desk and Field Support,Technology,digital support,transition assistance required,committed spend,exact,supplier concentration,SRC-AIRDN-CONT-041,2023-04-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0040,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0040,CO-AIRDN-0040,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R2,EVAL-LOT-AIRDN-04
CONT-AIRDN-0041,VEND-AIRDN-288,Synthetic Supplier 288,ITSM workflow subscription,SIAM Observability and Service Governance,Data and AI,data platform ops,exit rights need review,outcome-linked,range,standard commercial review,SRC-AIRDN-CONT-042,2020-05-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0041,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0041,CO-AIRDN-0041,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R1,EVAL-LOT-AIRDN-05
CONT-AIRDN-0042,VEND-AIRDN-295,Synthetic Supplier 295,mainframe software agreement,Airline Operations AMS,Cybersecurity,testing/QA,active,fixed fee,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-043,2021-06-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0042,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0042,CO-AIRDN-0042,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R2,EVAL-LOT-AIRDN-06
CONT-AIRDN-0043,VEND-AIRDN-302,Synthetic Supplier 302,colocation contract,Corporate and SAP AMS,Workplace,release management,renewal within 12 months,T&M,withheld,standard commercial review,SRC-AIRDN-CONT-044,2022-07-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0043,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0043,CO-AIRDN-0043,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R1,EVAL-LOT-AIRDN-07
CONT-AIRDN-0044,VEND-AIRDN-309,Synthetic Supplier 309,BPO services SOW,Digital Customer and Loyalty AMS,Service Management,data center ops,renewal within 24 months,unit-rate,exact,standard commercial review,SRC-AIRDN-CONT-045,2023-08-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0044,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0044,CO-AIRDN-0044,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R2,EVAL-LOT-AIRDN-08
CONT-AIRDN-0045,VEND-AIRDN-316,Synthetic Supplier 316,MSA,Data Analytics and Integration,Flight Operations,network/telecom,extension option,consumption,range,standard commercial review,SRC-AIRDN-CONT-046,2020-09-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0045,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0045,CO-AIRDN-0045,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R1,EVAL-LOT-AIRDN-09
CONT-AIRDN-0046,VEND-AIRDN-323,Synthetic Supplier 323,SOW,Cloud Infrastructure and Mainframe,Operations Control,workplace,transition assistance required,hybrid fixed + variable,indexed,standard commercial review,SRC-AIRDN-CONT-047,2021-01-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0046,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0046,CO-AIRDN-0046,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0047,VEND-AIRDN-330,Synthetic Supplier 330,rate card,Workplace Service Desk and Field Support,Crew Operations,service desk,exit rights need review,committed spend,withheld,standard commercial review,SRC-AIRDN-CONT-048,2022-02-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0047,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0047,CO-AIRDN-0047,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0048,VEND-AIRDN-337,Synthetic Supplier 337,software subscription,SIAM Observability and Service Governance,Technical Operations,airport technology support,active,outcome-linked,exact,high exit-term sensitivity,SRC-AIRDN-CONT-049,2023-03-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0048,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0048,CO-AIRDN-0048,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
CONT-AIRDN-0049,VEND-AIRDN-344,Synthetic Supplier 344,managed service agreement,Airline Operations AMS,Airport Operations,database/middleware ops,renewal within 12 months,fixed fee,range,standard commercial review,SRC-AIRDN-CONT-050,2020-04-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0049,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0049,CO-AIRDN-0049,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R1,EVAL-LOT-AIRDN-04
CONT-AIRDN-0050,VEND-AIRDN-351,Synthetic Supplier 351,cloud commit,Corporate and SAP AMS,Passenger Service,observability,renewal within 24 months,T&M,indexed,supplier concentration,SRC-AIRDN-CONT-051,2021-05-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0050,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0050,CO-AIRDN-0050,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R2,EVAL-LOT-AIRDN-05
CONT-AIRDN-0051,VEND-AIRDN-358,Synthetic Supplier 358,maintenance agreement,Digital Customer and Loyalty AMS,Commercial,finance operations,extension option,unit-rate,withheld,standard commercial review,SRC-AIRDN-CONT-052,2022-06-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0051,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0051,CO-AIRDN-0051,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R1,EVAL-LOT-AIRDN-06
CONT-AIRDN-0052,VEND-AIRDN-365,Synthetic Supplier 365,professional services SOW,Data Analytics and Integration,Cargo,procurement operations,transition assistance required,consumption,exact,standard commercial review,SRC-AIRDN-CONT-053,2023-07-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0052,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0052,CO-AIRDN-0052,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R2,EVAL-LOT-AIRDN-07
CONT-AIRDN-0053,VEND-AIRDN-372,Synthetic Supplier 372,data platform agreement,Cloud Infrastructure and Mainframe,Corporate Finance,customer-contact support,exit rights need review,hybrid fixed + variable,range,standard commercial review,SRC-AIRDN-CONT-054,2020-08-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0053,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0053,CO-AIRDN-0053,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R1,EVAL-LOT-AIRDN-08
CONT-AIRDN-0054,VEND-AIRDN-379,Synthetic Supplier 379,telecom/network services,Workplace Service Desk and Field Support,Procurement,application run/enhancement,active,committed spend,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-055,2021-09-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0054,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0054,CO-AIRDN-0054,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R2,EVAL-LOT-AIRDN-09
CONT-AIRDN-0055,VEND-AIRDN-386,Synthetic Supplier 386,cybersecurity services,SIAM Observability and Service Governance,Technology,SAP AMS,renewal within 12 months,outcome-linked,withheld,standard commercial review,SRC-AIRDN-CONT-056,2022-01-01,2026-07-28,2025-10-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0055,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0055,CO-AIRDN-0055,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R1,EVAL-LOT-AIRDN-01
CONT-AIRDN-0056,VEND-AIRDN-393,Synthetic Supplier 393,ITSM workflow subscription,Airline Operations AMS,Data and AI,mainframe AMS,renewal within 24 months,fixed fee,exact,SLA credit ambiguity,SRC-AIRDN-CONT-057,2023-02-01,2027-08-28,2026-11-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0056,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0056,CO-AIRDN-0056,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R2,EVAL-LOT-AIRDN-02
CONT-AIRDN-0057,VEND-AIRDN-400,Synthetic Supplier 400,mainframe software agreement,Corporate and SAP AMS,Cybersecurity,airline operations AMS,extension option,T&M,range,standard commercial review,SRC-AIRDN-CONT-058,2020-03-01,2028-09-28,2027-12-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0057,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0057,CO-AIRDN-0057,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R1,EVAL-LOT-AIRDN-03
CONT-AIRDN-0058,VEND-AIRDN-407,Synthetic Supplier 407,colocation contract,Digital Customer and Loyalty AMS,Workplace,digital support,transition assistance required,unit-rate,indexed,standard commercial review,SRC-AIRDN-CONT-059,2021-04-01,2026-10-28,2025-01-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0058,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-04,INV-AIRDN-0058,CO-AIRDN-0058,LOT-AIRDN-04,BID-AIRDN-A-LOT-AIRDN-04,BAFO-BID-AIRDN-A-LOT-AIRDN-04-R2,EVAL-LOT-AIRDN-04
CONT-AIRDN-0059,VEND-AIRDN-414,Synthetic Supplier 414,BPO services SOW,Data Analytics and Integration,Service Management,data platform ops,exit rights need review,consumption,withheld,standard commercial review,SRC-AIRDN-CONT-060,2022-05-01,2027-11-28,2026-02-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0059,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-05,INV-AIRDN-0059,CO-AIRDN-0059,LOT-AIRDN-05,BID-AIRDN-B-LOT-AIRDN-05,BAFO-BID-AIRDN-B-LOT-AIRDN-05-R1,EVAL-LOT-AIRDN-05
CONT-AIRDN-0060,VEND-AIRDN-001,Synthetic Supplier 001,MSA,Cloud Infrastructure and Mainframe,Flight Operations,testing/QA,active,hybrid fixed + variable,exact,high exit-term sensitivity,SRC-AIRDN-CONT-061,2023-06-01,2028-12-28,2027-03-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0060,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-06,INV-AIRDN-0060,CO-AIRDN-0060,LOT-AIRDN-06,BID-AIRDN-C-LOT-AIRDN-06,BAFO-BID-AIRDN-C-LOT-AIRDN-06-R2,EVAL-LOT-AIRDN-06
CONT-AIRDN-0061,VEND-AIRDN-008,Synthetic Supplier 008,SOW,Workplace Service Desk and Field Support,Operations Control,release management,renewal within 12 months,committed spend,range,standard commercial review,SRC-AIRDN-CONT-062,2020-07-01,2026-01-28,2025-04-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0061,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-07,INV-AIRDN-0061,CO-AIRDN-0061,LOT-AIRDN-07,BID-AIRDN-A-LOT-AIRDN-07,BAFO-BID-AIRDN-A-LOT-AIRDN-07-R1,EVAL-LOT-AIRDN-07
CONT-AIRDN-0062,VEND-AIRDN-015,Synthetic Supplier 015,rate card,SIAM Observability and Service Governance,Crew Operations,data center ops,renewal within 24 months,outcome-linked,indexed,standard commercial review,SRC-AIRDN-CONT-063,2021-08-01,2027-02-28,2026-05-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0062,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-08,INV-AIRDN-0062,CO-AIRDN-0062,LOT-AIRDN-08,BID-AIRDN-B-LOT-AIRDN-08,BAFO-BID-AIRDN-B-LOT-AIRDN-08-R2,EVAL-LOT-AIRDN-08
CONT-AIRDN-0063,VEND-AIRDN-022,Synthetic Supplier 022,software subscription,Airline Operations AMS,Technical Operations,network/telecom,extension option,fixed fee,withheld,standard commercial review,SRC-AIRDN-CONT-064,2022-09-01,2028-03-28,2027-06-15,transition-only termination after cure period,committed capacity plus consumption overage,tiered annual minimum,RATE-AIRDN-0063,tower-level credit and root-cause obligation,fixed annual escalator,joint estimate required,restricted for regulated data,global support with masked data,shadow-run required,SLAHIST-LOT-AIRDN-09,INV-AIRDN-0063,CO-AIRDN-0063,LOT-AIRDN-09,BID-AIRDN-C-LOT-AIRDN-09,BAFO-BID-AIRDN-C-LOT-AIRDN-09-R1,EVAL-LOT-AIRDN-09
CONT-AIRDN-0064,VEND-AIRDN-029,Synthetic Supplier 029,managed service agreement,Corporate and SAP AMS,Airport Operations,workplace,transition assistance required,T&M,exact,standard commercial review,SRC-AIRDN-CONT-065,2023-01-01,2026-04-28,2025-07-15,lot-level termination on chronic breach,outcome-weighted service credits,not applicable for variable lot,RATE-AIRDN-0064,service credit terms missing from visible evidence,to be negotiated,executive approval for material changes,standard flow-down obligations,data residency not yet evidenced,transition assistance gap,SLAHIST-LOT-AIRDN-01,INV-AIRDN-0064,CO-AIRDN-0064,LOT-AIRDN-01,BID-AIRDN-A-LOT-AIRDN-01,BAFO-BID-AIRDN-A-LOT-AIRDN-01-R2,EVAL-LOT-AIRDN-01
CONT-AIRDN-0065,VEND-AIRDN-036,Synthetic Supplier 036,cloud commit,Digital Customer and Loyalty AMS,Passenger Service,service desk,exit rights need review,unit-rate,range,standard commercial review,SRC-AIRDN-CONT-066,2020-02-01,2027-05-28,2026-08-15,90-day convenience for tower carve-out,fixed base plus volume bands,indexed range,RATE-AIRDN-0065,critical incident credits with earn-back,CPI capped,CAB approval and priced change order,named subcontractors only,US-only regulated data,six-month transition assistance,SLAHIST-LOT-AIRDN-02,INV-AIRDN-0065,CO-AIRDN-0065,LOT-AIRDN-02,BID-AIRDN-B-LOT-AIRDN-02,BAFO-BID-AIRDN-B-LOT-AIRDN-02-R1,EVAL-LOT-AIRDN-02
CONT-AIRDN-0066,VEND-AIRDN-043,Synthetic Supplier 043,maintenance agreement,Data Analytics and Integration,Commercial,airport technology support,active,consumption,indexed,high exit-term sensitivity,SRC-AIRDN-CONT-067,2021-03-01,2028-06-28,2027-09-15,cause plus SLA-credit trigger,unit-rate catalog,withheld exact value,RATE-AIRDN-0066,SLA pool capped at monthly charges,labor index pass-through,catalog rate if in-scope,prior approval required,US/EU split with controls,knowledge transfer and runbook escrow,SLAHIST-LOT-AIRDN-03,INV-AIRDN-0066,CO-AIRDN-0066,LOT-AIRDN-03,BID-AIRDN-C-LOT-AIRDN-03,BAFO-BID-AIRDN-C-LOT-AIRDN-03-R2,EVAL-LOT-AIRDN-03
