tenant_key,source_file,source_type,source_owner,source_date,as_of_date,confidentiality,domains_covered,row_count_or_pages,quality_notes,approved_for_loading,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,evidence_id,business_name,context_item,dimension,evidence_type,evidence_location,evidence_owner,evidence_boundary,module_usage_notes,confidence
skyharbor-air,SHA-INT-01-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by CEO in SHA-INT-01-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by CEO in SHA-INT-01-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3194,skyharbor-air:relationship:3194,synthetic-demo,35360286c6d1bf035e3fbcee347e8f9e1815e0d52b180a03c5570b835a826a55,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00010,,,,,,,,,high
skyharbor-air,SHA-INT-02-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by CFO in SHA-INT-02-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by CFO in SHA-INT-02-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3197,skyharbor-air:relationship:3197,synthetic-demo,6f77361f0fadbcc0e11dbd4bf0998f9f33f4cbf58b28e5bde4d03b6b464b1904,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00015,,,,,,,,,medium
skyharbor-air,SHA-INT-02-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by CFO in SHA-INT-02-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by CFO in SHA-INT-02-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3199,skyharbor-air:relationship:3199,synthetic-demo,c84c053093bcaf45128705c38307fdfa288b9bf5ba012b1cc4b7fb24e13562d6,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00020,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3203,skyharbor-air:relationship:3203,synthetic-demo,f60eb39a6b19089b7641c32ce51764ea2e739d6484996107f6ea21da2a8747e5,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00027,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q04,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Baggage Visibility & Recovery"" by COO in SHA-INT-03-Q04",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Baggage Visibility & Recovery"" by COO in SHA-INT-03-Q04",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3204,skyharbor-air:relationship:3204,synthetic-demo,6cf50c6318b47779a09962274f5828e7b8ddcc3cf1a444789ab008b353e49707,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00028,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q07,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q07",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q07",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3206,skyharbor-air:relationship:3206,synthetic-demo,0d07a8938b0b0c48b7cc2184c0b21d21335c3911c03b12996d29da2f7ccd809e,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00031,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3207,skyharbor-air:relationship:3207,synthetic-demo,11d95104d89d06d32b4a379d3261aa82148c8951d044d4dcb0e3e3cf70cba1d0,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00032,,,,,,,,,high
skyharbor-air,SHA-INT-03-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Airport Turnaround Performance Program"" by COO in SHA-INT-03-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3211,skyharbor-air:relationship:3211,synthetic-demo,130343a2f2255b2f194a02096f7a04b6d25eda3300e220734498df4aab6a285a,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00036,,,,,,,,,high
skyharbor-air,SHA-INT-06-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Baggage Visibility & Recovery"" by CDAO in SHA-INT-06-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Baggage Visibility & Recovery"" by CDAO in SHA-INT-06-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3228,skyharbor-air:relationship:3228,synthetic-demo,fff28d65d8c1d542330fcdb04b28cd61c47696f44e4cf0f97bfd30dca67c442d,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00062,,,,,,,,,high
skyharbor-air,SHA-INT-06-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Loyalty Platform Modernization"" by CDAO in SHA-INT-06-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Loyalty Platform Modernization"" by CDAO in SHA-INT-06-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3229,skyharbor-air:relationship:3229,synthetic-demo,cb46d91d1fa8715e51da3b1f5bf26f853ced222af3ecdaa1822272c6c675e4fc,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00063,,,,,,,,,medium
skyharbor-air,SHA-INT-07-Q07,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by CISO in SHA-INT-07-Q07",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by CISO in SHA-INT-07-Q07",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3235,skyharbor-air:relationship:3235,synthetic-demo,2f8f563e5af9a59308b8118c420293991e96892a782d5c4924c1630995288b1d,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00079,,,,,,,,,high
skyharbor-air,SHA-INT-07-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""DCS Mainframe Exit Program"" by CISO in SHA-INT-07-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""DCS Mainframe Exit Program"" by CISO in SHA-INT-07-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3236,skyharbor-air:relationship:3236,synthetic-demo,f3e83fc3e0801678f50929094406fd7c1760e02d47c0f836dc627e39bced68e9,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00080,,,,,,,,,medium
skyharbor-air,SHA-INT-08-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Privacy/Compliance/Legal in SHA-INT-08-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Privacy/Compliance/Legal in SHA-INT-08-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3243,skyharbor-air:relationship:3243,synthetic-demo,14de06a7cdb0aa3ce40c352fd2350897be196bba41b62db7a981f0b90e1df391,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00090,,,,,,,,,high
skyharbor-air,SHA-INT-10-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by HR/Workforce/Change in SHA-INT-10-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by HR/Workforce/Change in SHA-INT-10-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3247,skyharbor-air:relationship:3247,synthetic-demo,f69568bd9d588addd4418497908eb7ade2ecf64024d702d902fe881d3c1090e0,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00109,,,,,,,,,medium
skyharbor-air,SHA-INT-10-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3248,skyharbor-air:relationship:3248,synthetic-demo,a2e17b9d628e4880a1479bfdc95ff1cb2aa5665a50ace58a7ee76985ab8fd461,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00110,,,,,,,,,high
skyharbor-air,SHA-INT-10-Q05,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q05",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q05",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3249,skyharbor-air:relationship:3249,synthetic-demo,84b619eb85c0c31a67afeff53cb7d64abc07723a5b551647835eea3c2be38b00,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00113,,,,,,,,,high
skyharbor-air,SHA-INT-10-Q09,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by HR/Workforce/Change in SHA-INT-10-Q09",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by HR/Workforce/Change in SHA-INT-10-Q09",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3251,skyharbor-air:relationship:3251,synthetic-demo,981d28fa1ac679b228a010814b152cdb6996e5d3680677f032b88eab4594c593,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00117,,,,,,,,,medium
skyharbor-air,SHA-INT-10-Q10,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by HR/Workforce/Change in SHA-INT-10-Q10",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Crew Scheduling Optimization"" by HR/Workforce/Change in SHA-INT-10-Q10",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3252,skyharbor-air:relationship:3252,synthetic-demo,9c08ed6bfdb80e13bacf122bb177f70389638080a327a76dd4de6f3a6926b17e,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00118,,,,,,,,,medium
skyharbor-air,SHA-INT-10-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3253,skyharbor-air:relationship:3253,synthetic-demo,36eef85c6ff63b7d12b38479a32c3155be473f0a0e7d4c71f8b31e6fce9a2fa3,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00119,,,,,,,,,high
skyharbor-air,SHA-INT-10-Q12,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q12",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by HR/Workforce/Change in SHA-INT-10-Q12",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3254,skyharbor-air:relationship:3254,synthetic-demo,3fdfabbce16462ff2c8be925e741c4711071129d4cfd045946c4583daf0ec480,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00120,,,,,,,,,high
skyharbor-air,SHA-INT-11-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Transformation Office in SHA-INT-11-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Transformation Office in SHA-INT-11-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3256,skyharbor-air:relationship:3256,synthetic-demo,2a627615ed6c0b57260adcd51fd71b4bc6e6ffaf999af51b711b04c7fd038802,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00123,,,,,,,,,high
skyharbor-air,SHA-INT-11-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by Transformation Office in SHA-INT-11-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Flight operations knowledge assistant"" by Transformation Office in SHA-INT-11-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3259,skyharbor-air:relationship:3259,synthetic-demo,3b06205b9236036ad3d1ab9f37e7d2e4c2436b2d93e459cbabef33da0f0de2a6,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00128,,,,,,,,,high
skyharbor-air,SHA-INT-12-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3261,skyharbor-air:relationship:3261,synthetic-demo,ba486e96d672dedbe54b5a79ff7757681050a01fce5b3f1c04fb3e78df27eea4,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00134,,,,,,,,,high
skyharbor-air,SHA-INT-12-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Loyalty Platform Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Loyalty Platform Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3262,skyharbor-air:relationship:3262,synthetic-demo,adca1dfe07e11414a932c483137fe74ae2cf1d762c49763d475bfab798ba046d,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00135,,,,,,,,,medium
skyharbor-air,SHA-INT-12-Q06,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q06",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q06",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3263,skyharbor-air:relationship:3263,synthetic-demo,5306b87d5155a7a794d22c9aa50f5da230afc7e57442b6bc2649808cd6f6eed9,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00138,,,,,,,,,high
skyharbor-air,SHA-INT-12-Q07,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q07",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Genesys Contact Center Modernization"" by Customer/Passenger Experience in SHA-INT-12-Q07",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3264,skyharbor-air:relationship:3264,synthetic-demo,cda1b3d8d6e07813c8c19df80259e7c39cd9d67286c4ebda2c5ebebc5f3243e9,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00139,,,,,,,,,high
skyharbor-air,SHA-INT-12-Q08,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Contact center agent assist"" by Customer/Passenger Experience in SHA-INT-12-Q08",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Contact center agent assist"" by Customer/Passenger Experience in SHA-INT-12-Q08",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3265,skyharbor-air:relationship:3265,synthetic-demo,bab496ee70e15a4c1304c4c04c21e0dc58cf4b3187d2cac3bfd64c220a173acd,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00140,,,,,,,,,high
skyharbor-air,SHA-INT-12-Q11,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Contact center agent assist"" by Customer/Passenger Experience in SHA-INT-12-Q11",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Contact center agent assist"" by Customer/Passenger Experience in SHA-INT-12-Q11",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3268,skyharbor-air:relationship:3268,synthetic-demo,e704e0e782faa9bd398b645b0668948a265004357566a2a33a33b09bc86d4fa3,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00143,,,,,,,,,high
skyharbor-air,SHA-INT-13-Q01,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Revenue Management Modernization"" by Business Function Leader in SHA-INT-13-Q01",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Revenue Management Modernization"" by Business Function Leader in SHA-INT-13-Q01",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3270,skyharbor-air:relationship:3270,synthetic-demo,d9f5ff804421b636d99682a5aa2edd9d9d3437f59aaa00e20412b84be2f6206a,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00145,,,,,,,,,high
skyharbor-air,SHA-INT-13-Q02,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Revenue Management Modernization"" by Business Function Leader in SHA-INT-13-Q02",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Revenue Management Modernization"" by Business Function Leader in SHA-INT-13-Q02",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3271,skyharbor-air:relationship:3271,synthetic-demo,19b8fe73beeda4b0d705c9c023a72038686085522fbf4e849e45f4f169030c67,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00146,,,,,,,,,high
skyharbor-air,SHA-INT-13-Q03,graph_endpoint_source_value_repair,Synthetic data generation,2026-07-31,,synthetic_demo_planning_grade_no_client_certified_claim,,1 row,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Revenue Management Modernization"" by Business Function Leader in SHA-INT-13-Q03",false,"Added from graph endpoint source-value repair; planning-grade synthetic value requires validation before client-grade use. relationship evidence: Mentioned as ""Revenue Management Modernization"" by Business Function Leader in SHA-INT-13-Q03",datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv,skyharbor-air-rich-standard-candidate-20260731,3272,skyharbor-air:relationship:3272,synthetic-demo,431b27443b26de87c866fd693a69c9489209f0c5f310faaa9165768f57bbca14,graph_endpoint_source_value_repair_2026_08_15,none,SHA-INT-EVID-00147,,,,,,,,,high
