tenant_key,system_name,servicenow_ci_sys_id,reporting_period,total_incidents,p1_incidents,p2_incidents,p3_incidents,p4_incidents,avg_mttr_hours,p1_mttr_hours,sla_target_pct,sla_actual_pct,sla_breach_count,top_root_cause_category,change_requests_count,change_success_rate_pct,escalation_to_vendor_count,service_desk_provider,notes,source_classification,generation_method
skyharbor-air,Ground Handling Partner Portal,SHACMDB-8bdd9b6b46,trailing_12mo_ending_2026-07-31,10,0,1,4,5,5.1,3,98,98.42,0,integration/interface failure,2,93.8,1,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,iCargo Booking & Management,SHACMDB-67d26cc848,trailing_12mo_ending_2026-07-31,52,4,13,19,16,2.1,1.2,99.9,100,0,integration/interface failure,12,94.5,11,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,iCargo Track & Trace,SHACMDB-8cca78a01d,trailing_12mo_ending_2026-07-31,50,5,13,19,13,1.8,0.8,99.9,100,0,capacity/performance degradation,10,93.4,10,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,iCargo DG Compliance,SHACMDB-555d0d46c4,trailing_12mo_ending_2026-07-31,24,2,6,10,6,1.6,0.6,99.9,100,0,capacity/performance degradation,6,94.5,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Cargo Revenue Accounting,SHACMDB-9d65c69fc7,trailing_12mo_ending_2026-07-31,42,1,8,16,17,3.4,1.7,99.5,99.89,0,infrastructure/network,10,94.5,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Regional Belly Cargo Capacity Spreadsheet,SHACMDB-46a44845f2,trailing_12mo_ending_2026-07-31,20,0,3,9,8,13,5.4,98,97.68,1,vendor-side outage,6,91.6,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (batch-window latency causes data to be up to 14 hours stale during peak periods; because it sits outside governed IT inventory, security patching is inconsistent).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Cargo Warehouse Management System — MIA,SHACMDB-8f623f09f7,trailing_12mo_ending_2026-07-31,39,1,7,14,17,3.2,1.4,99.5,99.88,0,vendor-side outage,12,94.5,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Catering Planning & Ordering System,SHACMDB-461b56588e,trailing_12mo_ending_2026-07-31,22,0,3,10,9,2.9,1.4,99.5,99.91,0,data quality/reconciliation,6,95.4,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,In-Flight Entertainment (IFE) Content Management,SHACMDB-51a9b47405,trailing_12mo_ending_2026-07-31,26,1,5,10,10,2.7,1.2,99.5,99.98,0,access/authentication,5,92.8,6,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Onboard Wi-Fi Connectivity Platform,SHACMDB-3113a4c224,trailing_12mo_ending_2026-07-31,30,1,5,13,11,2.5,1.3,99.5,99.91,0,batch/scheduling delay,5,92.2,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Onboard Retail POS,SHACMDB-a99cbff662,trailing_12mo_ending_2026-07-31,11,0,1,4,6,5.6,2.3,98,98.31,0,change-related regression,3,94.2,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Genesys Cloud CX,SHACMDB-a35038391b,trailing_12mo_ending_2026-07-31,44,5,11,16,12,1.9,0.8,99.9,100,0,integration/interface failure,9,95.1,11,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Genesys PureConnect (legacy — 2 international sites),SHACMDB-dd8f59854f,trailing_12mo_ending_2026-07-31,48,1,9,20,18,6.7,3.2,99.5,99.15,1,access/authentication,11,83.4,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; batch-window latency causes data to be up to 4 hours stale during peak periods, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Genesys WFM (Workforce Management),SHACMDB-4624507159,trailing_12mo_ending_2026-07-31,41,4,10,15,12,1.7,1,99.9,100,0,data quality/reconciliation,7,96.5,10,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Salesforce Service Cloud,SHACMDB-773b0f36eb,trailing_12mo_ending_2026-07-31,34,3,9,12,10,1.4,0.8,99.9,100,0,capacity/performance degradation,10,95.1,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Virtual Assistant / Chatbot,SHACMDB-d32f0ab2e9,trailing_12mo_ending_2026-07-31,19,0,3,7,9,3.2,1.4,99.5,99.74,0,access/authentication,3,98.9,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Social Care Monitoring Platform,SHACMDB-56a556b5b1,trailing_12mo_ending_2026-07-31,8,0,1,3,4,5.5,2.8,98,98.34,0,vendor-side outage,2,96.4,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,SAP S/4HANA — Finance (FI),SHACMDB-5ba8368176,trailing_12mo_ending_2026-07-31,58,4,17,21,16,2.2,1,99.9,100,0,capacity/performance degradation,9,97.4,7,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"SLA performance is borderline for this tier1 system — one known operational risk factor on record, not yet consistently breaching.",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,SAP S/4HANA — Controlling (CO),SHACMDB-a1db1308f3,trailing_12mo_ending_2026-07-31,55,6,15,21,13,1.3,0.7,99.9,100,0,data quality/reconciliation,13,93.3,10,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,SAP S/4HANA — Materials Management (MM),SHACMDB-78f96dd526,trailing_12mo_ending_2026-07-31,41,4,11,17,9,1.2,0.7,99.9,100,0,data quality/reconciliation,10,96.7,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,SAP S/4HANA — Treasury,SHACMDB-2579f808b9,trailing_12mo_ending_2026-07-31,24,0,3,10,11,3.3,1.7,99.5,99.96,0,capacity/performance degradation,4,98.1,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,SAP S/4HANA — Fixed Assets,SHACMDB-840c40b972,trailing_12mo_ending_2026-07-31,15,0,2,6,7,2.8,1.1,99.5,99.89,0,vendor-side outage,3,95,3,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,LeaseAccelerator (Aircraft Lease Accounting),SHACMDB-5933ae97f3,trailing_12mo_ending_2026-07-31,19,0,3,8,8,2.8,1.5,99.5,99.75,0,vendor-side outage,5,98.3,5,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,SAP Concur (Travel & Expense),SHACMDB-b4490386ac,trailing_12mo_ending_2026-07-31,8,0,2,3,3,6.2,3.2,98,98.4,0,change-related regression,1,93.4,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier3 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Anaplan FP&A Planning Models,SHACMDB-fd05cd4450,trailing_12mo_ending_2026-07-31,19,0,2,7,10,3.1,1.8,99.5,99.85,0,integration/interface failure,3,96.5,2,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Fuel Hedging & Trading System,SHACMDB-6c82071be9,trailing_12mo_ending_2026-07-31,77,7,23,27,20,1.5,0.8,99.9,100,0,change-related regression,19,93.3,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,SAF Blend Regulatory Reporting Spreadsheet,SHACMDB-3c34e7f74f,trailing_12mo_ending_2026-07-31,19,0,4,7,8,13.1,5.5,98,97.71,1,integration/interface failure,5,89.4,0,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; peak-load timeouts occur during the annual schedule change cutover when concurrent sessions exceed 1,951, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Meridian Legacy Finance System,SHACMDB-0b60eb30c1,trailing_12mo_ending_2026-07-31,48,1,6,21,20,6.5,3,99.5,99.23,1,vendor-side outage,9,87.5,7,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,"Ticket volume and SLA performance run under pressure, tracking the known operational issue already on record for this system (No formal support contract; reporting lags production data by up to 4 hours because refresh is still batch-based, and the one SME who understands it is nearing retirement).",synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Workday Core HR,SHACMDB-9053477c65,trailing_12mo_ending_2026-07-31,28,2,8,11,7,1.4,0.6,99.9,100,0,integration/interface failure,5,92.2,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Workday Payroll,SHACMDB-5ef2193ee1,trailing_12mo_ending_2026-07-31,47,5,13,18,11,1.3,0.5,99.9,100,0,capacity/performance degradation,9,97.8,9,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier1 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
skyharbor-air,Workday Recruiting,SHACMDB-9821e6324a,trailing_12mo_ending_2026-07-31,16,0,2,6,8,3.4,1.4,99.5,99.86,0,capacity/performance degradation,3,95.5,4,Infosys BPM (Tier-1 Service Desk) / vendor-direct for escalations,Ticket volume and SLA performance track normally for a tier2 system on this deployment model; the known-issues on record for this system are routine and not operationally material.,synthetic-demo,itsm-ticket-sla-history-generator-v1
