tenant_key,org_unit,parent_org_unit,leader_name_or_role,role_level,decision_rights,owned_functions,owned_systems,owned_data_domains,location_scope,source_file,source_date,confidence,known_gaps,original_source_file,original_packet,original_row_number,original_row_id,source_classification,source_fingerprint,consolidation_rule_used,conflict_status,org_unit_id
skyharbor-air,Senior Manager Field IT Services — Central Region,Director Field IT Services — Station & Regional Support,Senior Manager Field IT Services — Central Region,Senior Manager,Central-region station IT support dispatch and SLA authority,Information Technology & Digital,,field_it_services,"Chicago, IL (Central Region Field Operations Hub)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,131,ORG-0130,synthetic-demo,02faafde5aa348b669342d23c4b188f8b8f5d2e0b3c6d0aeb4ace799d3602b68e,enriched_dense_synthetic_generation_2026_07,none,ORG-047bdd5517
skyharbor-air,Senior Manager Field IT Services — Western Region,Director Field IT Services — Station & Regional Support,Senior Manager Field IT Services — Western Region,Senior Manager,Western-region station IT support dispatch and SLA authority,Information Technology & Digital,,field_it_services,"Denver, CO (Western Region Field Operations Hub)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,132,ORG-0131,synthetic-demo,b7cdb23ebce7fef291ea1991a68afd9fcc77739d6bf40c05907456b72886552ee,enriched_dense_synthetic_generation_2026_07,none,ORG-68c2d6dc2d
skyharbor-air,Senior Manager Field IT Services — International & Cargo Operations,Director Field IT Services — Station & Regional Support,Senior Manager Field IT Services — International & Cargo Operations,Senior Manager,International station and cargo-hub IT support dispatch and SLA authority,Information Technology & Digital,,field_it_services,"Miami, FL (Cargo Hub / International Field Operations)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,133,ORG-0132,synthetic-demo,98486d134f6cc49e3088335345cb5bb78dd9e6d4c1912f32901d394941c17fcae,enriched_dense_synthetic_generation_2026_07,none,ORG-0433bb5e77
skyharbor-air,Senior Manager MRO Systems — Line Maintenance,Director MRO Systems,Senior Manager MRO Systems — Line Maintenance,Senior Manager,Line-maintenance system configuration and shift-handover data-standard authority,Maintenance & Engineering (MRO),TRAX Line Maintenance; Line Maintenance Shift Handover Notes (legacy),mro_systems,"Fort Worth, TX (Tech Ops Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,134,ORG-0133,synthetic-demo,ebaa55ca2157de78116a27c4ee3b1d229b07f90828cf6b14546fdbbada44e3fce,enriched_dense_synthetic_generation_2026_07,none,ORG-cfb96d2afc
skyharbor-air,Senior Manager MRO Systems — Engineering & Reliability,Director MRO Systems,Senior Manager MRO Systems — Engineering & Reliability,Senior Manager,Engineering records and reliability-program system configuration authority,Maintenance & Engineering (MRO),TRAX Engineering Records; TRAX Reliability; Airworthiness Directive Compliance Dashboard Dashboard,mro_systems,"Fort Worth, TX (Tech Ops Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,135,ORG-0134,synthetic-demo,06314462cf93668b8e264badca0570149e8c3e87d4c2629a63d97b30d78d86d7e,enriched_dense_synthetic_generation_2026_07,none,ORG-61bb011e77
skyharbor-air,Senior Manager MRO Systems — Inventory & Rotables,Director MRO Systems,Senior Manager MRO Systems — Inventory & Rotables,Senior Manager,Rotable inventory system configuration and MRO vendor-portal integration authority,Maintenance & Engineering (MRO),TRAX Inventory / Rotables; MRO Vendor Portal; Tooling & Calibration Tracker,mro_systems,"Fort Worth, TX (Tech Ops Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,136,ORG-0135,synthetic-demo,2c1ef8efd26a451bfe2034a66f7ab68f4d4300e59fb21153d3262682d5760a1fe,enriched_dense_synthetic_generation_2026_07,none,ORG-671bf9356c
skyharbor-air,Senior Manager MRO Systems — Engine Health Monitoring & OEM Data Feeds,Director MRO Systems,Senior Manager MRO Systems — Engine Health Monitoring & OEM Data Feeds,Senior Manager,OEM engine health data-feed integration and alert-threshold configuration authority,Maintenance & Engineering (MRO),Engine Health Monitoring Feed — GE; Engine Health Monitoring Feed — Rolls-Royce; Engine Health Monitoring Feed — Honeywell,mro_systems,"Fort Worth, TX (Tech Ops Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,137,ORG-0136,synthetic-demo,8afa4f717372e228f03cb8a4a13c134c91389caf853d06d916e101e101c0d086e,enriched_dense_synthetic_generation_2026_07,none,ORG-8cbe909236
skyharbor-air,Senior Manager Contact Center Platform Engineering,Director Contact Center & CX Technology,Senior Manager Contact Center Platform Engineering,Senior Manager,Genesys platform configuration and routing-strategy authority,Customer Experience & Contact Center,Genesys Cloud CX; Genesys PureConnect (legacy — 2 international sites),cx_technology,"Tempe, AZ (CX Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,138,ORG-0137,synthetic-demo,9db827eb9f9ca7aefc2f0482609646ac8318de5f57896fce098448fd5b43d43be,enriched_dense_synthetic_generation_2026_07,none,ORG-97dfb4390a
skyharbor-air,Senior Manager Workforce Management & Contact Center Analytics,Director Contact Center & CX Technology,Senior Manager Workforce Management & Contact Center Analytics,Senior Manager,Contact-center forecasting and workforce-scheduling system authority,Customer Experience & Contact Center,Genesys WFM (Workforce Management),cx_technology,"Tempe, AZ (CX Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,139,ORG-0138,synthetic-demo,be4fcb3f77bae57cb302bf45c360dc7366cf419bf842c24fb0aa977b4f4c9619e,enriched_dense_synthetic_generation_2026_07,none,ORG-92d2c71d89
skyharbor-air,Senior Manager CRM & Case Management Systems,Director Contact Center & CX Technology,Senior Manager CRM & Case Management Systems,Senior Manager,Case management workflow configuration and complaint-escalation process authority,Customer Experience & Contact Center,Salesforce Service Cloud; Customer Complaint Escalation Tracker (legacy),cx_technology,"Tempe, AZ (CX Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,140,ORG-0139,synthetic-demo,9c3c6942388076e9a8e0457b90ef717a2ba6e7ccdea9d68937bb2563fb9a5795e,enriched_dense_synthetic_generation_2026_07,none,ORG-3305f640db
skyharbor-air,Senior Manager Conversational AI & Self-Service,Director Contact Center & CX Technology,Senior Manager Conversational AI & Self-Service,Senior Manager,Chatbot conversation-design and self-service deflection-rate authority,Customer Experience & Contact Center,Virtual Assistant / Chatbot; Voice-of-Customer Survey Platform,cx_technology,"Tempe, AZ (CX Center)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,141,ORG-0140,synthetic-demo,f316d0e2d12f21f9b5e8d84929d3dc43ae5615644c7cf7ec2bc06ceaeb4a7a09e,enriched_dense_synthetic_generation_2026_07,none,ORG-1cd638e1dc
skyharbor-air,Senior Manager Mainframe Operations (z/OS),Director Mainframe & Legacy Platforms,Senior Manager Mainframe Operations (z/OS),Senior Manager,z/OS system programming and mainframe capacity-management authority,Information Technology & Digital,CA-7 Mainframe Batch Scheduler,mainframe,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,142,ORG-0141,synthetic-demo,3bae6f0ebe99a3e0f64cf39c55bbd428845ea86c29935499a1a81b670d42b829e,enriched_dense_synthetic_generation_2026_07,none,ORG-0cf435d66b
skyharbor-air,Senior Manager Batch Scheduling & Job Control,Director Mainframe & Legacy Platforms,Senior Manager Batch Scheduling & Job Control,Senior Manager,Batch job scheduling window and job-control-language change authority,Information Technology & Digital,CA-7 Mainframe Batch Scheduler,mainframe,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,143,ORG-0142,synthetic-demo,652d7c38211d45ffc35892beb06fbd5e0acdff98ec530efea7b43197325e557ae,enriched_dense_synthetic_generation_2026_07,none,ORG-0423c72554
skyharbor-air,Senior Manager Legacy Application Support (COBOL/CICS),Director Mainframe & Legacy Platforms,Senior Manager Legacy Application Support (COBOL/CICS),Senior Manager,COBOL/CICS application break-fix and legacy code-change authority,Information Technology & Digital,,mainframe,"Global HQ — Chicago, IL",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,144,ORG-0143,synthetic-demo,126f7eb1cb7b740ae255e12e5fb213ea15e297933ab792800a3d99797b9f1764e,enriched_dense_synthetic_generation_2026_07,none,ORG-3f6c169e3e
skyharbor-air,Director Meridian Applications Rationalization & Decommissioning,Regional CIO — Meridian Regional Integration,Director Meridian Applications Rationalization & Decommissioning,Director,Meridian legacy application retirement sequencing and synergy-capture reporting authority,Corporate Strategy & M&A Integration,Meridian Integration Milestone Tracking Status Board; Synergy Capture Reporting Status Board,meridian_app_rationalization,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,145,ORG-0144,synthetic-demo,44edde20d6d121327dd1182f02be091748aee0ba924adbc54ef24023b1fc535ce,enriched_dense_synthetic_generation_2026_07,none,ORG-cf5b142bda
skyharbor-air,Senior Manager Meridian Safety & Security Systems Consolidation,Director Meridian Applications Rationalization & Decommissioning,Senior Manager Meridian Safety & Security Systems Consolidation,Senior Manager,Meridian legacy safety-reporting and badge-platform consolidation authority,Corporate Strategy & M&A Integration,Meridian Legacy Safety Reporting Intake; Corporate Security Badge/Access Control — Platform C (Meridian legacy),meridian_app_rationalization,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,146,ORG-0145,synthetic-demo,888ddf7f41ee7c41a7f75ddb96b37fa5f3ae7874c10114f8779fbe7fa9b65149e,enriched_dense_synthetic_generation_2026_07,none,ORG-f8318f54a9
skyharbor-air,Senior Manager Meridian Synergy Capture & Integration Reporting,Director Meridian Applications Rationalization & Decommissioning,Senior Manager Meridian Synergy Capture & Integration Reporting,Senior Manager,Integration synergy-tracking data quality and status-reporting authority,Corporate Strategy & M&A Integration,Synergy Capture Reporting Status Board,meridian_app_rationalization,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,147,ORG-0146,synthetic-demo,903eca4a5d28e58ac9ff687efe571532aee8fe204022e21f7f36b56cb1c5929fe,enriched_dense_synthetic_generation_2026_07,none,ORG-e3c1eb0ea8
skyharbor-air,Senior Manager Meridian Legacy PSS & Reservations Cutover,Meridian Regional Technology Office,Senior Manager Meridian Legacy PSS & Reservations Cutover,Senior Manager,Meridian legacy PSS and reservations cutover sequencing authority,Corporate Strategy & M&A Integration,Meridian Legacy Sabre DCS; Meridian Legacy Reservations (Sabre-based),meridian_legacy_systems,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,148,ORG-0147,synthetic-demo,1fb1ecb45d514a48770784c6a7ebdcba17bbcb45350722849c0fc11a94b023fee,enriched_dense_synthetic_generation_2026_07,none,ORG-c238819c4a
skyharbor-air,Senior Manager Meridian Legacy Crew Systems Decommission,Meridian Regional Technology Office,Senior Manager Meridian Legacy Crew Systems Decommission,Senior Manager,Meridian legacy crew scheduler decommission-sequencing authority,Corporate Strategy & M&A Integration,Meridian Legacy Crew Scheduler,meridian_legacy_systems,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,149,ORG-0148,synthetic-demo,0de392f3761aa871179f2084d8b74f0b6bdcf9aa8c67808df62227c016e72a56e,enriched_dense_synthetic_generation_2026_07,none,ORG-f518842fd2
skyharbor-air,Senior Manager Meridian Legacy Finance Systems Integration,Meridian Regional Technology Office,Senior Manager Meridian Legacy Finance Systems Integration,Senior Manager,Meridian legacy finance system data-reconciliation and cutover authority,Corporate Strategy & M&A Integration,Meridian Legacy Finance System,meridian_legacy_systems,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,150,ORG-0149,synthetic-demo,fe8b1a94a0fa8118023ccba4dadb60bf97f65ce3ddd8ebfff30e5ac203c8af76e,enriched_dense_synthetic_generation_2026_07,none,ORG-2b3d759ff0
skyharbor-air,Senior Manager Meridian Data Migration & Reconciliation,Meridian Regional Technology Office,Senior Manager Meridian Data Migration & Reconciliation,Senior Manager,Post-merger data migration mapping and reconciliation sign-off authority,Corporate Strategy & M&A Integration,Post-Merger Org-Mapping Workbook Dashboard; Integration Risk Register Coordination App,meridian_legacy_systems,"Denver, CO (former Meridian Regional HQ)",/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,2026-07-31,medium,Synthetic planning-grade content generated for the skyharbor-air demo enrichment; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,/Users/anand/Projects/nexus/datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,universal-standard-v3,151,ORG-0150,synthetic-demo,3c9d69d51d3598b3e981636fe7af471c0824345c12bd6958e1b97f00cff56970e,enriched_dense_synthetic_generation_2026_07,none,ORG-fc530c85a0
