rate_band_code,role_code,level_code,currency,rate_basis,rate_unit,loaded_rate,scarcity_adj_rate,indicative_bill_rate,valid_from,source,confidence,approval_status,status,version
ROL-033-LVL-05,ROL-033,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0096 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-033-LVL-06,ROL-033,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0097 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-033-LVL-07,ROL-033,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0098 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-034-LVL-08,ROL-034,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0099 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-034-LVL-09,ROL-034,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0100 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-037-LVL-05,ROL-037,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0101 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-037-LVL-06,ROL-037,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0102 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-037-LVL-07,ROL-037,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0103 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-037-LVL-08,ROL-037,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0105 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-037-LVL-09,ROL-037,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0106 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-038-LVL-08,ROL-038,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0107 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-038-LVL-09,ROL-038,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0108 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-039-LVL-06,ROL-039,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,197.95,343.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0109 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-039-LVL-07,ROL-039,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,173.20,295.63,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0110 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-039-LVL-08,ROL-039,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0111 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-040-LVL-04,ROL-040,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,296.92,495.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0112 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-040-LVL-05,ROL-040,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,242.49,412.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0113 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-040-LVL-06,ROL-040,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,197.95,343.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0114 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-040-LVL-07,ROL-040,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,173.20,295.63,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0115 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-041-LVL-08,ROL-041,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0116 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-041-LVL-09,ROL-041,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0117 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-042-LVL-05,ROL-042,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0118 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-042-LVL-06,ROL-042,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0119 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-042-LVL-07,ROL-042,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0120 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-043-LVL-08,ROL-043,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,148.46,247.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0121 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-043-LVL-09,ROL-043,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,118.77,192.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0122 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-044-LVL-09,ROL-044,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,107.97,175.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0123 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-044-LVL-10,ROL-044,LVL-10,USD,onshore_si_t1_benchmark,hour,85.48,85.48,131.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0124 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-045-LVL-01,ROL-045,LVL-01,USD,onshore_si_t1_benchmark,hour,467.88,608.24,1015.63,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0125 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-045-LVL-02,ROL-045,LVL-02,USD,onshore_si_t1_benchmark,hour,386.90,502.97,853.13,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0126 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-046-LVL-03,ROL-046,LVL-03,USD,onshore_si_t1_benchmark,hour,323.91,421.09,698.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0127 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-046-LVL-04,ROL-046,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0128 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-047-LVL-04,ROL-047,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0129 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-047-LVL-05,ROL-047,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0130 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-047-LVL-06,ROL-047,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0131 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-048-LVL-04,ROL-048,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0132 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-048-LVL-05,ROL-048,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0133 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-048-LVL-06,ROL-048,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0134 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-049-LVL-04,ROL-049,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0135 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-049-LVL-05,ROL-049,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0136 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-049-LVL-06,ROL-049,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0137 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-049-LVL-07,ROL-049,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0138 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-050-LVL-05,ROL-050,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0139 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-050-LVL-06,ROL-050,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0140 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-050-LVL-07,ROL-050,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0141 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-050-LVL-08,ROL-050,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0142 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-051-LVL-03,ROL-051,LVL-03,USD,onshore_si_t1_benchmark,hour,323.91,421.09,698.75,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0143 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-052-LVL-05,ROL-052,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0144 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-052-LVL-06,ROL-052,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0145 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-052-LVL-07,ROL-052,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0146 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-053-LVL-08,ROL-053,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0147 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-053-LVL-09,ROL-053,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0148 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-054-LVL-08,ROL-054,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0149 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-054-LVL-09,ROL-054,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0150 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-055-LVL-07,ROL-055,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0151 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-055-LVL-08,ROL-055,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0152 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-056-LVL-07,ROL-056,LVL-07,USD,onshore_si_t1_benchmark,hour,157.46,204.70,349.38,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0153 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-056-LVL-08,ROL-056,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0154 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-057-LVL-08,ROL-057,LVL-08,USD,onshore_si_t1_benchmark,hour,134.96,175.45,292.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0155 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-057-LVL-09,ROL-057,LVL-09,USD,onshore_si_t1_benchmark,hour,107.97,140.36,227.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0156 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-058-LVL-04,ROL-058,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0157 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-058-LVL-05,ROL-058,LVL-05,USD,onshore_si_t1_benchmark,hour,220.44,286.57,487.50,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0158 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-058-LVL-06,ROL-058,LVL-06,USD,onshore_si_t1_benchmark,hour,179.95,233.94,406.25,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0159 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
ROL-059-LVL-04,ROL-059,LVL-04,USD,onshore_si_t1_benchmark,hour,269.93,350.91,585.00,2026-07-23,"Workforce_Taxonomy_Master.xlsx:Role Rate Card row RC-0160 (Internal Cost Model + Assumptions formula engine, recomputed — see script header)",medium,global_starter_unapproved,active,1
