eligibility_code,provider_class_code,provider_class_name,location_code,location_name,shore_category,role_delivery_group,eligibility,requires_manual_review,source_artifact,status,version,notes
ELIG-SI-T1-LOC-UK-COMMODITY-DELIVERY,SI-T1,SI-T1,LOC-UK,UK,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-UK-EXECUTIVE-ADVISORY,SI-T1,SI-T1,LOC-UK,UK,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-UK-PLATFORM-DELIVERY,SI-T1,SI-T1,LOC-UK,UK,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-UK-REGULATED-DOMAIN,SI-T1,SI-T1,LOC-UK,UK,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-WESTERN-EUROPE-ARCHITECTURE-SECURITY,SI-T1,SI-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,architecture_security,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-WESTERN-EUROPE-COMMODITY-DELIVERY,SI-T1,SI-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-WESTERN-EUROPE-EXECUTIVE-ADVISORY,SI-T1,SI-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,executive_advisory,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-WESTERN-EUROPE-PLATFORM-DELIVERY,SI-T1,SI-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T1-LOC-WESTERN-EUROPE-REGULATED-DOMAIN,SI-T1,SI-T1,LOC-WESTERN-EUROPE,Western Europe,onshore,regulated_domain,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-ATLANTA-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-ATLANTA,Atlanta,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-ATLANTA-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-ATLANTA,Atlanta,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-ATLANTA-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-ATLANTA,Atlanta,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-ATLANTA-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-ATLANTA,Atlanta,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-ATLANTA-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-ATLANTA,Atlanta,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-AUSTRALIA-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-AUSTRALIA,Australia,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-AUSTRALIA-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-AUSTRALIA,Australia,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-AUSTRALIA-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-AUSTRALIA,Australia,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-AUSTRALIA-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-AUSTRALIA,Australia,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-AUSTRALIA-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-AUSTRALIA,Australia,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CANADA-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-CANADA,Canada,nearshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CANADA-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-CANADA,Canada,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CANADA-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-CANADA,Canada,nearshore,executive_advisory,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CANADA-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-CANADA,Canada,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CANADA-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-CANADA,Canada,nearshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CHICAGO-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-CHICAGO,Chicago,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CHICAGO-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-CHICAGO,Chicago,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CHICAGO-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-CHICAGO,Chicago,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CHICAGO-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-CHICAGO,Chicago,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-CHICAGO-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-CHICAGO,Chicago,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-DALLAS-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-DALLAS,Dallas,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-DALLAS-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-DALLAS,Dallas,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-DALLAS-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-DALLAS,Dallas,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-DALLAS-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-DALLAS,Dallas,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-DALLAS-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-DALLAS,Dallas,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-EASTERN-EUROPE-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-EASTERN-EUROPE-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-EASTERN-EUROPE-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,executive_advisory,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-EASTERN-EUROPE-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-EASTERN-EUROPE-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-EASTERN-EUROPE,Eastern Europe,nearshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-HOUSTON-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-HOUSTON,Houston,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-HOUSTON-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-HOUSTON,Houston,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-HOUSTON-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-HOUSTON,Houston,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-HOUSTON-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-HOUSTON,Houston,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-HOUSTON-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-HOUSTON,Houston,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-1-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-INDIA-TIER-1,India Tier 1,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-1-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-INDIA-TIER-1,India Tier 1,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-1-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-INDIA-TIER-1,India Tier 1,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-1-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-INDIA-TIER-1,India Tier 1,offshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-1-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-INDIA-TIER-1,India Tier 1,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-2-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-INDIA-TIER-2,India Tier 2,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-2-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-INDIA-TIER-2,India Tier 2,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-2-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-INDIA-TIER-2,India Tier 2,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-2-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-INDIA-TIER-2,India Tier 2,offshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-INDIA-TIER-2-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-INDIA-TIER-2,India Tier 2,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-LATAM-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-LATAM,LATAM,nearshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-LATAM-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-LATAM,LATAM,nearshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-LATAM-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-LATAM,LATAM,nearshore,executive_advisory,not_eligible,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-LATAM-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-LATAM,LATAM,nearshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-LATAM-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-LATAM,LATAM,nearshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-MIDDLE-EAST-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-MIDDLE-EAST,Middle East,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-MIDDLE-EAST-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-MIDDLE-EAST,Middle East,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-MIDDLE-EAST-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-MIDDLE-EAST,Middle East,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-MIDDLE-EAST-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-MIDDLE-EAST,Middle East,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-MIDDLE-EAST-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-MIDDLE-EAST,Middle East,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-NYC-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-NYC,NYC,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-NYC-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-NYC,NYC,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-NYC-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-NYC,NYC,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-NYC-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-NYC,NYC,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-NYC-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-NYC,NYC,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-PHILIPPINES-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-PHILIPPINES,Philippines,offshore,architecture_security,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-PHILIPPINES-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-PHILIPPINES,Philippines,offshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-PHILIPPINES-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-PHILIPPINES,Philippines,offshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-PHILIPPINES-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-PHILIPPINES,Philippines,offshore,platform_delivery,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-PHILIPPINES-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-PHILIPPINES,Philippines,offshore,regulated_domain,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SEATTLE-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-SEATTLE,Seattle,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SEATTLE-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-SEATTLE,Seattle,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SEATTLE-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-SEATTLE,Seattle,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SEATTLE-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-SEATTLE,Seattle,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SEATTLE-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-SEATTLE,Seattle,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SF-BAY-AREA-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-SF-BAY-AREA,SF / Bay Area,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SF-BAY-AREA-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-SF-BAY-AREA,SF / Bay Area,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SF-BAY-AREA-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-SF-BAY-AREA,SF / Bay Area,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SF-BAY-AREA-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-SF-BAY-AREA,SF / Bay Area,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-SF-BAY-AREA-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-SF-BAY-AREA,SF / Bay Area,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-UK-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-UK,UK,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-UK-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-UK,UK,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-UK-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-UK,UK,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-UK-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-UK,UK,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-UK-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-UK,UK,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-WESTERN-EUROPE-ARCHITECTURE-SECURITY,SI-T2,SI-T2,LOC-WESTERN-EUROPE,Western Europe,onshore,architecture_security,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-WESTERN-EUROPE-COMMODITY-DELIVERY,SI-T2,SI-T2,LOC-WESTERN-EUROPE,Western Europe,onshore,commodity_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-WESTERN-EUROPE-EXECUTIVE-ADVISORY,SI-T2,SI-T2,LOC-WESTERN-EUROPE,Western Europe,onshore,executive_advisory,not_eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-WESTERN-EUROPE-PLATFORM-DELIVERY,SI-T2,SI-T2,LOC-WESTERN-EUROPE,Western Europe,onshore,platform_delivery,eligible,false,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
ELIG-SI-T2-LOC-WESTERN-EUROPE-REGULATED-DOMAIN,SI-T2,SI-T2,LOC-WESTERN-EUROPE,Western Europe,onshore,regulated_domain,conditional_review,true,hand-authored-global-pricing-extension,active,1.0.0,Explicit provider/location/role eligibility contract used before materializing rates.
