profile_id,tenant_key,entity_type,entity_key,display_name,record_count,confidence,summary
profile:applications_systems:CISO_/_Security:_Payment_integrity_and_leakage_reduction,meridian-health,applications_systems,CISO / Security: Payment integrity and leakage reduction,CISO / Security: Payment integrity and leakage reduction,2,medium,CISO / Security: Payment integrity and leakage reduction; CISO / Security: Payment integrity and leakage reduction
profile:applications_systems:CISO_/_Security:_Automated_close_and_reporting,meridian-health,applications_systems,CISO / Security: Automated close and reporting,CISO / Security: Automated close and reporting,2,high,CISO / Security: Automated close and reporting; CISO / Security: Automated close and reporting
profile:applications_systems:CISO_/_Security:_Unified_clinical_+_claims_lakehouse,meridian-health,applications_systems,CISO / Security: Unified clinical + claims lakehouse,CISO / Security: Unified clinical + claims lakehouse,2,high,CISO / Security: Unified clinical + claims lakehouse; CISO / Security: Unified clinical + claims lakehouse
profile:applications_systems:CISO_/_Security:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,applications_systems,CISO / Security: Governed data foundation for AI / LLM automation,CISO / Security: Governed data foundation for AI / LLM automation,2,medium,CISO / Security: Governed data foundation for AI / LLM automation; CISO / Security: Governed data foundation for AI / LLM automation
profile:applications_systems:CISO_/_Security:_Call_center_optimization,meridian-health,applications_systems,CISO / Security: Call center optimization,CISO / Security: Call center optimization,1,high,CISO / Security: Call center optimization
profile:applications_systems:CISO_/_Security:_Provider_quality_and_performance,meridian-health,applications_systems,CISO / Security: Provider quality and performance,CISO / Security: Provider quality and performance,1,high,CISO / Security: Provider quality and performance
profile:applications_systems:Enterprise_Architecture:_Payment_integrity_and_leakage_reduction,meridian-health,applications_systems,Enterprise Architecture: Payment integrity and leakage reduction,Enterprise Architecture: Payment integrity and leakage reduction,2,medium,Enterprise Architecture: Payment integrity and leakage reduction; Enterprise Architecture: Payment integrity and leakage reduction
profile:applications_systems:Enterprise_Architecture:_Automated_close_and_reporting,meridian-health,applications_systems,Enterprise Architecture: Automated close and reporting,Enterprise Architecture: Automated close and reporting,2,medium,Enterprise Architecture: Automated close and reporting; Enterprise Architecture: Automated close and reporting
profile:applications_systems:Enterprise_Architecture:_Unified_clinical_+_claims_lakehouse,meridian-health,applications_systems,Enterprise Architecture: Unified clinical + claims lakehouse,Enterprise Architecture: Unified clinical + claims lakehouse,2,high,Enterprise Architecture: Unified clinical + claims lakehouse; Enterprise Architecture: Unified clinical + claims lakehouse
profile:applications_systems:Enterprise_Architecture:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,applications_systems,Enterprise Architecture: Governed data foundation for AI / LLM automation,Enterprise Architecture: Governed data foundation for AI / LLM automation,2,high,Enterprise Architecture: Governed data foundation for AI / LLM automation; Enterprise Architecture: Governed data foundation for AI / LLM automation
profile:applications_systems:Enterprise_Architecture:_Call_center_optimization,meridian-health,applications_systems,Enterprise Architecture: Call center optimization,Enterprise Architecture: Call center optimization,2,medium,Enterprise Architecture: Call center optimization; Enterprise Architecture: Call center optimization
profile:applications_systems:Enterprise_Architecture:_Provider_quality_and_performance,meridian-health,applications_systems,Enterprise Architecture: Provider quality and performance,Enterprise Architecture: Provider quality and performance,1,high,Enterprise Architecture: Provider quality and performance
profile:applications_systems:Enterprise_Architecture:_End-to-end_cost_transparency,meridian-health,applications_systems,Enterprise Architecture: End-to-end cost transparency,Enterprise Architecture: End-to-end cost transparency,1,high,Enterprise Architecture: End-to-end cost transparency
profile:applications_systems:Application_Owners_/_Business_Applications:_Automated_close_and_reporting,meridian-health,applications_systems,Application Owners / Business Applications: Automated close and reporting,Application Owners / Business Applications: Automated close and reporting,2,medium,Application Owners / Business Applications: Automated close and reporting; Application Owners / Business Applications: Automated close and reporting
profile:applications_systems:Application_Owners_/_Business_Applications:_Unified_clinical_+_claims_lakehouse,meridian-health,applications_systems,Application Owners / Business Applications: Unified clinical + claims lakehouse,Application Owners / Business Applications: Unified clinical + claims lakehouse,2,medium,Application Owners / Business Applications: Unified clinical + claims lakehouse; Application Owners / Business Applications: Unified clinical + claims lakehouse
profile:applications_systems:Application_Owners_/_Business_Applications:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,applications_systems,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,Application Owners / Business Applications: Governed data foundation for AI / LLM automation,2,high,Application Owners / Business Applications: Governed data foundation for AI / LLM automation; Application Owners / Business Applications: Governed data foundation for AI / LLM automation
profile:applications_systems:Application_Owners_/_Business_Applications:_Call_center_optimization,meridian-health,applications_systems,Application Owners / Business Applications: Call center optimization,Application Owners / Business Applications: Call center optimization,2,high,Application Owners / Business Applications: Call center optimization; Application Owners / Business Applications: Call center optimization
profile:applications_systems:Application_Owners_/_Business_Applications:_Provider_quality_and_performance,meridian-health,applications_systems,Application Owners / Business Applications: Provider quality and performance,Application Owners / Business Applications: Provider quality and performance,2,medium,Application Owners / Business Applications: Provider quality and performance; Application Owners / Business Applications: Provider quality and performance
profile:applications_systems:Application_Owners_/_Business_Applications:_End-to-end_cost_transparency,meridian-health,applications_systems,Application Owners / Business Applications: End-to-end cost transparency,Application Owners / Business Applications: End-to-end cost transparency,1,high,Application Owners / Business Applications: End-to-end cost transparency
profile:applications_systems:Application_Owners_/_Business_Applications:_Payment_integrity_and_leakage_reduction,meridian-health,applications_systems,Application Owners / Business Applications: Payment integrity and leakage reduction,Application Owners / Business Applications: Payment integrity and leakage reduction,1,high,Application Owners / Business Applications: Payment integrity and leakage reduction
profile:applications_systems:Service_Management_/_IT_Operations:_Unified_clinical_+_claims_lakehouse,meridian-health,applications_systems,Service Management / IT Operations: Unified clinical + claims lakehouse,Service Management / IT Operations: Unified clinical + claims lakehouse,2,medium,Service Management / IT Operations: Unified clinical + claims lakehouse; Service Management / IT Operations: Unified clinical + claims lakehouse
profile:applications_systems:Service_Management_/_IT_Operations:_Governed_data_foundation_for_AI_/_LLM_automation,meridian-health,applications_systems,Service Management / IT Operations: Governed data foundation for AI / LLM automation,Service Management / IT Operations: Governed data foundation for AI / LLM automation,2,medium,Service Management / IT Operations: Governed data foundation for AI / LLM automation; Service Management / IT Operations: Governed data foundation for AI / LLM automation
profile:applications_systems:Service_Management_/_IT_Operations:_Call_center_optimization,meridian-health,applications_systems,Service Management / IT Operations: Call center optimization,Service Management / IT Operations: Call center optimization,2,high,Service Management / IT Operations: Call center optimization; Service Management / IT Operations: Call center optimization
profile:applications_systems:Service_Management_/_IT_Operations:_Provider_quality_and_performance,meridian-health,applications_systems,Service Management / IT Operations: Provider quality and performance,Service Management / IT Operations: Provider quality and performance,2,high,Service Management / IT Operations: Provider quality and performance; Service Management / IT Operations: Provider quality and performance
profile:applications_systems:Service_Management_/_IT_Operations:_End-to-end_cost_transparency,meridian-health,applications_systems,Service Management / IT Operations: End-to-end cost transparency,Service Management / IT Operations: End-to-end cost transparency,2,medium,Service Management / IT Operations: End-to-end cost transparency; Service Management / IT Operations: End-to-end cost transparency
profile:applications_systems:Service_Management_/_IT_Operations:_Payment_integrity_and_leakage_reduction,meridian-health,applications_systems,Service Management / IT Operations: Payment integrity and leakage reduction,Service Management / IT Operations: Payment integrity and leakage reduction,1,high,Service Management / IT Operations: Payment integrity and leakage reduction
