tenant_key,gap_key,dimension_key,record_key,gap_type,gap_description,blocked_decision,evidence_needed,confidence,active_candidate_status
skyharbor-air,SHA-GAP-00001,00_enterprise_profile,SHA-00-00001,missing_owner,safety criticality requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00001; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00131,01_business_functions,SHA-01-00107,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-00707; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00132,01_business_functions,SHA-01-00108,missing_baseline,incident response requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-00708; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00133,01_business_functions,SHA-01-00109,missing_lineage,airport-local operating variation requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-00709; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00134,01_business_functions,SHA-01-00110,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-00710; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00135,01_business_functions,SHA-01-00111,missing_control_attestation,cloud resilience requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-00711; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00136,01_business_functions,SHA-01-00112,missing_owner,safety criticality requires evidence validation before active use.,Contact center agent assist,SHA-EVID-00712; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00137,01_business_functions,SHA-01-00113,missing_baseline,operational resilience requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-00713; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00138,01_business_functions,SHA-01-00114,missing_lineage,crew and legal constraints requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-00714; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00139,01_business_functions,SHA-01-00115,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-00715; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00140,01_business_functions,SHA-01-00116,missing_control_attestation,data privacy requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-00716; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00141,01_business_functions,SHA-01-00117,missing_owner,PCI requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-00717; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00142,01_business_functions,SHA-01-00118,missing_baseline,cyber risk requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-00718; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00143,01_business_functions,SHA-01-00119,missing_lineage,identity and access requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-00719; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00144,01_business_functions,SHA-01-00120,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-00720; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00145,01_business_functions,SHA-01-00121,missing_control_attestation,model explainability requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00721; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00146,01_business_functions,SHA-01-00122,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-00722; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00147,01_business_functions,SHA-01-00123,missing_baseline,incident response requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-00723; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00148,01_business_functions,SHA-01-00124,missing_lineage,airport-local operating variation requires evidence validation before active use.,Crew Operations Optimization,SHA-EVID-00724; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00149,01_business_functions,SHA-01-00125,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Maintenance Predictive Analytics Foundation,SHA-EVID-00725; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00150,01_business_functions,SHA-01-00126,missing_control_attestation,cloud resilience requires evidence validation before active use.,Airport Turnaround Performance Program,SHA-EVID-00726; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00151,01_business_functions,SHA-01-00127,missing_owner,safety criticality requires evidence validation before active use.,Data Platform and Lakehouse Foundation,SHA-EVID-00727; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00152,01_business_functions,SHA-01-00128,missing_baseline,operational resilience requires evidence validation before active use.,Contact Center Experience Transformation,SHA-EVID-00728; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00153,01_business_functions,SHA-01-00129,missing_lineage,crew and legal constraints requires evidence validation before active use.,Revenue Management Modernization,SHA-EVID-00729; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00154,01_business_functions,SHA-01-00130,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,Cloud Resilience and Cyber Program,SHA-EVID-00730; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00155,01_business_functions,SHA-01-00131,missing_control_attestation,data privacy requires evidence validation before active use.,Baggage Visibility and Recovery,SHA-EVID-00731; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00156,01_business_functions,SHA-01-00132,missing_owner,PCI requires evidence validation before active use.,Finance and Procurement Spend Transparency,SHA-EVID-00732; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00157,01_business_functions,SHA-01-00133,missing_baseline,cyber risk requires evidence validation before active use.,IROPS recovery copilot,SHA-EVID-00733; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00158,01_business_functions,SHA-01-00134,missing_lineage,identity and access requires evidence validation before active use.,Crew disruption assistant,SHA-EVID-00734; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00159,01_business_functions,SHA-01-00135,missing_contract_evidence,vendor concentration requires evidence validation before active use.,Maintenance troubleshooting assistant,SHA-EVID-00735; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00160,01_business_functions,SHA-01-00136,missing_control_attestation,model explainability requires evidence validation before active use.,Contact center agent assist,SHA-EVID-00736; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00161,01_business_functions,SHA-01-00137,missing_owner,human-in-the-loop operations requires evidence validation before active use.,Passenger rebooking personalization,SHA-EVID-00737; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00162,01_business_functions,SHA-01-00138,missing_baseline,incident response requires evidence validation before active use.,Baggage recovery prediction,SHA-EVID-00738; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00163,01_business_functions,SHA-01-00139,missing_lineage,airport-local operating variation requires evidence validation before active use.,Airport turnaround risk predictor,SHA-EVID-00739; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00164,01_business_functions,SHA-01-00140,missing_contract_evidence,reservation-system dependency requires evidence validation before active use.,Revenue management scenario assistant,SHA-EVID-00740; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00165,01_business_functions,SHA-01-00141,missing_control_attestation,cloud resilience requires evidence validation before active use.,Loyalty next-best-action assistant,SHA-EVID-00741; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00166,01_business_functions,SHA-01-00142,missing_owner,safety criticality requires evidence validation before active use.,Flight operations knowledge assistant,SHA-EVID-00742; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00167,01_business_functions,SHA-01-00143,missing_baseline,operational resilience requires evidence validation before active use.,IT incident and change-risk copilot,SHA-EVID-00743; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00168,01_business_functions,SHA-01-00144,missing_lineage,crew and legal constraints requires evidence validation before active use.,Procurement and vendor contract intelligence,SHA-EVID-00744; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00169,01_business_functions,SHA-01-00145,missing_contract_evidence,DOT customer obligations requires evidence validation before active use.,IROPS Resilience and Recovery,SHA-EVID-00745; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00170,01_business_functions,SHA-01-00146,missing_control_attestation,data privacy requires evidence validation before active use.,Passenger Service Modernization,SHA-EVID-00746; source file; owner; baseline; control status,medium,candidate
skyharbor-air,SHA-GAP-00171,01_business_functions,SHA-01-00147,missing_owner,PCI requires evidence validation before active use.,Loyalty Platform Modernization,SHA-EVID-00747; source file; owner; baseline; control status,medium,candidate
