report_id,report_name,business_function,lifecycle_status,refresh_cadence,source_data_product_id,evidence_gap
BI-HCDN-00258,provider-network report 00258,Care Management,candidate retire,daily,DATA-HCDN-00775,source-backed candidate
BI-HCDN-00259,executive report 00259,Finance,executive critical,weekly,DATA-HCDN-00778,source-backed candidate
BI-HCDN-00260,Stars report 00260,Coding,active,monthly,DATA-HCDN-00781,source-backed candidate
BI-HCDN-00261,HEDIS report 00261,Payer Contracting,duplicate,quarterly,DATA-HCDN-00784,owner unclear
BI-HCDN-00262,CAHPS report 00262,Digital Front Door,stale,real-time,DATA-HCDN-00787,source-backed candidate
BI-HCDN-00263,RAF report 00263,Contact Center,candidate retire,ad hoc,DATA-HCDN-00790,source-backed candidate
BI-HCDN-00264,clinical report 00264,Ambulatory Care,executive critical,daily,DATA-HCDN-00793,KPI definition conflict
BI-HCDN-00265,claims report 00265,Emergency Department,active,weekly,DATA-HCDN-00796,source-backed candidate
BI-HCDN-00266,denials report 00266,Inpatient,duplicate,monthly,DATA-HCDN-00799,source-backed candidate
BI-HCDN-00267,access report 00267,Surgery,stale,quarterly,DATA-HCDN-00802,source-backed candidate
BI-HCDN-00268,finance report 00268,Imaging,candidate retire,real-time,DATA-HCDN-00805,source-backed candidate
BI-HCDN-00269,actuarial report 00269,Lab,executive critical,ad hoc,DATA-HCDN-00808,source-backed candidate
BI-HCDN-00270,pharmacy report 00270,Pharmacy,active,daily,DATA-HCDN-00811,owner unclear
BI-HCDN-00271,provider-network report 00271,Oncology,duplicate,weekly,DATA-HCDN-00814,source-backed candidate
BI-HCDN-00272,executive report 00272,Cardiology,stale,monthly,DATA-HCDN-00817,source-backed candidate
BI-HCDN-00273,Stars report 00273,Data and Analytics,candidate retire,quarterly,DATA-HCDN-00820,source-backed candidate
BI-HCDN-00274,HEDIS report 00274,Clinical Analytics,executive critical,real-time,DATA-HCDN-00823,source-backed candidate
BI-HCDN-00275,CAHPS report 00275,Actuarial,active,ad hoc,DATA-HCDN-00826,source-backed candidate
BI-HCDN-00276,RAF report 00276,Departmental Reporting,duplicate,daily,DATA-HCDN-00829,KPI definition conflict
BI-HCDN-00277,clinical report 00277,AI Transformation,stale,weekly,DATA-HCDN-00832,source-backed candidate
BI-HCDN-00278,claims report 00278,Technology,candidate retire,monthly,DATA-HCDN-00835,source-backed candidate
BI-HCDN-00279,denials report 00279,Security,executive critical,quarterly,DATA-HCDN-00838,owner unclear
BI-HCDN-00280,access report 00280,Procurement,active,real-time,DATA-HCDN-00841,source-backed candidate
BI-HCDN-00281,finance report 00281,HR,duplicate,ad hoc,DATA-HCDN-00844,source-backed candidate
BI-HCDN-00282,actuarial report 00282,Supply Chain,stale,daily,DATA-HCDN-00847,source-backed candidate
BI-HCDN-00283,pharmacy report 00283,Privacy,candidate retire,weekly,DATA-HCDN-00850,source-backed candidate
BI-HCDN-00284,provider-network report 00284,Compliance,executive critical,monthly,DATA-HCDN-00853,source-backed candidate
BI-HCDN-00285,executive report 00285,Provider Network,active,quarterly,DATA-HCDN-00856,source-backed candidate
BI-HCDN-00286,Stars report 00286,Value-Based Care,duplicate,real-time,DATA-HCDN-00859,source-backed candidate
BI-HCDN-00287,HEDIS report 00287,Clinical Operations,stale,ad hoc,DATA-HCDN-00862,source-backed candidate
BI-HCDN-00288,CAHPS report 00288,Revenue Cycle,candidate retire,daily,DATA-HCDN-00865,KPI definition conflict
BI-HCDN-00289,RAF report 00289,Patient Access,executive critical,weekly,DATA-HCDN-00868,source-backed candidate
BI-HCDN-00290,clinical report 00290,Interoperability,active,monthly,DATA-HCDN-00871,source-backed candidate
BI-HCDN-00291,claims report 00291,Population Health,duplicate,quarterly,DATA-HCDN-00874,source-backed candidate
BI-HCDN-00292,denials report 00292,Health Plan Operations,stale,real-time,DATA-HCDN-00877,source-backed candidate
BI-HCDN-00293,access report 00293,Medicare Advantage,candidate retire,ad hoc,DATA-HCDN-00880,source-backed candidate
BI-HCDN-00294,finance report 00294,Claims Operations,executive critical,daily,DATA-HCDN-00883,source-backed candidate
BI-HCDN-00295,actuarial report 00295,Utilization Management,active,weekly,DATA-HCDN-00886,source-backed candidate
BI-HCDN-00296,pharmacy report 00296,Member Services,duplicate,monthly,DATA-HCDN-00889,source-backed candidate
BI-HCDN-00297,provider-network report 00297,Quality and Stars,stale,quarterly,DATA-HCDN-00892,owner unclear
BI-HCDN-00298,executive report 00298,Risk Adjustment,candidate retire,real-time,DATA-HCDN-00895,source-backed candidate
BI-HCDN-00299,Stars report 00299,Care Management,executive critical,ad hoc,DATA-HCDN-00898,source-backed candidate
BI-HCDN-00300,HEDIS report 00300,Finance,active,daily,DATA-HCDN-00901,KPI definition conflict
BI-HCDN-00301,CAHPS report 00301,Coding,duplicate,weekly,DATA-HCDN-00904,source-backed candidate
BI-HCDN-00302,RAF report 00302,Payer Contracting,stale,monthly,DATA-HCDN-00907,source-backed candidate
BI-HCDN-00303,clinical report 00303,Digital Front Door,candidate retire,quarterly,DATA-HCDN-00910,source-backed candidate
BI-HCDN-00304,claims report 00304,Contact Center,executive critical,real-time,DATA-HCDN-00913,source-backed candidate
BI-HCDN-00305,denials report 00305,Ambulatory Care,active,ad hoc,DATA-HCDN-00916,source-backed candidate
BI-HCDN-00306,access report 00306,Emergency Department,duplicate,daily,DATA-HCDN-00919,owner unclear
BI-HCDN-00307,finance report 00307,Inpatient,stale,weekly,DATA-HCDN-00922,source-backed candidate
BI-HCDN-00308,actuarial report 00308,Surgery,candidate retire,monthly,DATA-HCDN-00925,source-backed candidate
BI-HCDN-00309,pharmacy report 00309,Imaging,executive critical,quarterly,DATA-HCDN-00928,source-backed candidate
BI-HCDN-00310,provider-network report 00310,Lab,active,real-time,DATA-HCDN-00931,source-backed candidate
BI-HCDN-00311,executive report 00311,Pharmacy,duplicate,ad hoc,DATA-HCDN-00934,source-backed candidate
BI-HCDN-00312,Stars report 00312,Oncology,stale,daily,DATA-HCDN-00937,KPI definition conflict
BI-HCDN-00313,HEDIS report 00313,Cardiology,candidate retire,weekly,DATA-HCDN-00940,source-backed candidate
BI-HCDN-00314,CAHPS report 00314,Data and Analytics,executive critical,monthly,DATA-HCDN-00943,source-backed candidate
BI-HCDN-00315,RAF report 00315,Clinical Analytics,active,quarterly,DATA-HCDN-00946,owner unclear
BI-HCDN-00316,clinical report 00316,Actuarial,duplicate,real-time,DATA-HCDN-00949,source-backed candidate
BI-HCDN-00317,claims report 00317,Departmental Reporting,stale,ad hoc,DATA-HCDN-00952,source-backed candidate
BI-HCDN-00318,denials report 00318,AI Transformation,candidate retire,daily,DATA-HCDN-00955,source-backed candidate
BI-HCDN-00319,access report 00319,Technology,executive critical,weekly,DATA-HCDN-00958,source-backed candidate
BI-HCDN-00320,finance report 00320,Security,active,monthly,DATA-HCDN-00961,source-backed candidate
BI-HCDN-00321,actuarial report 00321,Procurement,duplicate,quarterly,DATA-HCDN-00964,source-backed candidate
BI-HCDN-00322,pharmacy report 00322,HR,stale,real-time,DATA-HCDN-00967,source-backed candidate
BI-HCDN-00323,provider-network report 00323,Supply Chain,candidate retire,ad hoc,DATA-HCDN-00970,source-backed candidate
BI-HCDN-00324,executive report 00324,Privacy,executive critical,daily,DATA-HCDN-00973,KPI definition conflict
BI-HCDN-00325,Stars report 00325,Compliance,active,weekly,DATA-HCDN-00976,source-backed candidate
BI-HCDN-00326,HEDIS report 00326,Provider Network,duplicate,monthly,DATA-HCDN-00979,source-backed candidate
BI-HCDN-00327,CAHPS report 00327,Value-Based Care,stale,quarterly,DATA-HCDN-00982,source-backed candidate
BI-HCDN-00328,RAF report 00328,Clinical Operations,candidate retire,real-time,DATA-HCDN-00985,source-backed candidate
BI-HCDN-00329,clinical report 00329,Revenue Cycle,executive critical,ad hoc,DATA-HCDN-00988,source-backed candidate
BI-HCDN-00330,claims report 00330,Patient Access,active,daily,DATA-HCDN-00991,source-backed candidate
BI-HCDN-00331,denials report 00331,Interoperability,duplicate,weekly,DATA-HCDN-00994,source-backed candidate
BI-HCDN-00332,access report 00332,Population Health,stale,monthly,DATA-HCDN-00997,source-backed candidate
BI-HCDN-00333,finance report 00333,Health Plan Operations,candidate retire,quarterly,DATA-HCDN-01000,owner unclear
BI-HCDN-00334,actuarial report 00334,Medicare Advantage,executive critical,real-time,DATA-HCDN-01003,source-backed candidate
BI-HCDN-00335,pharmacy report 00335,Claims Operations,active,ad hoc,DATA-HCDN-01006,source-backed candidate
BI-HCDN-00336,provider-network report 00336,Utilization Management,duplicate,daily,DATA-HCDN-01009,KPI definition conflict
BI-HCDN-00337,executive report 00337,Member Services,stale,weekly,DATA-HCDN-01012,source-backed candidate
BI-HCDN-00338,Stars report 00338,Quality and Stars,candidate retire,monthly,DATA-HCDN-01015,source-backed candidate
BI-HCDN-00339,HEDIS report 00339,Risk Adjustment,executive critical,quarterly,DATA-HCDN-01018,source-backed candidate
BI-HCDN-00340,CAHPS report 00340,Care Management,active,real-time,DATA-HCDN-01021,source-backed candidate
BI-HCDN-00341,RAF report 00341,Finance,duplicate,ad hoc,DATA-HCDN-01024,source-backed candidate
BI-HCDN-00342,clinical report 00342,Coding,stale,daily,DATA-HCDN-01027,owner unclear
BI-HCDN-00343,claims report 00343,Payer Contracting,candidate retire,weekly,DATA-HCDN-01030,source-backed candidate
BI-HCDN-00344,denials report 00344,Digital Front Door,executive critical,monthly,DATA-HCDN-01033,source-backed candidate
BI-HCDN-00345,access report 00345,Contact Center,active,quarterly,DATA-HCDN-01036,source-backed candidate
BI-HCDN-00346,finance report 00346,Ambulatory Care,duplicate,real-time,DATA-HCDN-01039,source-backed candidate
BI-HCDN-00347,actuarial report 00347,Emergency Department,stale,ad hoc,DATA-HCDN-01042,source-backed candidate
BI-HCDN-00348,pharmacy report 00348,Inpatient,candidate retire,daily,DATA-HCDN-01045,KPI definition conflict
BI-HCDN-00349,provider-network report 00349,Surgery,executive critical,weekly,DATA-HCDN-01048,source-backed candidate
BI-HCDN-00350,executive report 00350,Imaging,active,monthly,DATA-HCDN-01051,source-backed candidate
BI-HCDN-00351,Stars report 00351,Lab,duplicate,quarterly,DATA-HCDN-01054,owner unclear
BI-HCDN-00352,HEDIS report 00352,Pharmacy,stale,real-time,DATA-HCDN-01057,source-backed candidate
BI-HCDN-00353,CAHPS report 00353,Oncology,candidate retire,ad hoc,DATA-HCDN-01060,source-backed candidate
BI-HCDN-00354,RAF report 00354,Cardiology,executive critical,daily,DATA-HCDN-01063,source-backed candidate
BI-HCDN-00355,clinical report 00355,Data and Analytics,active,weekly,DATA-HCDN-01066,source-backed candidate
BI-HCDN-00356,claims report 00356,Clinical Analytics,duplicate,monthly,DATA-HCDN-01069,source-backed candidate
BI-HCDN-00357,denials report 00357,Actuarial,stale,quarterly,DATA-HCDN-01072,source-backed candidate
BI-HCDN-00358,access report 00358,Departmental Reporting,candidate retire,real-time,DATA-HCDN-01075,source-backed candidate
BI-HCDN-00359,finance report 00359,AI Transformation,executive critical,ad hoc,DATA-HCDN-01078,source-backed candidate
BI-HCDN-00360,actuarial report 00360,Technology,active,daily,DATA-HCDN-01081,KPI definition conflict
BI-HCDN-00361,pharmacy report 00361,Security,duplicate,weekly,DATA-HCDN-01084,source-backed candidate
BI-HCDN-00362,provider-network report 00362,Procurement,stale,monthly,DATA-HCDN-01087,source-backed candidate
BI-HCDN-00363,executive report 00363,HR,candidate retire,quarterly,DATA-HCDN-01090,source-backed candidate
BI-HCDN-00364,Stars report 00364,Supply Chain,executive critical,real-time,DATA-HCDN-01093,source-backed candidate
BI-HCDN-00365,HEDIS report 00365,Privacy,active,ad hoc,DATA-HCDN-01096,source-backed candidate
BI-HCDN-00366,CAHPS report 00366,Compliance,duplicate,daily,DATA-HCDN-01099,source-backed candidate
BI-HCDN-00367,RAF report 00367,Provider Network,stale,weekly,DATA-HCDN-01102,source-backed candidate
BI-HCDN-00368,clinical report 00368,Value-Based Care,candidate retire,monthly,DATA-HCDN-01105,source-backed candidate
BI-HCDN-00369,claims report 00369,Clinical Operations,executive critical,quarterly,DATA-HCDN-01108,owner unclear
BI-HCDN-00370,denials report 00370,Revenue Cycle,active,real-time,DATA-HCDN-01111,source-backed candidate
BI-HCDN-00371,access report 00371,Patient Access,duplicate,ad hoc,DATA-HCDN-01114,source-backed candidate
BI-HCDN-00372,finance report 00372,Interoperability,stale,daily,DATA-HCDN-01117,KPI definition conflict
BI-HCDN-00373,actuarial report 00373,Population Health,candidate retire,weekly,DATA-HCDN-01120,source-backed candidate
BI-HCDN-00374,pharmacy report 00374,Health Plan Operations,executive critical,monthly,DATA-HCDN-01123,source-backed candidate
BI-HCDN-00375,provider-network report 00375,Medicare Advantage,active,quarterly,DATA-HCDN-01126,source-backed candidate
BI-HCDN-00376,executive report 00376,Claims Operations,duplicate,real-time,DATA-HCDN-01129,source-backed candidate
BI-HCDN-00377,Stars report 00377,Utilization Management,stale,ad hoc,DATA-HCDN-01132,source-backed candidate
BI-HCDN-00378,HEDIS report 00378,Member Services,candidate retire,daily,DATA-HCDN-01135,owner unclear
BI-HCDN-00379,CAHPS report 00379,Quality and Stars,executive critical,weekly,DATA-HCDN-01138,source-backed candidate
BI-HCDN-00380,RAF report 00380,Risk Adjustment,active,monthly,DATA-HCDN-01141,source-backed candidate
BI-HCDN-00381,clinical report 00381,Care Management,duplicate,quarterly,DATA-HCDN-01144,source-backed candidate
BI-HCDN-00382,claims report 00382,Finance,stale,real-time,DATA-HCDN-01147,source-backed candidate
BI-HCDN-00383,denials report 00383,Coding,candidate retire,ad hoc,DATA-HCDN-01150,source-backed candidate
BI-HCDN-00384,access report 00384,Payer Contracting,executive critical,daily,DATA-HCDN-01153,KPI definition conflict
BI-HCDN-00385,finance report 00385,Digital Front Door,active,weekly,DATA-HCDN-01156,source-backed candidate
BI-HCDN-00386,actuarial report 00386,Contact Center,duplicate,monthly,DATA-HCDN-01159,source-backed candidate
BI-HCDN-00387,pharmacy report 00387,Ambulatory Care,stale,quarterly,DATA-HCDN-01162,owner unclear
BI-HCDN-00388,provider-network report 00388,Emergency Department,candidate retire,real-time,DATA-HCDN-01165,source-backed candidate
BI-HCDN-00389,executive report 00389,Inpatient,executive critical,ad hoc,DATA-HCDN-01168,source-backed candidate
BI-HCDN-00390,Stars report 00390,Surgery,active,daily,DATA-HCDN-01171,source-backed candidate
BI-HCDN-00391,HEDIS report 00391,Imaging,duplicate,weekly,DATA-HCDN-01174,source-backed candidate
BI-HCDN-00392,CAHPS report 00392,Lab,stale,monthly,DATA-HCDN-01177,source-backed candidate
BI-HCDN-00393,RAF report 00393,Pharmacy,candidate retire,quarterly,DATA-HCDN-01180,source-backed candidate
BI-HCDN-00394,clinical report 00394,Oncology,executive critical,real-time,DATA-HCDN-01183,source-backed candidate
BI-HCDN-00395,claims report 00395,Cardiology,active,ad hoc,DATA-HCDN-01186,source-backed candidate
BI-HCDN-00396,denials report 00396,Data and Analytics,duplicate,daily,DATA-HCDN-01189,KPI definition conflict
BI-HCDN-00397,access report 00397,Clinical Analytics,stale,weekly,DATA-HCDN-01192,source-backed candidate
BI-HCDN-00398,finance report 00398,Actuarial,candidate retire,monthly,DATA-HCDN-01195,source-backed candidate
BI-HCDN-00399,actuarial report 00399,Departmental Reporting,executive critical,quarterly,DATA-HCDN-01198,source-backed candidate
BI-HCDN-00400,pharmacy report 00400,AI Transformation,active,real-time,DATA-HCDN-01201,source-backed candidate
BI-HCDN-00401,provider-network report 00401,Technology,duplicate,ad hoc,DATA-HCDN-01204,source-backed candidate
BI-HCDN-00402,executive report 00402,Security,stale,daily,DATA-HCDN-01207,source-backed candidate
BI-HCDN-00403,Stars report 00403,Procurement,candidate retire,weekly,DATA-HCDN-01210,source-backed candidate
BI-HCDN-00404,HEDIS report 00404,HR,executive critical,monthly,DATA-HCDN-01213,source-backed candidate
BI-HCDN-00405,CAHPS report 00405,Supply Chain,active,quarterly,DATA-HCDN-01216,owner unclear
BI-HCDN-00406,RAF report 00406,Privacy,duplicate,real-time,DATA-HCDN-01219,source-backed candidate
BI-HCDN-00407,clinical report 00407,Compliance,stale,ad hoc,DATA-HCDN-01222,source-backed candidate
BI-HCDN-00408,claims report 00408,Provider Network,candidate retire,daily,DATA-HCDN-01225,KPI definition conflict
BI-HCDN-00409,denials report 00409,Value-Based Care,executive critical,weekly,DATA-HCDN-01228,source-backed candidate
BI-HCDN-00410,access report 00410,Clinical Operations,active,monthly,DATA-HCDN-01231,source-backed candidate
BI-HCDN-00411,finance report 00411,Revenue Cycle,duplicate,quarterly,DATA-HCDN-01234,source-backed candidate
BI-HCDN-00412,actuarial report 00412,Patient Access,stale,real-time,DATA-HCDN-01237,source-backed candidate
BI-HCDN-00413,pharmacy report 00413,Interoperability,candidate retire,ad hoc,DATA-HCDN-01240,source-backed candidate
BI-HCDN-00414,provider-network report 00414,Population Health,executive critical,daily,DATA-HCDN-01243,owner unclear
