contract_id,vendor_id,vendor_public_reference,contract_type,service_tower,business_function,scope,effective_date,expiration_date,term_status,pricing_model,value_disclosure_mode,termination_rights,minimum_commitment,rate_card_id,service_credit_terms,inflation_provision,change_control_terms,subcontracting_terms,data_residency,transition_assistance,sla_history_source,invoice_source,change_order_source,lot_id,proposal_id,bafo_revision_id,evaluation_criteria_id,risk_note
CONT-HCDN-0051,VEND-HCDN-358,Synthetic Healthcare Supplier 358,BPO services SOW,Security Identity and Compliance,Quality and Stars,risk adjustment analytics,2023-07-01,2026-12-31,extension option,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-052,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-016,SRC-HCDN-INV-004,SRC-HCDN-CO-052,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0052,VEND-HCDN-365,Synthetic Healthcare Supplier 365,cloud commit,Integration and Interoperability,Risk Adjustment,prior authorization operations,2020-08-01,2027-12-31,transition assistance required,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-053,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-017,SRC-HCDN-INV-005,SRC-HCDN-CO-001,LOT-HCDN-08,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0053,VEND-HCDN-372,Synthetic Healthcare Supplier 372,data platform subscription,ERP and Corporate Platforms,Care Management,revenue-cycle outsourcing,2021-09-01,2028-12-31,exit rights need review,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-054,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-018,SRC-HCDN-INV-006,SRC-HCDN-CO-002,LOT-HCDN-09,,,EVAL-HCDN-006,standard commercial review
CONT-HCDN-0054,VEND-HCDN-379,Synthetic Healthcare Supplier 379,software subscription,Clinical and Epic AMS,Finance,cloud/data platform operations,2022-01-01,2026-12-31,renewal within 12 months,per claim,withheld,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-055,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-019,SRC-HCDN-INV-007,SRC-HCDN-CO-003,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-007,standard commercial review
CONT-HCDN-0055,VEND-HCDN-386,Synthetic Healthcare Supplier 386,professional services SOW,Payer Platform Operations,Coding,SQL Server/EDW managed services,2023-02-01,2027-12-31,renewal within 24 months,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-056,service credits capped and under-defined,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-020,SRC-HCDN-INV-008,SRC-HCDN-CO-004,LOT-HCDN-02,,,EVAL-HCDN-008,standard commercial review
CONT-HCDN-0056,VEND-HCDN-393,Synthetic Healthcare Supplier 393,maintenance agreement,Data Analytics and AI,Payer Contracting,contact center operations,2020-03-01,2028-12-31,active multi-year,consumption,range,termination limited during transition,minimum annual commitment applies,RATE-HCDN-057,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-021,SRC-HCDN-INV-009,SRC-HCDN-CO-005,LOT-HCDN-03,,,EVAL-HCDN-009,high exit-term sensitivity
CONT-HCDN-0057,VEND-HCDN-400,Synthetic Healthcare Supplier 400,telecom services,Revenue Cycle Technology,Digital Front Door,payment integrity,2021-04-01,2026-12-31,extension option,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-058,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-022,SRC-HCDN-INV-010,SRC-HCDN-CO-006,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-010,standard commercial review
CONT-HCDN-0058,VEND-HCDN-407,Synthetic Healthcare Supplier 407,cybersecurity services,Cloud Infrastructure and Data Center,Contact Center,identity/security operations,2022-05-01,2027-12-31,transition assistance required,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-059,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-023,SRC-HCDN-INV-011,SRC-HCDN-CO-007,LOT-HCDN-05,,,EVAL-HCDN-011,standard commercial review
CONT-HCDN-0059,VEND-HCDN-414,Synthetic Healthcare Supplier 414,AI/document automation SOW,Workplace and Contact Center,Ambulatory Care,interoperability services,2023-06-01,2028-12-31,exit rights need review,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-060,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-024,SRC-HCDN-INV-012,SRC-HCDN-CO-008,LOT-HCDN-06,,,EVAL-HCDN-012,standard commercial review
CONT-HCDN-0060,VEND-HCDN-421,Synthetic Healthcare Supplier 421,MSA,Security Identity and Compliance,Emergency Department,Epic support and optimization,2020-07-01,2026-12-31,renewal within 12 months,fixed fee,exact,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-061,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontractor approval required,PHI/data residency review required,transition assistance explicit,SRC-HCDN-SLA-025,SRC-HCDN-INV-013,SRC-HCDN-CO-009,LOT-HCDN-07,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-013,supplier concentration
CONT-HCDN-0061,VEND-HCDN-428,Synthetic Healthcare Supplier 428,SOW,Integration and Interoperability,Inpatient,claims operations,2021-08-01,2027-12-31,renewal within 24 months,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-062,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-026,SRC-HCDN-INV-014,SRC-HCDN-CO-010,LOT-HCDN-08,,,EVAL-HCDN-014,standard commercial review
CONT-HCDN-0062,VEND-HCDN-435,Synthetic Healthcare Supplier 435,rate card,ERP and Corporate Platforms,Surgery,Medicare Advantage quality services,2022-09-01,2028-12-31,active multi-year,unit rate,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-063,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-027,SRC-HCDN-INV-015,SRC-HCDN-CO-011,LOT-HCDN-09,,,EVAL-HCDN-015,standard commercial review
CONT-HCDN-0063,VEND-HCDN-442,Synthetic Healthcare Supplier 442,Epic support agreement,Clinical and Epic AMS,Imaging,risk adjustment analytics,2023-01-01,2026-12-31,extension option,per member per month,trend-only,standard termination rights,minimum annual commitment applies,RATE-HCDN-064,standard service credits,CPI escalator above threshold,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-028,SRC-HCDN-INV-016,SRC-HCDN-CO-012,LOT-HCDN-01,PROP-HCDN-01,,EVAL-HCDN-016,standard commercial review
CONT-HCDN-0064,VEND-HCDN-449,Synthetic Healthcare Supplier 449,claims admin agreement,Payer Platform Operations,Lab,prior authorization operations,2020-02-01,2027-12-31,transition assistance required,per claim,withheld,termination limited during transition,no minimum beyond SOW baseline,RATE-HCDN-065,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-029,SRC-HCDN-INV-017,SRC-HCDN-CO-013,LOT-HCDN-02,,,EVAL-HCDN-017,high exit-term sensitivity
CONT-HCDN-0065,VEND-HCDN-456,Synthetic Healthcare Supplier 456,PBM services SOW,Data Analytics and AI,Pharmacy,revenue-cycle outsourcing,2021-03-01,2028-12-31,exit rights need review,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-066,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-030,SRC-HCDN-INV-018,SRC-HCDN-CO-014,LOT-HCDN-03,,,EVAL-HCDN-018,standard commercial review
CONT-HCDN-0066,VEND-HCDN-463,Synthetic Healthcare Supplier 463,BPO services SOW,Revenue Cycle Technology,Oncology,cloud/data platform operations,2022-04-01,2026-12-31,renewal within 12 months,consumption,range,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-067,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-031,SRC-HCDN-INV-019,SRC-HCDN-CO-015,LOT-HCDN-04,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-019,standard commercial review
CONT-HCDN-0067,VEND-HCDN-470,Synthetic Healthcare Supplier 470,cloud commit,Cloud Infrastructure and Data Center,Cardiology,SQL Server/EDW managed services,2023-05-01,2027-12-31,renewal within 24 months,hybrid fixed plus variable,indexed,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-068,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-032,SRC-HCDN-INV-020,SRC-HCDN-CO-016,LOT-HCDN-05,,,EVAL-HCDN-020,standard commercial review
CONT-HCDN-0068,VEND-HCDN-477,Synthetic Healthcare Supplier 477,data platform subscription,Workplace and Contact Center,Data and Analytics,contact center operations,2020-06-01,2028-12-31,active multi-year,committed spend,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-069,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-033,SRC-HCDN-INV-021,SRC-HCDN-CO-017,LOT-HCDN-06,,,EVAL-HCDN-021,standard commercial review
CONT-HCDN-0069,VEND-HCDN-004,Synthetic Healthcare Supplier 004,software subscription,Security Identity and Compliance,Clinical Analytics,payment integrity,2021-07-01,2026-12-31,extension option,outcome-linked,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-070,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-034,SRC-HCDN-INV-022,SRC-HCDN-CO-018,LOT-HCDN-07,PROP-HCDN-01,,EVAL-HCDN-022,standard commercial review
CONT-HCDN-0070,VEND-HCDN-011,Synthetic Healthcare Supplier 011,professional services SOW,Integration and Interoperability,Actuarial,identity/security operations,2022-08-01,2027-12-31,transition assistance required,fixed fee,exact,standard termination rights,minimum annual commitment applies,RATE-HCDN-071,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,PHI/data residency review required,transition assistance to confirm,SRC-HCDN-SLA-035,SRC-HCDN-INV-023,SRC-HCDN-CO-019,LOT-HCDN-08,,,EVAL-HCDN-023,supplier concentration
CONT-HCDN-0071,VEND-HCDN-018,Synthetic Healthcare Supplier 018,maintenance agreement,ERP and Corporate Platforms,Departmental Reporting,interoperability services,2023-09-01,2028-12-31,exit rights need review,T&M,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-072,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-036,SRC-HCDN-INV-024,SRC-HCDN-CO-020,LOT-HCDN-09,,,EVAL-HCDN-024,standard commercial review
CONT-HCDN-0072,VEND-HCDN-025,Synthetic Healthcare Supplier 025,telecom services,Clinical and Epic AMS,AI Transformation,Epic support and optimization,2020-01-01,2026-12-31,renewal within 12 months,unit rate,indexed,termination for convenience with notice,no minimum beyond SOW baseline,RATE-HCDN-073,standard service credits,CPI escalator above threshold,standard change-control language,subcontractor approval required,US data residency,transition assistance explicit,SRC-HCDN-SLA-001,SRC-HCDN-INV-025,SRC-HCDN-CO-021,LOT-HCDN-01,PROP-HCDN-01,BAFO-HCDN-01,EVAL-HCDN-001,high exit-term sensitivity
CONT-HCDN-0073,VEND-HCDN-032,Synthetic Healthcare Supplier 032,cybersecurity services,Payer Platform Operations,Technology,claims operations,2021-02-01,2027-12-31,renewal within 24 months,per member per month,trend-only,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-074,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-002,SRC-HCDN-INV-026,SRC-HCDN-CO-022,LOT-HCDN-02,,,EVAL-HCDN-002,standard commercial review
CONT-HCDN-0074,VEND-HCDN-039,Synthetic Healthcare Supplier 039,AI/document automation SOW,Data Analytics and AI,Security,Medicare Advantage quality services,2022-03-01,2028-12-31,active multi-year,per claim,withheld,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-075,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-003,SRC-HCDN-INV-027,SRC-HCDN-CO-023,LOT-HCDN-03,,,EVAL-HCDN-003,standard commercial review
CONT-HCDN-0075,VEND-HCDN-046,Synthetic Healthcare Supplier 046,MSA,Revenue Cycle Technology,Procurement,risk adjustment analytics,2023-04-01,2026-12-31,extension option,per encounter,exact,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-076,service credits capped and under-defined,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-004,SRC-HCDN-INV-028,SRC-HCDN-CO-024,LOT-HCDN-04,PROP-HCDN-01,,EVAL-HCDN-004,standard commercial review
CONT-HCDN-0076,VEND-HCDN-053,Synthetic Healthcare Supplier 053,SOW,Cloud Infrastructure and Data Center,HR,prior authorization operations,2020-05-01,2027-12-31,transition assistance required,consumption,range,standard termination rights,no minimum beyond SOW baseline,RATE-HCDN-077,standard service credits,fixed or negotiated escalator,standard change-control language,subcontracting permitted with controls,US data residency,transition assistance explicit,SRC-HCDN-SLA-005,SRC-HCDN-INV-029,SRC-HCDN-CO-025,LOT-HCDN-05,,,EVAL-HCDN-005,standard commercial review
CONT-HCDN-0077,VEND-HCDN-060,Synthetic Healthcare Supplier 060,rate card,Workplace and Contact Center,Supply Chain,revenue-cycle outsourcing,2021-06-01,2028-12-31,exit rights need review,hybrid fixed plus variable,indexed,standard termination rights,minimum annual commitment applies,RATE-HCDN-078,standard service credits,fixed or negotiated escalator,change-control ambiguity,subcontracting permitted with controls,US data residency,transition assistance to confirm,SRC-HCDN-SLA-006,SRC-HCDN-INV-030,SRC-HCDN-CO-026,LOT-HCDN-06,,,EVAL-HCDN-006,standard commercial review
