infra_id,site_or_zone,component_type,hosting_model,technology_stack,business_function,service_tower,sensitivity,capacity_status,resilience_status
INFRA-HCDN-00170,secondary resilience data center,network zone,owned data center,Epic ecosystem,Medicare Advantage,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00171,private cloud east,storage tier,private cloud,SQL Server/SSIS/SSAS/SSRS,Claims Operations,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00172,private cloud central,container platform,private cloud,legacy EDW,Utilization Management,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00173,Azure data foundation landing zone,integration runtime,Azure,Oracle database,Member Services,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00174,Azure AI/use-case landing zone,edge appliance,Azure,flat-file/SFTP,Quality and Stars,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00175,AWS transformation sandbox,security sensor,AWS,Access/Excel shadow reporting,Risk Adjustment,Cloud Infrastructure and Data Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00176,AWS future-agentic landing zone,observability collector,AWS,Tableau Server,Care Management,Workplace and Contact Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00177,Epic hosting zone,desktop/endpoint group,hybrid,Power BI Report Server,Finance,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00178,clinic edge footprint,cloud resource group,hybrid,Databricks lakehouse,Coding,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00179,contact center footprint,backup/DR tier,hybrid,Azure data services,Payer Contracting,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00180,Oracle/UNIX estate,compute cluster,hybrid,AWS data and AI candidate,Digital Front Door,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00181,SQL Server estate zone,database platform,hybrid,Java/.NET custom,Contact Center,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00182,primary clinical data center,network zone,owned data center,API/interoperability gateway,Ambulatory Care,Data Analytics and AI,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00183,secondary resilience data center,storage tier,owned data center,HL7/FHIR engine,Emergency Department,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00184,private cloud east,container platform,private cloud,claims-administration platform,Inpatient,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00185,private cloud central,integration runtime,private cloud,care-management platform,Surgery,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00186,Azure data foundation landing zone,edge appliance,Azure,security/IAM stack,Imaging,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00187,Azure AI/use-case landing zone,security sensor,Azure,Epic ecosystem,Lab,Integration and Interoperability,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00188,AWS transformation sandbox,observability collector,AWS,SQL Server/SSIS/SSAS/SSRS,Pharmacy,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00189,AWS future-agentic landing zone,desktop/endpoint group,AWS,legacy EDW,Oncology,Clinical and Epic AMS,enterprise confidential,capacity constrained,resilience evidence required
INFRA-HCDN-00190,Epic hosting zone,cloud resource group,hybrid,Oracle database,Cardiology,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00191,clinic edge footprint,backup/DR tier,hybrid,flat-file/SFTP,Data and Analytics,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00192,contact center footprint,compute cluster,hybrid,Access/Excel shadow reporting,Clinical Analytics,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00193,Oracle/UNIX estate,database platform,hybrid,Tableau Server,Actuarial,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00194,SQL Server estate zone,network zone,hybrid,Power BI Report Server,Departmental Reporting,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00195,primary clinical data center,storage tier,owned data center,Databricks lakehouse,AI Transformation,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00196,secondary resilience data center,container platform,owned data center,Azure data services,Technology,Integration and Interoperability,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00197,private cloud east,integration runtime,private cloud,AWS data and AI candidate,Security,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00198,private cloud central,edge appliance,private cloud,Java/.NET custom,Procurement,Clinical and Epic AMS,PHI/restricted,normal capacity,resilience evidence required
INFRA-HCDN-00199,Azure data foundation landing zone,security sensor,Azure,API/interoperability gateway,HR,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00200,Azure AI/use-case landing zone,observability collector,Azure,HL7/FHIR engine,Supply Chain,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00201,AWS transformation sandbox,desktop/endpoint group,AWS,claims-administration platform,Privacy,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00202,AWS future-agentic landing zone,cloud resource group,AWS,care-management platform,Compliance,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00203,Epic hosting zone,backup/DR tier,hybrid,security/IAM stack,Provider Network,Workplace and Contact Center,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00204,clinic edge footprint,compute cluster,hybrid,Epic ecosystem,Value-Based Care,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00205,contact center footprint,database platform,hybrid,SQL Server/SSIS/SSAS/SSRS,Clinical Operations,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00206,Oracle/UNIX estate,network zone,hybrid,legacy EDW,Revenue Cycle,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00207,SQL Server estate zone,storage tier,hybrid,Oracle database,Patient Access,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00208,primary clinical data center,container platform,owned data center,flat-file/SFTP,Interoperability,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00209,secondary resilience data center,integration runtime,owned data center,Access/Excel shadow reporting,Population Health,Data Analytics and AI,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00210,private cloud east,edge appliance,private cloud,Tableau Server,Health Plan Operations,Revenue Cycle Technology,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00211,private cloud central,security sensor,private cloud,Power BI Report Server,Medicare Advantage,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00212,Azure data foundation landing zone,observability collector,Azure,Databricks lakehouse,Claims Operations,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00213,Azure AI/use-case landing zone,desktop/endpoint group,Azure,Azure data services,Utilization Management,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00214,AWS transformation sandbox,cloud resource group,AWS,AWS data and AI candidate,Member Services,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00215,AWS future-agentic landing zone,backup/DR tier,AWS,Java/.NET custom,Quality and Stars,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00216,Epic hosting zone,compute cluster,hybrid,API/interoperability gateway,Risk Adjustment,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00217,clinic edge footprint,database platform,hybrid,HL7/FHIR engine,Care Management,Payer Platform Operations,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00218,contact center footprint,network zone,hybrid,claims-administration platform,Finance,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00219,Oracle/UNIX estate,storage tier,hybrid,care-management platform,Coding,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00220,SQL Server estate zone,container platform,hybrid,security/IAM stack,Payer Contracting,Cloud Infrastructure and Data Center,PHI/restricted,normal capacity,resilience mapped
INFRA-HCDN-00221,primary clinical data center,integration runtime,owned data center,Epic ecosystem,Digital Front Door,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00222,secondary resilience data center,edge appliance,owned data center,SQL Server/SSIS/SSAS/SSRS,Contact Center,Security Identity and Compliance,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00223,private cloud east,security sensor,private cloud,legacy EDW,Ambulatory Care,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00224,private cloud central,observability collector,private cloud,Oracle database,Emergency Department,ERP and Corporate Platforms,enterprise confidential,capacity constrained,resilience mapped
INFRA-HCDN-00225,Azure data foundation landing zone,desktop/endpoint group,Azure,flat-file/SFTP,Inpatient,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
INFRA-HCDN-00226,Azure AI/use-case landing zone,cloud resource group,Azure,Access/Excel shadow reporting,Surgery,Payer Platform Operations,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00227,AWS transformation sandbox,backup/DR tier,AWS,Tableau Server,Imaging,Data Analytics and AI,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00228,AWS future-agentic landing zone,compute cluster,AWS,Power BI Report Server,Lab,Revenue Cycle Technology,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00229,Epic hosting zone,database platform,hybrid,Databricks lakehouse,Pharmacy,Cloud Infrastructure and Data Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00230,clinic edge footprint,network zone,hybrid,Azure data services,Oncology,Workplace and Contact Center,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00231,contact center footprint,storage tier,hybrid,AWS data and AI candidate,Cardiology,Security Identity and Compliance,PHI/restricted,capacity constrained,resilience mapped
INFRA-HCDN-00232,Oracle/UNIX estate,container platform,hybrid,Java/.NET custom,Data and Analytics,Integration and Interoperability,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00233,SQL Server estate zone,integration runtime,hybrid,API/interoperability gateway,Clinical Analytics,ERP and Corporate Platforms,enterprise confidential,normal capacity,resilience mapped
INFRA-HCDN-00234,primary clinical data center,edge appliance,owned data center,HL7/FHIR engine,Actuarial,Clinical and Epic AMS,enterprise confidential,normal capacity,resilience evidence required
