application_id,application_name,family,family_code,business_function,application_type,hosting_model,technology_stack,environment,criticality,service_tower,vendor_id,contract_id,evidence_gap,roadmap_disposition
APP-HCDN-00102,Epic Prelude reporting 05,Epic clinical and revenue-cycle footprint,EPIC,Patient Access,reporting platform,AWS future-agentic candidate,Epic Prelude,test,medium,Security Identity and Compliance,VEND-HCDN-103,CONT-HCDN-0103,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00103,Epic Grand Central extract 05,Epic clinical and revenue-cycle footprint,EPIC,Bed Management,integration runtime,Oracle/UNIX estate,Epic Grand Central,DR,medium,ERP and Corporate Platforms,VEND-HCDN-104,CONT-HCDN-0104,source-backed candidate,current
APP-HCDN-00104,Epic Willow upgrade 05,Epic clinical and revenue-cycle footprint,EPIC,Pharmacy,AI/use-case platform,edge/clinic footprint,Epic Willow,development,high,Payer Platform Operations,VEND-HCDN-105,CONT-HCDN-0105,stale/duplicate candidate,current
APP-HCDN-00105,Epic Beacon production 05,Epic clinical and revenue-cycle footprint,EPIC,Oncology,shadow reporting,on-prem data center,Epic Beacon,production,medium,Revenue Cycle Technology,VEND-HCDN-106,CONT-HCDN-0106,source-backed candidate,current
APP-HCDN-00106,Epic Radiant nonproduction 05,Epic clinical and revenue-cycle footprint,EPIC,Imaging,legacy inherited app,Azure foundation workload,Epic Radiant,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-107,CONT-HCDN-0107,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00107,Epic Cupid reporting 05,Epic clinical and revenue-cycle footprint,EPIC,Cardiology,modernization target,AWS future-agentic candidate,Epic Cupid,test,medium,Integration and Interoperability,VEND-HCDN-108,CONT-HCDN-0108,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00108,Epic OpTime extract 05,Epic clinical and revenue-cycle footprint,EPIC,Surgery,system of record,Oracle/UNIX estate,Epic OpTime,DR,high,Clinical and Epic AMS,VEND-HCDN-109,CONT-HCDN-0109,lineage or ownership conflict,current
APP-HCDN-00109,Epic Anesthesia upgrade 05,Epic clinical and revenue-cycle footprint,EPIC,Surgery,critical workflow,edge/clinic footprint,Epic Anesthesia,development,medium,Data Analytics and AI,VEND-HCDN-110,CONT-HCDN-0110,source-backed candidate,current
APP-HCDN-00110,Epic ASAP production 05,Epic clinical and revenue-cycle footprint,EPIC,Emergency Department,departmental mart app,on-prem data center,Epic ASAP,production,critical,Cloud Infrastructure and Data Center,VEND-HCDN-111,CONT-HCDN-0111,source-backed candidate,current
APP-HCDN-00111,Epic Ambulatory nonproduction 05,Epic clinical and revenue-cycle footprint,EPIC,Ambulatory Care,reporting platform,Azure foundation workload,Epic Ambulatory,nonproduction,medium,Security Identity and Compliance,VEND-HCDN-112,CONT-HCDN-0112,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00112,Epic MyChart reporting 05,Epic clinical and revenue-cycle footprint,EPIC,Digital Front Door,integration runtime,AWS future-agentic candidate,Epic MyChart,test,high,ERP and Corporate Platforms,VEND-HCDN-113,CONT-HCDN-0113,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00113,Epic Care Everywhere extract 05,Epic clinical and revenue-cycle footprint,EPIC,Interoperability,AI/use-case platform,Oracle/UNIX estate,Epic Care Everywhere,DR,medium,Payer Platform Operations,VEND-HCDN-114,CONT-HCDN-0114,source-backed candidate,current
APP-HCDN-00114,Epic Bridges upgrade 05,Epic clinical and revenue-cycle footprint,EPIC,Integration Services,shadow reporting,edge/clinic footprint,Epic Bridges,development,medium,Revenue Cycle Technology,VEND-HCDN-115,CONT-HCDN-0115,source-backed candidate,current
APP-HCDN-00115,Epic Tapestry production 05,Epic clinical and revenue-cycle footprint,EPIC,Health Plan Operations,legacy inherited app,on-prem data center,Epic Tapestry,production,medium,Workplace and Contact Center,VEND-HCDN-116,CONT-HCDN-0116,source-backed candidate,current
APP-HCDN-00116,Epic Hyperspace nonproduction 06,Epic clinical and revenue-cycle footprint,EPIC,Clinical Operations,modernization target,Azure foundation workload,Epic Hyperspace,nonproduction,high,Integration and Interoperability,VEND-HCDN-117,CONT-HCDN-0117,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00117,Epic Chronicles reporting 06,Epic clinical and revenue-cycle footprint,EPIC,Clinical Operations,system of record,AWS future-agentic candidate,Epic Chronicles,test,medium,Clinical and Epic AMS,VEND-HCDN-118,CONT-HCDN-0118,lineage or ownership conflict,future AWS agentic/transformation candidate
APP-HCDN-00118,Epic Clarity extract 06,Epic clinical and revenue-cycle footprint,EPIC,Data and Analytics,critical workflow,Oracle/UNIX estate,Epic Clarity,DR,medium,Data Analytics and AI,VEND-HCDN-119,CONT-HCDN-0119,source-backed candidate,current
APP-HCDN-00119,Epic Caboodle upgrade 06,Epic clinical and revenue-cycle footprint,EPIC,Data and Analytics,departmental mart app,edge/clinic footprint,Epic Caboodle,development,medium,Cloud Infrastructure and Data Center,VEND-HCDN-120,CONT-HCDN-0120,source-backed candidate,current
APP-HCDN-00120,Epic Cogito production 06,Epic clinical and revenue-cycle footprint,EPIC,Clinical Analytics,reporting platform,on-prem data center,Epic Cogito,production,high,Security Identity and Compliance,VEND-HCDN-121,CONT-HCDN-0121,source-backed candidate,current
APP-HCDN-00121,Epic Healthy Planet nonproduction 06,Epic clinical and revenue-cycle footprint,EPIC,Population Health,integration runtime,Azure foundation workload,Epic Healthy Planet,nonproduction,critical,ERP and Corporate Platforms,VEND-HCDN-122,CONT-HCDN-0122,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00122,Epic Resolute HB reporting 06,Epic clinical and revenue-cycle footprint,EPIC,Revenue Cycle,AI/use-case platform,AWS future-agentic candidate,Epic Resolute HB,test,medium,Payer Platform Operations,VEND-HCDN-123,CONT-HCDN-0123,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00123,Epic Resolute PB extract 06,Epic clinical and revenue-cycle footprint,EPIC,Revenue Cycle,shadow reporting,Oracle/UNIX estate,Epic Resolute PB,DR,medium,Revenue Cycle Technology,VEND-HCDN-124,CONT-HCDN-0124,source-backed candidate,current
APP-HCDN-00124,Epic Cadence upgrade 06,Epic clinical and revenue-cycle footprint,EPIC,Patient Access,legacy inherited app,edge/clinic footprint,Epic Cadence,development,high,Workplace and Contact Center,VEND-HCDN-125,CONT-HCDN-0125,source-backed candidate,current
APP-HCDN-00125,Epic Prelude production 06,Epic clinical and revenue-cycle footprint,EPIC,Patient Access,modernization target,on-prem data center,Epic Prelude,production,medium,Integration and Interoperability,VEND-HCDN-126,CONT-HCDN-0126,source-backed candidate,current
APP-HCDN-00126,Epic Grand Central nonproduction 06,Epic clinical and revenue-cycle footprint,EPIC,Bed Management,system of record,Azure foundation workload,Epic Grand Central,nonproduction,medium,Clinical and Epic AMS,VEND-HCDN-127,CONT-HCDN-0127,lineage or ownership conflict,Azure current foundation/use-case footprint
APP-HCDN-00127,Epic Willow reporting 06,Epic clinical and revenue-cycle footprint,EPIC,Pharmacy,critical workflow,AWS future-agentic candidate,Epic Willow,test,medium,Data Analytics and AI,VEND-HCDN-128,CONT-HCDN-0128,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00128,Epic Beacon extract 06,Epic clinical and revenue-cycle footprint,EPIC,Oncology,departmental mart app,Oracle/UNIX estate,Epic Beacon,DR,high,Cloud Infrastructure and Data Center,VEND-HCDN-129,CONT-HCDN-0129,source-backed candidate,current
APP-HCDN-00129,Epic Radiant upgrade 06,Epic clinical and revenue-cycle footprint,EPIC,Imaging,reporting platform,edge/clinic footprint,Epic Radiant,development,medium,Security Identity and Compliance,VEND-HCDN-130,CONT-HCDN-0130,source-backed candidate,current
APP-HCDN-00130,Epic Cupid production 06,Epic clinical and revenue-cycle footprint,EPIC,Cardiology,integration runtime,on-prem data center,Epic Cupid,production,medium,ERP and Corporate Platforms,VEND-HCDN-131,CONT-HCDN-0131,stale/duplicate candidate,current
APP-HCDN-00131,Epic OpTime nonproduction 06,Epic clinical and revenue-cycle footprint,EPIC,Surgery,AI/use-case platform,Azure foundation workload,Epic OpTime,nonproduction,medium,Payer Platform Operations,VEND-HCDN-132,CONT-HCDN-0132,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00132,Epic Anesthesia reporting 06,Epic clinical and revenue-cycle footprint,EPIC,Surgery,shadow reporting,AWS future-agentic candidate,Epic Anesthesia,test,critical,Revenue Cycle Technology,VEND-HCDN-133,CONT-HCDN-0133,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00133,Epic ASAP extract 06,Epic clinical and revenue-cycle footprint,EPIC,Emergency Department,legacy inherited app,Oracle/UNIX estate,Epic ASAP,DR,medium,Workplace and Contact Center,VEND-HCDN-134,CONT-HCDN-0134,source-backed candidate,current
APP-HCDN-00134,Epic Ambulatory upgrade 06,Epic clinical and revenue-cycle footprint,EPIC,Ambulatory Care,modernization target,edge/clinic footprint,Epic Ambulatory,development,medium,Integration and Interoperability,VEND-HCDN-135,CONT-HCDN-0135,source-backed candidate,current
APP-HCDN-00135,Epic MyChart production 06,Epic clinical and revenue-cycle footprint,EPIC,Digital Front Door,system of record,on-prem data center,Epic MyChart,production,medium,Clinical and Epic AMS,VEND-HCDN-136,CONT-HCDN-0136,lineage or ownership conflict,current
APP-HCDN-00136,Epic Care Everywhere nonproduction 06,Epic clinical and revenue-cycle footprint,EPIC,Interoperability,critical workflow,Azure foundation workload,Epic Care Everywhere,nonproduction,high,Data Analytics and AI,VEND-HCDN-137,CONT-HCDN-0137,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00137,Epic Bridges reporting 06,Epic clinical and revenue-cycle footprint,EPIC,Integration Services,departmental mart app,AWS future-agentic candidate,Epic Bridges,test,medium,Cloud Infrastructure and Data Center,VEND-HCDN-138,CONT-HCDN-0138,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00138,Epic Tapestry extract 06,Epic clinical and revenue-cycle footprint,EPIC,Health Plan Operations,reporting platform,Oracle/UNIX estate,Epic Tapestry,DR,medium,Security Identity and Compliance,VEND-HCDN-139,CONT-HCDN-0139,source-backed candidate,current
APP-HCDN-00139,Epic Hyperspace upgrade 07,Epic clinical and revenue-cycle footprint,EPIC,Clinical Operations,integration runtime,edge/clinic footprint,Epic Hyperspace,development,medium,ERP and Corporate Platforms,VEND-HCDN-140,CONT-HCDN-0140,source-backed candidate,current
APP-HCDN-00140,Epic Chronicles production 07,Epic clinical and revenue-cycle footprint,EPIC,Clinical Operations,AI/use-case platform,on-prem data center,Epic Chronicles,production,high,Payer Platform Operations,VEND-HCDN-141,CONT-HCDN-0141,source-backed candidate,current
APP-HCDN-00141,Epic Clarity nonproduction 07,Epic clinical and revenue-cycle footprint,EPIC,Data and Analytics,shadow reporting,Azure foundation workload,Epic Clarity,nonproduction,medium,Revenue Cycle Technology,VEND-HCDN-142,CONT-HCDN-0142,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00142,Epic Caboodle reporting 07,Epic clinical and revenue-cycle footprint,EPIC,Data and Analytics,legacy inherited app,AWS future-agentic candidate,Epic Caboodle,test,medium,Workplace and Contact Center,VEND-HCDN-143,CONT-HCDN-0143,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00143,Epic Cogito extract 07,Epic clinical and revenue-cycle footprint,EPIC,Clinical Analytics,modernization target,Oracle/UNIX estate,Epic Cogito,DR,critical,Integration and Interoperability,VEND-HCDN-144,CONT-HCDN-0144,stale/duplicate candidate,current
APP-HCDN-00144,Epic Healthy Planet upgrade 07,Epic clinical and revenue-cycle footprint,EPIC,Population Health,system of record,edge/clinic footprint,Epic Healthy Planet,development,high,Clinical and Epic AMS,VEND-HCDN-145,CONT-HCDN-0145,lineage or ownership conflict,current
APP-HCDN-00145,Epic Resolute HB production 07,Epic clinical and revenue-cycle footprint,EPIC,Revenue Cycle,critical workflow,on-prem data center,Epic Resolute HB,production,medium,Data Analytics and AI,VEND-HCDN-146,CONT-HCDN-0146,source-backed candidate,current
APP-HCDN-00146,Epic Resolute PB nonproduction 07,Epic clinical and revenue-cycle footprint,EPIC,Revenue Cycle,departmental mart app,Azure foundation workload,Epic Resolute PB,nonproduction,medium,Cloud Infrastructure and Data Center,VEND-HCDN-147,CONT-HCDN-0147,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00147,Epic Cadence reporting 07,Epic clinical and revenue-cycle footprint,EPIC,Patient Access,reporting platform,AWS future-agentic candidate,Epic Cadence,test,medium,Security Identity and Compliance,VEND-HCDN-148,CONT-HCDN-0148,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00148,Epic Prelude extract 07,Epic clinical and revenue-cycle footprint,EPIC,Patient Access,integration runtime,Oracle/UNIX estate,Epic Prelude,DR,high,ERP and Corporate Platforms,VEND-HCDN-149,CONT-HCDN-0149,source-backed candidate,current
APP-HCDN-00149,Epic Grand Central upgrade 07,Epic clinical and revenue-cycle footprint,EPIC,Bed Management,AI/use-case platform,edge/clinic footprint,Epic Grand Central,development,medium,Payer Platform Operations,VEND-HCDN-150,CONT-HCDN-0150,source-backed candidate,current
APP-HCDN-00150,Epic Willow production 07,Epic clinical and revenue-cycle footprint,EPIC,Pharmacy,shadow reporting,on-prem data center,Epic Willow,production,medium,Revenue Cycle Technology,VEND-HCDN-151,CONT-HCDN-0151,source-backed candidate,current
APP-HCDN-00151,Epic Beacon nonproduction 07,Epic clinical and revenue-cycle footprint,EPIC,Oncology,legacy inherited app,Azure foundation workload,Epic Beacon,nonproduction,medium,Workplace and Contact Center,VEND-HCDN-152,CONT-HCDN-0152,source-backed candidate,Azure current foundation/use-case footprint
APP-HCDN-00152,Epic Radiant reporting 07,Epic clinical and revenue-cycle footprint,EPIC,Imaging,modernization target,AWS future-agentic candidate,Epic Radiant,test,high,Integration and Interoperability,VEND-HCDN-153,CONT-HCDN-0153,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00153,Epic Cupid extract 07,Epic clinical and revenue-cycle footprint,EPIC,Cardiology,system of record,Oracle/UNIX estate,Epic Cupid,DR,medium,Clinical and Epic AMS,VEND-HCDN-154,CONT-HCDN-0154,lineage or ownership conflict,current
APP-HCDN-00154,Epic OpTime upgrade 07,Epic clinical and revenue-cycle footprint,EPIC,Surgery,critical workflow,edge/clinic footprint,Epic OpTime,development,critical,Data Analytics and AI,VEND-HCDN-155,CONT-HCDN-0155,source-backed candidate,current
APP-HCDN-00155,Epic Anesthesia production 07,Epic clinical and revenue-cycle footprint,EPIC,Surgery,departmental mart app,on-prem data center,Epic Anesthesia,production,medium,Cloud Infrastructure and Data Center,VEND-HCDN-156,CONT-HCDN-0156,source-backed candidate,current
APP-HCDN-00156,Epic ASAP nonproduction 07,Epic clinical and revenue-cycle footprint,EPIC,Emergency Department,reporting platform,Azure foundation workload,Epic ASAP,nonproduction,high,Security Identity and Compliance,VEND-HCDN-157,CONT-HCDN-0157,stale/duplicate candidate,Azure current foundation/use-case footprint
APP-HCDN-00157,Epic Ambulatory reporting 07,Epic clinical and revenue-cycle footprint,EPIC,Ambulatory Care,integration runtime,AWS future-agentic candidate,Epic Ambulatory,test,medium,ERP and Corporate Platforms,VEND-HCDN-158,CONT-HCDN-0158,source-backed candidate,future AWS agentic/transformation candidate
APP-HCDN-00158,Epic MyChart extract 07,Epic clinical and revenue-cycle footprint,EPIC,Digital Front Door,AI/use-case platform,Oracle/UNIX estate,Epic MyChart,DR,medium,Payer Platform Operations,VEND-HCDN-159,CONT-HCDN-0159,source-backed candidate,current
APP-HCDN-00159,Epic Care Everywhere upgrade 07,Epic clinical and revenue-cycle footprint,EPIC,Interoperability,shadow reporting,edge/clinic footprint,Epic Care Everywhere,development,medium,Revenue Cycle Technology,VEND-HCDN-160,CONT-HCDN-0160,source-backed candidate,current
