interface_id,from_application_id,to_application_id,method,frequency,criticality,middleware_pattern,owning_function,evidence_gap,source_id
INT-HCDN-00169,APP-HCDN-01184,APP-HCDN-01215,vendor API,near real-time,standard,interface engine,Health Plan Operations,retired/active duplicate,SRC-HCDN-INT-042
INT-HCDN-00170,APP-HCDN-01191,APP-HCDN-01232,HL7 v2,hourly,standard,API gateway,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-00171,APP-HCDN-01198,APP-HCDN-01249,FHIR/API,daily,critical,SFTP hub,Claims Operations,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-00172,APP-HCDN-01205,APP-HCDN-01266,X12 EDI,weekly,standard,SSIS runtime,Utilization Management,source-backed candidate,SRC-HCDN-INT-045
INT-HCDN-00173,APP-HCDN-01212,APP-HCDN-01283,SFTP flat file,monthly,standard,data pipeline orchestrator,Member Services,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-00174,APP-HCDN-01219,APP-HCDN-01300,database link,event-driven,high,claims EDI gateway,Quality and Stars,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-00175,APP-HCDN-01226,APP-HCDN-01317,SSIS package,nightly batch,standard,FHIR gateway,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-00176,APP-HCDN-01233,APP-HCDN-01334,Epic Bridges,real-time,standard,Epic Bridges,Care Management,source-backed candidate,SRC-HCDN-INT-049
INT-HCDN-00177,APP-HCDN-01240,APP-HCDN-01351,event stream,near real-time,high,interface engine,Finance,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-00178,APP-HCDN-01247,APP-HCDN-01368,batch extract,hourly,standard,API gateway,Coding,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-00179,APP-HCDN-01254,APP-HCDN-01385,vendor API,daily,standard,SFTP hub,Payer Contracting,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-00180,APP-HCDN-01261,APP-HCDN-01402,HL7 v2,weekly,critical,SSIS runtime,Digital Front Door,ambiguous endpoint name,SRC-HCDN-INT-053
INT-HCDN-00181,APP-HCDN-01268,APP-HCDN-01419,FHIR/API,monthly,standard,data pipeline orchestrator,Contact Center,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-00182,APP-HCDN-01275,APP-HCDN-01436,X12 EDI,event-driven,standard,claims EDI gateway,Ambulatory Care,retired/active duplicate,SRC-HCDN-INT-055
INT-HCDN-00183,APP-HCDN-01282,APP-HCDN-01453,SFTP flat file,nightly batch,high,FHIR gateway,Emergency Department,source-backed candidate,SRC-HCDN-INT-056
INT-HCDN-00184,APP-HCDN-01289,APP-HCDN-01470,database link,real-time,standard,Epic Bridges,Inpatient,source-backed candidate,SRC-HCDN-INT-057
INT-HCDN-00185,APP-HCDN-01296,APP-HCDN-01487,SSIS package,near real-time,standard,interface engine,Surgery,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-00186,APP-HCDN-01303,APP-HCDN-01504,Epic Bridges,hourly,high,API gateway,Imaging,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-00187,APP-HCDN-01310,APP-HCDN-01521,event stream,daily,standard,SFTP hub,Lab,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-00188,APP-HCDN-01317,APP-HCDN-01538,batch extract,weekly,standard,SSIS runtime,Pharmacy,source-backed candidate,SRC-HCDN-INT-061
INT-HCDN-00189,APP-HCDN-01324,APP-HCDN-01555,vendor API,monthly,critical,data pipeline orchestrator,Oncology,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-00190,APP-HCDN-01331,APP-HCDN-01572,HL7 v2,event-driven,standard,claims EDI gateway,Cardiology,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-00191,APP-HCDN-01338,APP-HCDN-01589,FHIR/API,nightly batch,standard,FHIR gateway,Data and Analytics,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-00192,APP-HCDN-01345,APP-HCDN-01606,X12 EDI,real-time,high,Epic Bridges,Clinical Analytics,ambiguous endpoint name,SRC-HCDN-INT-001
INT-HCDN-00193,APP-HCDN-01352,APP-HCDN-01623,SFTP flat file,near real-time,standard,interface engine,Actuarial,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-00194,APP-HCDN-01359,APP-HCDN-01640,database link,hourly,standard,API gateway,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-00195,APP-HCDN-01366,APP-HCDN-01657,SSIS package,daily,high,SFTP hub,AI Transformation,retired/active duplicate,SRC-HCDN-INT-004
INT-HCDN-00196,APP-HCDN-01373,APP-HCDN-00004,Epic Bridges,weekly,standard,SSIS runtime,Technology,source-backed candidate,SRC-HCDN-INT-005
INT-HCDN-00197,APP-HCDN-01380,APP-HCDN-00021,event stream,monthly,standard,data pipeline orchestrator,Security,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-00198,APP-HCDN-01387,APP-HCDN-00038,batch extract,event-driven,critical,claims EDI gateway,Procurement,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-00199,APP-HCDN-01394,APP-HCDN-00055,vendor API,nightly batch,standard,FHIR gateway,HR,source-backed candidate,SRC-HCDN-INT-008
INT-HCDN-00200,APP-HCDN-01401,APP-HCDN-00072,HL7 v2,real-time,standard,Epic Bridges,Supply Chain,source-backed candidate,SRC-HCDN-INT-009
INT-HCDN-00201,APP-HCDN-01408,APP-HCDN-00089,FHIR/API,near real-time,high,interface engine,Privacy,source-backed candidate,SRC-HCDN-INT-010
INT-HCDN-00202,APP-HCDN-01415,APP-HCDN-00106,X12 EDI,hourly,standard,API gateway,Compliance,source-backed candidate,SRC-HCDN-INT-011
INT-HCDN-00203,APP-HCDN-01422,APP-HCDN-00123,SFTP flat file,daily,standard,SFTP hub,Provider Network,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-00204,APP-HCDN-01429,APP-HCDN-00140,database link,weekly,high,SSIS runtime,Value-Based Care,ambiguous endpoint name,SRC-HCDN-INT-013
INT-HCDN-00205,APP-HCDN-01436,APP-HCDN-00157,SSIS package,monthly,standard,data pipeline orchestrator,Clinical Operations,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-00206,APP-HCDN-01443,APP-HCDN-00174,Epic Bridges,event-driven,standard,claims EDI gateway,Revenue Cycle,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-00207,APP-HCDN-01450,APP-HCDN-00191,event stream,nightly batch,critical,FHIR gateway,Patient Access,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-00208,APP-HCDN-01457,APP-HCDN-00208,batch extract,real-time,standard,Epic Bridges,Interoperability,retired/active duplicate,SRC-HCDN-INT-017
INT-HCDN-00209,APP-HCDN-01464,APP-HCDN-00225,vendor API,near real-time,standard,interface engine,Population Health,source-backed candidate,SRC-HCDN-INT-018
INT-HCDN-00210,APP-HCDN-01471,APP-HCDN-00242,HL7 v2,hourly,high,API gateway,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-00211,APP-HCDN-01478,APP-HCDN-00259,FHIR/API,daily,standard,SFTP hub,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-00212,APP-HCDN-01485,APP-HCDN-00276,X12 EDI,weekly,standard,SSIS runtime,Claims Operations,source-backed candidate,SRC-HCDN-INT-021
INT-HCDN-00213,APP-HCDN-01492,APP-HCDN-00293,SFTP flat file,monthly,high,data pipeline orchestrator,Utilization Management,source-backed candidate,SRC-HCDN-INT-022
INT-HCDN-00214,APP-HCDN-01499,APP-HCDN-00310,database link,event-driven,standard,claims EDI gateway,Member Services,source-backed candidate,SRC-HCDN-INT-023
INT-HCDN-00215,APP-HCDN-01506,APP-HCDN-00327,SSIS package,nightly batch,standard,FHIR gateway,Quality and Stars,source-backed candidate,SRC-HCDN-INT-024
INT-HCDN-00216,APP-HCDN-01513,APP-HCDN-00344,Epic Bridges,real-time,critical,Epic Bridges,Risk Adjustment,ambiguous endpoint name,SRC-HCDN-INT-025
INT-HCDN-00217,APP-HCDN-01520,APP-HCDN-00361,event stream,near real-time,standard,interface engine,Care Management,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-00218,APP-HCDN-01527,APP-HCDN-00378,batch extract,hourly,standard,API gateway,Finance,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-00219,APP-HCDN-01534,APP-HCDN-00395,vendor API,daily,high,SFTP hub,Coding,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-00220,APP-HCDN-01541,APP-HCDN-00412,HL7 v2,weekly,standard,SSIS runtime,Payer Contracting,source-backed candidate,SRC-HCDN-INT-029
INT-HCDN-00221,APP-HCDN-01548,APP-HCDN-00429,FHIR/API,monthly,standard,data pipeline orchestrator,Digital Front Door,retired/active duplicate,SRC-HCDN-INT-030
INT-HCDN-00222,APP-HCDN-01555,APP-HCDN-00446,X12 EDI,event-driven,high,claims EDI gateway,Contact Center,source-backed candidate,SRC-HCDN-INT-031
INT-HCDN-00223,APP-HCDN-01562,APP-HCDN-00463,SFTP flat file,nightly batch,standard,FHIR gateway,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-00224,APP-HCDN-01569,APP-HCDN-00480,database link,real-time,standard,Epic Bridges,Emergency Department,source-backed candidate,SRC-HCDN-INT-033
INT-HCDN-00225,APP-HCDN-01576,APP-HCDN-00497,SSIS package,near real-time,critical,interface engine,Inpatient,source-backed candidate,SRC-HCDN-INT-034
INT-HCDN-00226,APP-HCDN-01583,APP-HCDN-00514,Epic Bridges,hourly,standard,API gateway,Surgery,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-00227,APP-HCDN-01590,APP-HCDN-00531,event stream,daily,standard,SFTP hub,Imaging,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-00228,APP-HCDN-01597,APP-HCDN-00548,batch extract,weekly,high,SSIS runtime,Lab,ambiguous endpoint name,SRC-HCDN-INT-037
INT-HCDN-00229,APP-HCDN-01604,APP-HCDN-00565,vendor API,monthly,standard,data pipeline orchestrator,Pharmacy,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-00230,APP-HCDN-01611,APP-HCDN-00582,HL7 v2,event-driven,standard,claims EDI gateway,Oncology,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-00231,APP-HCDN-01618,APP-HCDN-00599,FHIR/API,nightly batch,high,FHIR gateway,Cardiology,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-00232,APP-HCDN-01625,APP-HCDN-00616,X12 EDI,real-time,standard,Epic Bridges,Data and Analytics,source-backed candidate,SRC-HCDN-INT-041
INT-HCDN-00233,APP-HCDN-01632,APP-HCDN-00633,SFTP flat file,near real-time,standard,interface engine,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-00234,APP-HCDN-01639,APP-HCDN-00650,database link,hourly,critical,API gateway,Actuarial,retired/active duplicate,SRC-HCDN-INT-043
INT-HCDN-00235,APP-HCDN-01646,APP-HCDN-00667,SSIS package,daily,standard,SFTP hub,Departmental Reporting,source-backed candidate,SRC-HCDN-INT-044
INT-HCDN-00236,APP-HCDN-01653,APP-HCDN-00684,Epic Bridges,weekly,standard,SSIS runtime,AI Transformation,source-backed candidate,SRC-HCDN-INT-045
INT-HCDN-00237,APP-HCDN-01660,APP-HCDN-00701,event stream,monthly,high,data pipeline orchestrator,Technology,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-00238,APP-HCDN-01667,APP-HCDN-00718,batch extract,event-driven,standard,claims EDI gateway,Security,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-00239,APP-HCDN-00004,APP-HCDN-00735,vendor API,nightly batch,standard,FHIR gateway,Procurement,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-00240,APP-HCDN-00011,APP-HCDN-00752,HL7 v2,real-time,high,Epic Bridges,HR,ambiguous endpoint name,SRC-HCDN-INT-049
INT-HCDN-00241,APP-HCDN-00018,APP-HCDN-00769,FHIR/API,near real-time,standard,interface engine,Supply Chain,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-00242,APP-HCDN-00025,APP-HCDN-00786,X12 EDI,hourly,standard,API gateway,Privacy,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-00243,APP-HCDN-00032,APP-HCDN-00803,SFTP flat file,daily,critical,SFTP hub,Compliance,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-00244,APP-HCDN-00039,APP-HCDN-00820,database link,weekly,standard,SSIS runtime,Provider Network,source-backed candidate,SRC-HCDN-INT-053
INT-HCDN-00245,APP-HCDN-00046,APP-HCDN-00837,SSIS package,monthly,standard,data pipeline orchestrator,Value-Based Care,source-backed candidate,SRC-HCDN-INT-054
INT-HCDN-00246,APP-HCDN-00053,APP-HCDN-00854,Epic Bridges,event-driven,high,claims EDI gateway,Clinical Operations,source-backed candidate,SRC-HCDN-INT-055
INT-HCDN-00247,APP-HCDN-00060,APP-HCDN-00871,event stream,nightly batch,standard,FHIR gateway,Revenue Cycle,retired/active duplicate,SRC-HCDN-INT-056
INT-HCDN-00248,APP-HCDN-00067,APP-HCDN-00888,batch extract,real-time,standard,Epic Bridges,Patient Access,source-backed candidate,SRC-HCDN-INT-057
INT-HCDN-00249,APP-HCDN-00074,APP-HCDN-00905,vendor API,near real-time,high,interface engine,Interoperability,source-backed candidate,SRC-HCDN-INT-058
INT-HCDN-00250,APP-HCDN-00081,APP-HCDN-00922,HL7 v2,hourly,standard,API gateway,Population Health,source-backed candidate,SRC-HCDN-INT-059
INT-HCDN-00251,APP-HCDN-00088,APP-HCDN-00939,FHIR/API,daily,standard,SFTP hub,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-060
INT-HCDN-00252,APP-HCDN-00095,APP-HCDN-00956,X12 EDI,weekly,critical,SSIS runtime,Medicare Advantage,ambiguous endpoint name,SRC-HCDN-INT-061
INT-HCDN-00253,APP-HCDN-00102,APP-HCDN-00973,SFTP flat file,monthly,standard,data pipeline orchestrator,Claims Operations,source-backed candidate,SRC-HCDN-INT-062
INT-HCDN-00254,APP-HCDN-00109,APP-HCDN-00990,database link,event-driven,standard,claims EDI gateway,Utilization Management,source-backed candidate,SRC-HCDN-INT-063
INT-HCDN-00255,APP-HCDN-00116,APP-HCDN-01007,SSIS package,nightly batch,high,FHIR gateway,Member Services,source-backed candidate,SRC-HCDN-INT-064
INT-HCDN-00256,APP-HCDN-00123,APP-HCDN-01024,Epic Bridges,real-time,standard,Epic Bridges,Quality and Stars,source-backed candidate,SRC-HCDN-INT-001
INT-HCDN-00257,APP-HCDN-00130,APP-HCDN-01041,event stream,near real-time,standard,interface engine,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-002
INT-HCDN-00258,APP-HCDN-00137,APP-HCDN-01058,batch extract,hourly,high,API gateway,Care Management,source-backed candidate,SRC-HCDN-INT-003
INT-HCDN-00259,APP-HCDN-00144,APP-HCDN-01075,vendor API,daily,standard,SFTP hub,Finance,source-backed candidate,SRC-HCDN-INT-004
INT-HCDN-00260,APP-HCDN-00151,APP-HCDN-01092,HL7 v2,weekly,standard,SSIS runtime,Coding,retired/active duplicate,SRC-HCDN-INT-005
INT-HCDN-00261,APP-HCDN-00158,APP-HCDN-01109,FHIR/API,monthly,critical,data pipeline orchestrator,Payer Contracting,source-backed candidate,SRC-HCDN-INT-006
INT-HCDN-00262,APP-HCDN-00165,APP-HCDN-01126,X12 EDI,event-driven,standard,claims EDI gateway,Digital Front Door,source-backed candidate,SRC-HCDN-INT-007
INT-HCDN-00263,APP-HCDN-00172,APP-HCDN-01143,SFTP flat file,nightly batch,standard,FHIR gateway,Contact Center,source-backed candidate,SRC-HCDN-INT-008
INT-HCDN-00264,APP-HCDN-00179,APP-HCDN-01160,database link,real-time,high,Epic Bridges,Ambulatory Care,ambiguous endpoint name,SRC-HCDN-INT-009
INT-HCDN-00265,APP-HCDN-00186,APP-HCDN-01177,SSIS package,near real-time,standard,interface engine,Emergency Department,source-backed candidate,SRC-HCDN-INT-010
INT-HCDN-00266,APP-HCDN-00193,APP-HCDN-01194,Epic Bridges,hourly,standard,API gateway,Inpatient,source-backed candidate,SRC-HCDN-INT-011
INT-HCDN-00267,APP-HCDN-00200,APP-HCDN-01211,event stream,daily,high,SFTP hub,Surgery,source-backed candidate,SRC-HCDN-INT-012
INT-HCDN-00268,APP-HCDN-00207,APP-HCDN-01228,batch extract,weekly,standard,SSIS runtime,Imaging,source-backed candidate,SRC-HCDN-INT-013
INT-HCDN-00269,APP-HCDN-00214,APP-HCDN-01245,vendor API,monthly,standard,data pipeline orchestrator,Lab,source-backed candidate,SRC-HCDN-INT-014
INT-HCDN-00270,APP-HCDN-00221,APP-HCDN-01262,HL7 v2,event-driven,critical,claims EDI gateway,Pharmacy,source-backed candidate,SRC-HCDN-INT-015
INT-HCDN-00271,APP-HCDN-00228,APP-HCDN-01279,FHIR/API,nightly batch,standard,FHIR gateway,Oncology,source-backed candidate,SRC-HCDN-INT-016
INT-HCDN-00272,APP-HCDN-00235,APP-HCDN-01296,X12 EDI,real-time,standard,Epic Bridges,Cardiology,source-backed candidate,SRC-HCDN-INT-017
INT-HCDN-00273,APP-HCDN-00242,APP-HCDN-01313,SFTP flat file,near real-time,high,interface engine,Data and Analytics,retired/active duplicate,SRC-HCDN-INT-018
INT-HCDN-00274,APP-HCDN-00249,APP-HCDN-01330,database link,hourly,standard,API gateway,Clinical Analytics,source-backed candidate,SRC-HCDN-INT-019
INT-HCDN-00275,APP-HCDN-00256,APP-HCDN-01347,SSIS package,daily,standard,SFTP hub,Actuarial,source-backed candidate,SRC-HCDN-INT-020
INT-HCDN-00276,APP-HCDN-00263,APP-HCDN-01364,Epic Bridges,weekly,high,SSIS runtime,Departmental Reporting,ambiguous endpoint name,SRC-HCDN-INT-021
INT-HCDN-00277,APP-HCDN-00270,APP-HCDN-01381,event stream,monthly,standard,data pipeline orchestrator,AI Transformation,source-backed candidate,SRC-HCDN-INT-022
INT-HCDN-00278,APP-HCDN-00277,APP-HCDN-01398,batch extract,event-driven,standard,claims EDI gateway,Technology,source-backed candidate,SRC-HCDN-INT-023
INT-HCDN-00279,APP-HCDN-00284,APP-HCDN-01415,vendor API,nightly batch,critical,FHIR gateway,Security,source-backed candidate,SRC-HCDN-INT-024
INT-HCDN-00280,APP-HCDN-00291,APP-HCDN-01432,HL7 v2,real-time,standard,Epic Bridges,Procurement,source-backed candidate,SRC-HCDN-INT-025
INT-HCDN-00281,APP-HCDN-00298,APP-HCDN-01449,FHIR/API,near real-time,standard,interface engine,HR,source-backed candidate,SRC-HCDN-INT-026
INT-HCDN-00282,APP-HCDN-00305,APP-HCDN-01466,X12 EDI,hourly,high,API gateway,Supply Chain,source-backed candidate,SRC-HCDN-INT-027
INT-HCDN-00283,APP-HCDN-00312,APP-HCDN-01483,SFTP flat file,daily,standard,SFTP hub,Privacy,source-backed candidate,SRC-HCDN-INT-028
INT-HCDN-00284,APP-HCDN-00319,APP-HCDN-01500,database link,weekly,standard,SSIS runtime,Compliance,source-backed candidate,SRC-HCDN-INT-029
INT-HCDN-00285,APP-HCDN-00326,APP-HCDN-01517,SSIS package,monthly,high,data pipeline orchestrator,Provider Network,source-backed candidate,SRC-HCDN-INT-030
INT-HCDN-00286,APP-HCDN-00333,APP-HCDN-01534,Epic Bridges,event-driven,standard,claims EDI gateway,Value-Based Care,retired/active duplicate,SRC-HCDN-INT-031
INT-HCDN-00287,APP-HCDN-00340,APP-HCDN-01551,event stream,nightly batch,standard,FHIR gateway,Clinical Operations,source-backed candidate,SRC-HCDN-INT-032
INT-HCDN-00288,APP-HCDN-00347,APP-HCDN-01568,batch extract,real-time,critical,Epic Bridges,Revenue Cycle,ambiguous endpoint name,SRC-HCDN-INT-033
INT-HCDN-00289,APP-HCDN-00354,APP-HCDN-01585,vendor API,near real-time,standard,interface engine,Patient Access,source-backed candidate,SRC-HCDN-INT-034
INT-HCDN-00290,APP-HCDN-00361,APP-HCDN-01602,HL7 v2,hourly,standard,API gateway,Interoperability,source-backed candidate,SRC-HCDN-INT-035
INT-HCDN-00291,APP-HCDN-00368,APP-HCDN-01619,FHIR/API,daily,high,SFTP hub,Population Health,source-backed candidate,SRC-HCDN-INT-036
INT-HCDN-00292,APP-HCDN-00375,APP-HCDN-01636,X12 EDI,weekly,standard,SSIS runtime,Health Plan Operations,source-backed candidate,SRC-HCDN-INT-037
INT-HCDN-00293,APP-HCDN-00382,APP-HCDN-01653,SFTP flat file,monthly,standard,data pipeline orchestrator,Medicare Advantage,source-backed candidate,SRC-HCDN-INT-038
INT-HCDN-00294,APP-HCDN-00389,APP-HCDN-01670,database link,event-driven,high,claims EDI gateway,Claims Operations,source-backed candidate,SRC-HCDN-INT-039
INT-HCDN-00295,APP-HCDN-00396,APP-HCDN-00017,SSIS package,nightly batch,standard,FHIR gateway,Utilization Management,source-backed candidate,SRC-HCDN-INT-040
INT-HCDN-00296,APP-HCDN-00403,APP-HCDN-00034,Epic Bridges,real-time,standard,Epic Bridges,Member Services,source-backed candidate,SRC-HCDN-INT-041
INT-HCDN-00297,APP-HCDN-00410,APP-HCDN-00051,event stream,near real-time,critical,interface engine,Quality and Stars,source-backed candidate,SRC-HCDN-INT-042
INT-HCDN-00298,APP-HCDN-00417,APP-HCDN-00068,batch extract,hourly,standard,API gateway,Risk Adjustment,source-backed candidate,SRC-HCDN-INT-043
INT-HCDN-00299,APP-HCDN-00424,APP-HCDN-00085,vendor API,daily,standard,SFTP hub,Care Management,retired/active duplicate,SRC-HCDN-INT-044
INT-HCDN-00300,APP-HCDN-00431,APP-HCDN-00102,HL7 v2,weekly,high,SSIS runtime,Finance,ambiguous endpoint name,SRC-HCDN-INT-045
INT-HCDN-00301,APP-HCDN-00438,APP-HCDN-00119,FHIR/API,monthly,standard,data pipeline orchestrator,Coding,source-backed candidate,SRC-HCDN-INT-046
INT-HCDN-00302,APP-HCDN-00445,APP-HCDN-00136,X12 EDI,event-driven,standard,claims EDI gateway,Payer Contracting,source-backed candidate,SRC-HCDN-INT-047
INT-HCDN-00303,APP-HCDN-00452,APP-HCDN-00153,SFTP flat file,nightly batch,high,FHIR gateway,Digital Front Door,source-backed candidate,SRC-HCDN-INT-048
INT-HCDN-00304,APP-HCDN-00459,APP-HCDN-00170,database link,real-time,standard,Epic Bridges,Contact Center,source-backed candidate,SRC-HCDN-INT-049
INT-HCDN-00305,APP-HCDN-00466,APP-HCDN-00187,SSIS package,near real-time,standard,interface engine,Ambulatory Care,source-backed candidate,SRC-HCDN-INT-050
INT-HCDN-00306,APP-HCDN-00473,APP-HCDN-00204,Epic Bridges,hourly,critical,API gateway,Emergency Department,source-backed candidate,SRC-HCDN-INT-051
INT-HCDN-00307,APP-HCDN-00480,APP-HCDN-00221,event stream,daily,standard,SFTP hub,Inpatient,source-backed candidate,SRC-HCDN-INT-052
INT-HCDN-00308,APP-HCDN-00487,APP-HCDN-00238,batch extract,weekly,standard,SSIS runtime,Surgery,source-backed candidate,SRC-HCDN-INT-053
INT-HCDN-00309,APP-HCDN-00494,APP-HCDN-00255,vendor API,monthly,high,data pipeline orchestrator,Imaging,source-backed candidate,SRC-HCDN-INT-054
