data_product_id,data_product_name,domain,platform_pattern,business_function,logical_footprint,ingestion_pattern,lineage_status,ai_or_bi_use,vendor_id
DATA-HCDN-00113,PATIENT_ACCESS product 00113,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,AI Transformation,1.1 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-114
DATA-HCDN-00114,PHARMACY_PBM product 00114,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Technology,1.1 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-115
DATA-HCDN-00115,FINANCE_ACTUARIAL product 00115,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Security,1.1 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-116
DATA-HCDN-00116,CLOUD_AI_USE_CASES product 00116,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Procurement,1.2 TB/PB logical footprint family,Epic extract,lineage candidate,AI governance candidate,VEND-HCDN-117
DATA-HCDN-00117,CLINICAL_EVENTS product 00117,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,HR,1.2 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-118
DATA-HCDN-00118,QUALITY_STARS product 00118,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Supply Chain,1.3 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-119
DATA-HCDN-00119,RAF_RISK_ADJUSTMENT product 00119,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Privacy,1.3 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-120
DATA-HCDN-00120,CLAIMS_MEMBER product 00120,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Compliance,1.3 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-121
DATA-HCDN-00121,REVENUE_CYCLE product 00121,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Provider Network,1.4 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-122
DATA-HCDN-00122,PATIENT_ACCESS product 00122,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Value-Based Care,1.4 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-123
DATA-HCDN-00123,PHARMACY_PBM product 00123,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Clinical Operations,1.5 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-124
DATA-HCDN-00124,FINANCE_ACTUARIAL product 00124,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Revenue Cycle,1.5 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-125
DATA-HCDN-00125,CLOUD_AI_USE_CASES product 00125,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Patient Access,1.5 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,AI governance candidate,VEND-HCDN-126
DATA-HCDN-00126,CLINICAL_EVENTS product 00126,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Interoperability,1.6 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-127
DATA-HCDN-00127,QUALITY_STARS product 00127,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Population Health,1.6 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-128
DATA-HCDN-00128,RAF_RISK_ADJUSTMENT product 00128,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Health Plan Operations,1.7 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-129
DATA-HCDN-00129,CLAIMS_MEMBER product 00129,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Medicare Advantage,1.7 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-130
DATA-HCDN-00130,REVENUE_CYCLE product 00130,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Claims Operations,1.7 TB/PB logical footprint family,Epic extract,conflicting KPI definition,BI / operational analytics,VEND-HCDN-131
DATA-HCDN-00131,PATIENT_ACCESS product 00131,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Utilization Management,1.8 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-132
DATA-HCDN-00132,PHARMACY_PBM product 00132,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Member Services,1.8 TB/PB logical footprint family,manual spreadsheet upload,lineage incomplete,BI / operational analytics,VEND-HCDN-133
DATA-HCDN-00133,FINANCE_ACTUARIAL product 00133,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Quality and Stars,1.9 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-134
DATA-HCDN-00134,CLOUD_AI_USE_CASES product 00134,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Risk Adjustment,1.9 TB/PB logical footprint family,X12/claims feed,lineage candidate,AI governance candidate,VEND-HCDN-135
DATA-HCDN-00135,CLINICAL_EVENTS product 00135,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Care Management,1.9 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-136
DATA-HCDN-00136,QUALITY_STARS product 00136,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Finance,2.0 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-137
DATA-HCDN-00137,RAF_RISK_ADJUSTMENT product 00137,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Coding,2.0 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-138
DATA-HCDN-00138,CLAIMS_MEMBER product 00138,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Payer Contracting,2.1 TB/PB logical footprint family,cloud pipeline,lineage incomplete,BI / operational analytics,VEND-HCDN-139
DATA-HCDN-00139,REVENUE_CYCLE product 00139,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Digital Front Door,2.1 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-140
DATA-HCDN-00140,PATIENT_ACCESS product 00140,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Contact Center,2.1 TB/PB logical footprint family,HL7/FHIR feed,conflicting KPI definition,BI / operational analytics,VEND-HCDN-141
DATA-HCDN-00141,PHARMACY_PBM product 00141,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Ambulatory Care,2.2 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-142
DATA-HCDN-00142,FINANCE_ACTUARIAL product 00142,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Emergency Department,2.2 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-143
DATA-HCDN-00143,CLOUD_AI_USE_CASES product 00143,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Inpatient,2.3 TB/PB logical footprint family,SFTP flat file,lineage candidate,AI governance candidate,VEND-HCDN-144
DATA-HCDN-00144,CLINICAL_EVENTS product 00144,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Surgery,2.3 TB/PB logical footprint family,Epic extract,lineage incomplete,BI / operational analytics,VEND-HCDN-145
DATA-HCDN-00145,QUALITY_STARS product 00145,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Imaging,2.3 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-146
DATA-HCDN-00146,RAF_RISK_ADJUSTMENT product 00146,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Lab,2.4 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-147
DATA-HCDN-00147,CLAIMS_MEMBER product 00147,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Pharmacy,2.4 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-148
DATA-HCDN-00148,REVENUE_CYCLE product 00148,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Oncology,2.5 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-149
DATA-HCDN-00149,PATIENT_ACCESS product 00149,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Cardiology,2.5 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-150
DATA-HCDN-00150,PHARMACY_PBM product 00150,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Data and Analytics,2.5 TB/PB logical footprint family,SFTP flat file,lineage incomplete,BI / operational analytics,VEND-HCDN-151
DATA-HCDN-00151,FINANCE_ACTUARIAL product 00151,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Clinical Analytics,2.6 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-152
DATA-HCDN-00152,CLOUD_AI_USE_CASES product 00152,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Actuarial,2.6 TB/PB logical footprint family,cloud pipeline,lineage candidate,AI governance candidate,VEND-HCDN-153
DATA-HCDN-00153,CLINICAL_EVENTS product 00153,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Departmental Reporting,2.7 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-154
DATA-HCDN-00154,QUALITY_STARS product 00154,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,AI Transformation,2.7 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,BI / operational analytics,VEND-HCDN-155
DATA-HCDN-00155,RAF_RISK_ADJUSTMENT product 00155,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Technology,2.7 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-156
DATA-HCDN-00156,CLAIMS_MEMBER product 00156,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Security,2.8 TB/PB logical footprint family,SSIS batch,lineage incomplete,BI / operational analytics,VEND-HCDN-157
DATA-HCDN-00157,REVENUE_CYCLE product 00157,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Procurement,2.8 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-158
DATA-HCDN-00158,PATIENT_ACCESS product 00158,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,HR,2.9 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-159
DATA-HCDN-00159,PHARMACY_PBM product 00159,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Supply Chain,2.9 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-160
DATA-HCDN-00160,FINANCE_ACTUARIAL product 00160,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Privacy,2.9 TB/PB logical footprint family,manual spreadsheet upload,conflicting KPI definition,BI / operational analytics,VEND-HCDN-161
DATA-HCDN-00161,CLOUD_AI_USE_CASES product 00161,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Compliance,3.0 TB/PB logical footprint family,HL7/FHIR feed,lineage candidate,AI governance candidate,VEND-HCDN-162
DATA-HCDN-00162,CLINICAL_EVENTS product 00162,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Provider Network,3.0 TB/PB logical footprint family,X12/claims feed,lineage incomplete,BI / operational analytics,VEND-HCDN-163
DATA-HCDN-00163,QUALITY_STARS product 00163,"Star Ratings, HEDIS, CAHPS and care gaps",SQL marts + quality vendor feeds,Value-Based Care,3.1 TB/PB logical footprint family,SSIS batch,lineage candidate,BI / operational analytics,VEND-HCDN-164
DATA-HCDN-00164,RAF_RISK_ADJUSTMENT product 00164,"diagnosis capture, chart review, RAF and encounter submission",payer warehouse + risk vendor extract,Clinical Operations,3.1 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-165
DATA-HCDN-00165,CLAIMS_MEMBER product 00165,"claims, enrollment, benefits and member interactions",claims warehouse + payer platform,Revenue Cycle,3.1 TB/PB logical footprint family,Epic extract,lineage candidate,BI / operational analytics,VEND-HCDN-166
DATA-HCDN-00166,REVENUE_CYCLE product 00166,"charge, coding, billing, denials and A/R",Epic Resolute + finance marts,Patient Access,3.2 TB/PB logical footprint family,cloud pipeline,lineage candidate,BI / operational analytics,VEND-HCDN-167
DATA-HCDN-00167,PATIENT_ACCESS product 00167,"scheduling, referral, contact center and digital front door",access mart + CRM/contact center extracts,Interoperability,3.2 TB/PB logical footprint family,manual spreadsheet upload,lineage candidate,BI / operational analytics,VEND-HCDN-168
DATA-HCDN-00168,PHARMACY_PBM product 00168,"medication adherence, PBM, formulary and pharmacy operations",PBM feeds + Epic Willow extracts,Population Health,3.3 TB/PB logical footprint family,HL7/FHIR feed,lineage incomplete,BI / operational analytics,VEND-HCDN-169
DATA-HCDN-00169,FINANCE_ACTUARIAL product 00169,"GL, budgeting, cost accounting, actuarial and reimbursement",finance EDW + planning marts,Health Plan Operations,3.3 TB/PB logical footprint family,X12/claims feed,lineage candidate,BI / operational analytics,VEND-HCDN-170
DATA-HCDN-00170,CLOUD_AI_USE_CASES product 00170,Azure current use cases and AWS future transformation candidates,Azure foundation + AWS candidate portfolio,Medicare Advantage,3.3 TB/PB logical footprint family,SSIS batch,conflicting KPI definition,AI governance candidate,VEND-HCDN-171
DATA-HCDN-00171,CLINICAL_EVENTS product 00171,"encounters, orders, results, medications, procedures",Epic Clarity/Caboodle + legacy EDW,Claims Operations,3.4 TB/PB logical footprint family,SFTP flat file,lineage candidate,BI / operational analytics,VEND-HCDN-172
