workforce_id,worker_type,business_function,service_tower,skill_family,delivery_location,transition_note
WORK-HCDN-00283,contractor,Privacy,Cloud Infrastructure and Data Center,revenue-cycle analyst,hybrid,standard
WORK-HCDN-00284,managed-service role,Compliance,Workplace and Contact Center,quality analyst,onsite,standard
WORK-HCDN-00285,employee,Provider Network,Security Identity and Compliance,AI product owner,nearshore,standard
WORK-HCDN-00286,contractor,Value-Based Care,Integration and Interoperability,Epic analyst,offshore,transition sensitive
WORK-HCDN-00287,managed-service role,Clinical Operations,ERP and Corporate Platforms,SQL/BI developer,hybrid,standard
WORK-HCDN-00288,employee,Revenue Cycle,Clinical and Epic AMS,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-00289,contractor,Patient Access,Payer Platform Operations,cloud engineer,nearshore,standard
WORK-HCDN-00290,managed-service role,Interoperability,Data Analytics and AI,data engineer,offshore,standard
WORK-HCDN-00291,employee,Population Health,Revenue Cycle Technology,security,hybrid,standard
WORK-HCDN-00292,contractor,Health Plan Operations,Cloud Infrastructure and Data Center,service desk,onsite,standard
WORK-HCDN-00293,managed-service role,Medicare Advantage,Workplace and Contact Center,integration engineer,nearshore,standard
WORK-HCDN-00294,employee,Claims Operations,Security Identity and Compliance,revenue-cycle analyst,offshore,standard
WORK-HCDN-00295,contractor,Utilization Management,Integration and Interoperability,quality analyst,hybrid,standard
WORK-HCDN-00296,managed-service role,Member Services,ERP and Corporate Platforms,AI product owner,onsite,critical knowledge holder
WORK-HCDN-00297,employee,Quality and Stars,Clinical and Epic AMS,Epic analyst,nearshore,transition sensitive
WORK-HCDN-00298,contractor,Risk Adjustment,Payer Platform Operations,SQL/BI developer,offshore,standard
WORK-HCDN-00299,managed-service role,Care Management,Data Analytics and AI,claims platform analyst,hybrid,standard
WORK-HCDN-00300,employee,Finance,Revenue Cycle Technology,cloud engineer,onsite,standard
WORK-HCDN-00301,contractor,Coding,Cloud Infrastructure and Data Center,data engineer,nearshore,standard
WORK-HCDN-00302,managed-service role,Payer Contracting,Workplace and Contact Center,security,offshore,standard
WORK-HCDN-00303,employee,Digital Front Door,Security Identity and Compliance,service desk,hybrid,standard
WORK-HCDN-00304,contractor,Contact Center,Integration and Interoperability,integration engineer,onsite,critical knowledge holder
WORK-HCDN-00305,managed-service role,Ambulatory Care,ERP and Corporate Platforms,revenue-cycle analyst,nearshore,standard
WORK-HCDN-00306,employee,Emergency Department,Clinical and Epic AMS,quality analyst,offshore,standard
WORK-HCDN-00307,contractor,Inpatient,Payer Platform Operations,AI product owner,hybrid,standard
WORK-HCDN-00308,managed-service role,Surgery,Data Analytics and AI,Epic analyst,onsite,transition sensitive
WORK-HCDN-00309,employee,Imaging,Revenue Cycle Technology,SQL/BI developer,nearshore,standard
WORK-HCDN-00310,contractor,Lab,Cloud Infrastructure and Data Center,claims platform analyst,offshore,standard
WORK-HCDN-00311,managed-service role,Pharmacy,Workplace and Contact Center,cloud engineer,hybrid,standard
WORK-HCDN-00312,employee,Oncology,Security Identity and Compliance,data engineer,onsite,critical knowledge holder
WORK-HCDN-00313,contractor,Cardiology,Integration and Interoperability,security,nearshore,standard
WORK-HCDN-00314,managed-service role,Data and Analytics,ERP and Corporate Platforms,service desk,offshore,standard
WORK-HCDN-00315,employee,Clinical Analytics,Clinical and Epic AMS,integration engineer,hybrid,standard
WORK-HCDN-00316,contractor,Actuarial,Payer Platform Operations,revenue-cycle analyst,onsite,standard
WORK-HCDN-00317,managed-service role,Departmental Reporting,Data Analytics and AI,quality analyst,nearshore,standard
WORK-HCDN-00318,employee,AI Transformation,Revenue Cycle Technology,AI product owner,offshore,standard
WORK-HCDN-00319,contractor,Technology,Cloud Infrastructure and Data Center,Epic analyst,hybrid,transition sensitive
WORK-HCDN-00320,managed-service role,Security,Workplace and Contact Center,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-00321,employee,Procurement,Security Identity and Compliance,claims platform analyst,nearshore,standard
WORK-HCDN-00322,contractor,HR,Integration and Interoperability,cloud engineer,offshore,standard
WORK-HCDN-00323,managed-service role,Supply Chain,ERP and Corporate Platforms,data engineer,hybrid,standard
WORK-HCDN-00324,employee,Privacy,Clinical and Epic AMS,security,onsite,standard
WORK-HCDN-00325,contractor,Compliance,Payer Platform Operations,service desk,nearshore,standard
WORK-HCDN-00326,managed-service role,Provider Network,Data Analytics and AI,integration engineer,offshore,standard
WORK-HCDN-00327,employee,Value-Based Care,Revenue Cycle Technology,revenue-cycle analyst,hybrid,standard
WORK-HCDN-00328,contractor,Clinical Operations,Cloud Infrastructure and Data Center,quality analyst,onsite,critical knowledge holder
WORK-HCDN-00329,managed-service role,Revenue Cycle,Workplace and Contact Center,AI product owner,nearshore,standard
WORK-HCDN-00330,employee,Patient Access,Security Identity and Compliance,Epic analyst,offshore,transition sensitive
WORK-HCDN-00331,contractor,Interoperability,Integration and Interoperability,SQL/BI developer,hybrid,standard
WORK-HCDN-00332,managed-service role,Population Health,ERP and Corporate Platforms,claims platform analyst,onsite,standard
WORK-HCDN-00333,employee,Health Plan Operations,Clinical and Epic AMS,cloud engineer,nearshore,standard
WORK-HCDN-00334,contractor,Medicare Advantage,Payer Platform Operations,data engineer,offshore,standard
WORK-HCDN-00335,managed-service role,Claims Operations,Data Analytics and AI,security,hybrid,standard
WORK-HCDN-00336,employee,Utilization Management,Revenue Cycle Technology,service desk,onsite,critical knowledge holder
WORK-HCDN-00337,contractor,Member Services,Cloud Infrastructure and Data Center,integration engineer,nearshore,standard
WORK-HCDN-00338,managed-service role,Quality and Stars,Workplace and Contact Center,revenue-cycle analyst,offshore,standard
WORK-HCDN-00339,employee,Risk Adjustment,Security Identity and Compliance,quality analyst,hybrid,standard
WORK-HCDN-00340,contractor,Care Management,Integration and Interoperability,AI product owner,onsite,standard
WORK-HCDN-00341,managed-service role,Finance,ERP and Corporate Platforms,Epic analyst,nearshore,transition sensitive
WORK-HCDN-00342,employee,Coding,Clinical and Epic AMS,SQL/BI developer,offshore,standard
WORK-HCDN-00343,contractor,Payer Contracting,Payer Platform Operations,claims platform analyst,hybrid,standard
WORK-HCDN-00344,managed-service role,Digital Front Door,Data Analytics and AI,cloud engineer,onsite,critical knowledge holder
WORK-HCDN-00345,employee,Contact Center,Revenue Cycle Technology,data engineer,nearshore,standard
WORK-HCDN-00346,contractor,Ambulatory Care,Cloud Infrastructure and Data Center,security,offshore,standard
WORK-HCDN-00347,managed-service role,Emergency Department,Workplace and Contact Center,service desk,hybrid,standard
WORK-HCDN-00348,employee,Inpatient,Security Identity and Compliance,integration engineer,onsite,standard
WORK-HCDN-00349,contractor,Surgery,Integration and Interoperability,revenue-cycle analyst,nearshore,standard
WORK-HCDN-00350,managed-service role,Imaging,ERP and Corporate Platforms,quality analyst,offshore,standard
WORK-HCDN-00351,employee,Lab,Clinical and Epic AMS,AI product owner,hybrid,standard
WORK-HCDN-00352,contractor,Pharmacy,Payer Platform Operations,Epic analyst,onsite,critical knowledge holder
WORK-HCDN-00353,managed-service role,Oncology,Data Analytics and AI,SQL/BI developer,nearshore,standard
WORK-HCDN-00354,employee,Cardiology,Revenue Cycle Technology,claims platform analyst,offshore,standard
WORK-HCDN-00355,contractor,Data and Analytics,Cloud Infrastructure and Data Center,cloud engineer,hybrid,standard
WORK-HCDN-00356,managed-service role,Clinical Analytics,Workplace and Contact Center,data engineer,onsite,standard
WORK-HCDN-00357,employee,Actuarial,Security Identity and Compliance,security,nearshore,standard
WORK-HCDN-00358,contractor,Departmental Reporting,Integration and Interoperability,service desk,offshore,standard
WORK-HCDN-00359,managed-service role,AI Transformation,ERP and Corporate Platforms,integration engineer,hybrid,standard
WORK-HCDN-00360,employee,Technology,Clinical and Epic AMS,revenue-cycle analyst,onsite,critical knowledge holder
WORK-HCDN-00361,contractor,Security,Payer Platform Operations,quality analyst,nearshore,standard
WORK-HCDN-00362,managed-service role,Procurement,Data Analytics and AI,AI product owner,offshore,standard
WORK-HCDN-00363,employee,HR,Revenue Cycle Technology,Epic analyst,hybrid,transition sensitive
WORK-HCDN-00364,contractor,Supply Chain,Cloud Infrastructure and Data Center,SQL/BI developer,onsite,standard
WORK-HCDN-00365,managed-service role,Privacy,Workplace and Contact Center,claims platform analyst,nearshore,standard
WORK-HCDN-00366,employee,Compliance,Security Identity and Compliance,cloud engineer,offshore,standard
WORK-HCDN-00367,contractor,Provider Network,Integration and Interoperability,data engineer,hybrid,standard
WORK-HCDN-00368,managed-service role,Value-Based Care,ERP and Corporate Platforms,security,onsite,critical knowledge holder
WORK-HCDN-00369,employee,Clinical Operations,Clinical and Epic AMS,service desk,nearshore,standard
WORK-HCDN-00370,contractor,Revenue Cycle,Payer Platform Operations,integration engineer,offshore,standard
WORK-HCDN-00371,managed-service role,Patient Access,Data Analytics and AI,revenue-cycle analyst,hybrid,standard
WORK-HCDN-00372,employee,Interoperability,Revenue Cycle Technology,quality analyst,onsite,standard
WORK-HCDN-00373,contractor,Population Health,Cloud Infrastructure and Data Center,AI product owner,nearshore,standard
WORK-HCDN-00374,managed-service role,Health Plan Operations,Workplace and Contact Center,Epic analyst,offshore,transition sensitive
WORK-HCDN-00375,employee,Medicare Advantage,Security Identity and Compliance,SQL/BI developer,hybrid,standard
WORK-HCDN-00376,contractor,Claims Operations,Integration and Interoperability,claims platform analyst,onsite,critical knowledge holder
WORK-HCDN-00377,managed-service role,Utilization Management,ERP and Corporate Platforms,cloud engineer,nearshore,standard
WORK-HCDN-00378,employee,Member Services,Clinical and Epic AMS,data engineer,offshore,standard
WORK-HCDN-00379,contractor,Quality and Stars,Payer Platform Operations,security,hybrid,standard
WORK-HCDN-00380,managed-service role,Risk Adjustment,Data Analytics and AI,service desk,onsite,standard
WORK-HCDN-00381,employee,Care Management,Revenue Cycle Technology,integration engineer,nearshore,standard
WORK-HCDN-00382,contractor,Finance,Cloud Infrastructure and Data Center,revenue-cycle analyst,offshore,standard
WORK-HCDN-00383,managed-service role,Coding,Workplace and Contact Center,quality analyst,hybrid,standard
WORK-HCDN-00384,employee,Payer Contracting,Security Identity and Compliance,AI product owner,onsite,critical knowledge holder
WORK-HCDN-00385,contractor,Digital Front Door,Integration and Interoperability,Epic analyst,nearshore,transition sensitive
WORK-HCDN-00386,managed-service role,Contact Center,ERP and Corporate Platforms,SQL/BI developer,offshore,standard
WORK-HCDN-00387,employee,Ambulatory Care,Clinical and Epic AMS,claims platform analyst,hybrid,standard
WORK-HCDN-00388,contractor,Emergency Department,Payer Platform Operations,cloud engineer,onsite,standard
WORK-HCDN-00389,managed-service role,Inpatient,Data Analytics and AI,data engineer,nearshore,standard
WORK-HCDN-00390,employee,Surgery,Revenue Cycle Technology,security,offshore,standard
WORK-HCDN-00391,contractor,Imaging,Cloud Infrastructure and Data Center,service desk,hybrid,standard
WORK-HCDN-00392,managed-service role,Lab,Workplace and Contact Center,integration engineer,onsite,critical knowledge holder
WORK-HCDN-00393,employee,Pharmacy,Security Identity and Compliance,revenue-cycle analyst,nearshore,standard
WORK-HCDN-00394,contractor,Oncology,Integration and Interoperability,quality analyst,offshore,standard
WORK-HCDN-00395,managed-service role,Cardiology,ERP and Corporate Platforms,AI product owner,hybrid,standard
WORK-HCDN-00396,employee,Data and Analytics,Clinical and Epic AMS,Epic analyst,onsite,transition sensitive
WORK-HCDN-00397,contractor,Clinical Analytics,Payer Platform Operations,SQL/BI developer,nearshore,standard
WORK-HCDN-00398,managed-service role,Actuarial,Data Analytics and AI,claims platform analyst,offshore,standard
WORK-HCDN-00399,employee,Departmental Reporting,Revenue Cycle Technology,cloud engineer,hybrid,standard
WORK-HCDN-00400,contractor,AI Transformation,Cloud Infrastructure and Data Center,data engineer,onsite,critical knowledge holder
WORK-HCDN-00401,managed-service role,Technology,Workplace and Contact Center,security,nearshore,standard
WORK-HCDN-00402,employee,Security,Security Identity and Compliance,service desk,offshore,standard
WORK-HCDN-00403,contractor,Procurement,Integration and Interoperability,integration engineer,hybrid,standard
WORK-HCDN-00404,managed-service role,HR,ERP and Corporate Platforms,revenue-cycle analyst,onsite,standard
WORK-HCDN-00405,employee,Supply Chain,Clinical and Epic AMS,quality analyst,nearshore,standard
WORK-HCDN-00406,contractor,Privacy,Payer Platform Operations,AI product owner,offshore,standard
WORK-HCDN-00407,managed-service role,Compliance,Data Analytics and AI,Epic analyst,hybrid,transition sensitive
WORK-HCDN-00408,employee,Provider Network,Revenue Cycle Technology,SQL/BI developer,onsite,critical knowledge holder
WORK-HCDN-00409,contractor,Value-Based Care,Cloud Infrastructure and Data Center,claims platform analyst,nearshore,standard
WORK-HCDN-00410,managed-service role,Clinical Operations,Workplace and Contact Center,cloud engineer,offshore,standard
WORK-HCDN-00411,employee,Revenue Cycle,Security Identity and Compliance,data engineer,hybrid,standard
WORK-HCDN-00412,contractor,Patient Access,Integration and Interoperability,security,onsite,standard
