kpi_id,kpi_name,owner_function,population,disclosure_mode,direction,evidence_state,source_data_product_id,definition_state,source_id
KPI-HCDN-0629,Network adequacy measure 0629,Coding,Dual eligible,withheld,lower is better,needs owner signoff,DATA-HCDN-00630,contractual incentive use,SRC-HCDN-KPI-054
KPI-HCDN-0630,Claims leakage measure 0630,Payer Contracting,Specialty/supplemental,exact,within threshold,conflicting source,DATA-HCDN-00631,numerator in source,SRC-HCDN-KPI-055
KPI-HCDN-0631,Medical cost trend measure 0631,Digital Front Door,Provider enterprise,range,binary gate,industry pattern only,DATA-HCDN-00632,denominator in source,SRC-HCDN-KPI-056
KPI-HCDN-0632,Quality incentive attainment measure 0632,Contact Center,Medicare Advantage,indexed,higher is better,source-backed candidate,DATA-HCDN-00633,exclusions to confirm,SRC-HCDN-KPI-057
KPI-HCDN-0633,Digital adoption measure 0633,Ambulatory Care,Commercial,trend-only,lower is better,needs owner signoff,DATA-HCDN-00634,latency to confirm,SRC-HCDN-KPI-058
KPI-HCDN-0634,Patient access cycle time measure 0634,Emergency Department,Medicaid,withheld,within threshold,conflicting source,DATA-HCDN-00635,regulatory use,SRC-HCDN-KPI-059
KPI-HCDN-0635,Platform availability measure 0635,Inpatient,Exchange,exact,binary gate,industry pattern only,DATA-HCDN-00636,contractual incentive use,SRC-HCDN-KPI-060
KPI-HCDN-0636,SQL batch success measure 0636,Surgery,Employer group,range,higher is better,source-backed candidate,DATA-HCDN-00637,numerator in source,SRC-HCDN-KPI-061
KPI-HCDN-0637,Epic extract latency measure 0637,Imaging,Dual eligible,indexed,lower is better,needs owner signoff,DATA-HCDN-00638,denominator in source,SRC-HCDN-KPI-062
KPI-HCDN-0638,Azure use-case adoption measure 0638,Lab,Specialty/supplemental,trend-only,within threshold,conflicting source,DATA-HCDN-00639,exclusions to confirm,SRC-HCDN-KPI-063
KPI-HCDN-0639,AWS transformation readiness measure 0639,Pharmacy,Provider enterprise,withheld,binary gate,industry pattern only,DATA-HCDN-00640,latency to confirm,SRC-HCDN-KPI-064
KPI-HCDN-0640,Star Rating overall measure 0640,Oncology,Medicare Advantage,exact,higher is better,source-backed candidate,DATA-HCDN-00641,regulatory use,SRC-HCDN-KPI-065
KPI-HCDN-0641,Medication adherence measure 0641,Cardiology,Commercial,range,lower is better,needs owner signoff,DATA-HCDN-00642,contractual incentive use,SRC-HCDN-KPI-066
KPI-HCDN-0642,Diabetes HbA1c control measure 0642,Data and Analytics,Medicaid,indexed,within threshold,conflicting source,DATA-HCDN-00643,numerator in source,SRC-HCDN-KPI-067
KPI-HCDN-0643,Breast cancer screening measure 0643,Clinical Analytics,Exchange,trend-only,binary gate,industry pattern only,DATA-HCDN-00644,denominator in source,SRC-HCDN-KPI-068
KPI-HCDN-0644,CAHPS getting care quickly measure 0644,Actuarial,Employer group,withheld,higher is better,source-backed candidate,DATA-HCDN-00645,exclusions to confirm,SRC-HCDN-KPI-069
KPI-HCDN-0645,RAF coding completeness measure 0645,Departmental Reporting,Dual eligible,exact,lower is better,needs owner signoff,DATA-HCDN-00646,latency to confirm,SRC-HCDN-KPI-070
KPI-HCDN-0646,Encounter submission acceptance measure 0646,AI Transformation,Specialty/supplemental,range,within threshold,conflicting source,DATA-HCDN-00647,regulatory use,SRC-HCDN-KPI-071
KPI-HCDN-0647,Care-gap closure measure 0647,Technology,Provider enterprise,indexed,binary gate,industry pattern only,DATA-HCDN-00648,contractual incentive use,SRC-HCDN-KPI-072
KPI-HCDN-0648,Readmission rate measure 0648,Security,Medicare Advantage,trend-only,higher is better,source-backed candidate,DATA-HCDN-00649,numerator in source,SRC-HCDN-KPI-073
KPI-HCDN-0649,Length of stay measure 0649,Procurement,Commercial,withheld,lower is better,needs owner signoff,DATA-HCDN-00650,denominator in source,SRC-HCDN-KPI-074
KPI-HCDN-0650,ED throughput measure 0650,HR,Medicaid,exact,within threshold,conflicting source,DATA-HCDN-00651,exclusions to confirm,SRC-HCDN-KPI-075
