tenant,source_file,source_standard,loader_script,target_tables,object_family,expected_key_pattern,evidence_ref_fields,v3_source_row,canonical_fact_id,entity_profile_id,relationship_edge_id,legacy_bridge_dependency,active_candidate_status,safe_to_display,notes
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T02_project-milestones.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T03_tool-usage-monthly.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T04_agent-outcomes.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T05_persona-productivity.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T06_dora-delivery-metrics.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T07_benefit-realization.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships;measure_results,AI initiative / benefit / spend / risk / evidence,source_key + source_row + generated fact/entity keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T08_spend-contracts.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships;measure_results,AI initiative / benefit / spend / risk / evidence,source_key + source_row + generated fact/entity keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T09_risk-governance.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships;measure_results,AI initiative / benefit / spend / risk / evidence,source_key + source_row + generated fact/entity keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T10_evidence-items.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships;measure_results,AI initiative / benefit / spend / risk / evidence,source_key + source_row + generated fact/entity keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T11_refresh-log.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T12_derived-actions.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/ai-control-tower/T13_model-ai-inventory.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships;measure_results,AI initiative / benefit / spend / risk / evidence,source_key + source_row + generated fact/entity keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/derived/tower_financial_amounts.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;measure_results,budget / spend / value financial fact,budget fact keys and measure_result source_fact_keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/derived/tower_financial_amounts_fy2025_trend.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;measure_results,budget / spend / value financial fact,budget fact keys and measure_result source_fact_keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-1-enterprise-operating-model/F01_enterprise-profile.yaml,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-1-enterprise-operating-model/F02_business-org-functions.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-1-enterprise-operating-model/F03_it-org-ownership.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-1-enterprise-operating-model/F04_capabilities-value-streams.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-2-technology-estate/F05_applications-systems.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-2-technology-estate/F06_system-function-mapping.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-2-technology-estate/F07_infrastructure-cloud.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-2-technology-estate/F08_platform-volumetrics.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-4-financial-commercial/F11_vendors-contracts-licenses.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships,Tower supporting business record,entity keys plus source_key/source_row,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-4-financial-commercial/F12_it-budget-financials.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;measure_results,budget / spend / value financial fact,budget fact keys and measure_result source_fact_keys,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-5-execution-operations/F13_initiatives-portfolio.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships,Tower supporting business record,entity keys plus source_key/source_row,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-5-execution-operations/F14_operations-service-management.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-5-execution-operations/F15_kpis-outcome-evidence.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships,Tower supporting business record,entity keys plus source_key/source_row,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-6-governance-ai-evidence/F16_security-risk-compliance.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts;relationships,Tower supporting business record,entity keys plus source_key/source_row,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-7-outcome-intelligence/O01_business-metrics.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-7-outcome-intelligence/O02_industry-benchmarks.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-7-outcome-intelligence/O03_competitor-plays.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-7-outcome-intelligence/O04_benefits-realization.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-7-outcome-intelligence/O05_raid-log.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-7-outcome-intelligence/O06_ai-governance.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F18_leadership-org-chart.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F19_team-application-ownership.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F20_capability-system-dependency.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F21_data-product-ownership-lineage.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F22_contract-system-service-map.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F23_operational-service-map.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F24_ai-use-case-system-value-map.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F25_context-node-dictionary.csv,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,semantic entity / dependency context,entity_key and relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F26_dimension-question-contracts.yaml,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/family-8-semantic-enrichment/F27_source-context-narratives.yaml,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;facts,standardized Tower source context,source_key/source_row lineage,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,not applicable,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
skyharbor-air,tower-standardized-v1/skyharbor-air/graph/context-relationships.jsonl,tower-standardized-v1,scripts/tower/load-cio-tower-standardized-v1.mjs,source_registry;entities;relationships,relationship edge,relationship_key,source_key;source_row;source_file;source_system;source_fact_keys where materialized,not proven,not proven,not proven,cio_tower.relationships.relationship_key only,yes: Tower standardized source package/read-model,active read model after loader; no candidate flag in cio_tower schema,yes as Tower read-model fact with source-file caveat,"Source-backed to Tower standardized package, but not proven reconciled to standard-2026-07-v3 canonical row IDs."
