tenant_key,evidence_id,interview_group,relationship_status,confidence,relationship_id,relationship_type,source_entity,target_entity,relationship_evidence
meridian-health,MER-SA07-INT-EVID-0015,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0015-INITIATIVE-SPONSOR,initiative_to_sponsor,Provider quality and performance,CFO,"CFO / Finance & Value says Provider quality and performance is promising, but vendor is not decision-grade until Tableau reporting estate evidence closes: Provider contract linkage not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0016,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0016-FUNCTION-SYSTEM,function_to_system,CFO / Finance & Value,SQL Server reporting marts,"CFO / Finance & Value says End-to-end cost transparency is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0016,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0016-SYSTEM-DATA,system_to_data_asset,SQL Server reporting marts,GL,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0016,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0016-USECASE-EVIDENCE,use_case_to_evidence_needed,End-to-end cost transparency,Provider contract terms not digitized in governed form; Claims and GL calendar alignment not proven; Cost allocation rules not loaded; Margin semantic model not certified,End-to-end cost transparency phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0016,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0016-METRIC-OWNER,metric_to_owner,baseline_required,CFO,Which application or platform constraint matters most?
meridian-health,MER-SA07-INT-EVID-0016,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0016-RISK-CONTROL,risk_to_control,Margin semantic model not certified,control evidence needed,Margin semantic model not certified
meridian-health,MER-SA07-INT-EVID-0016,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0016-INITIATIVE-SPONSOR,initiative_to_sponsor,End-to-end cost transparency,CFO,"CFO / Finance & Value says End-to-end cost transparency is promising, but platform is not decision-grade until SQL Server reporting marts evidence closes: Margin semantic model not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0017,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0017-FUNCTION-SYSTEM,function_to_system,CFO / Finance & Value,Claims administration platform,"CFO / Finance & Value says Payment integrity and leakage reduction is promising, but data is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0017,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0017-SYSTEM-DATA,system_to_data_asset,Claims administration platform,recovery workflow,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded
meridian-health,MER-SA07-INT-EVID-0017,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0017-USECASE-EVIDENCE,use_case_to_evidence_needed,Payment integrity and leakage reduction,Rules and model lineage not governed; Provider entity resolution not proven; Investigation workflow evidence not loaded; Recovery realization tracking not loaded,Payment integrity and leakage reduction phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0017,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0017-METRIC-OWNER,metric_to_owner,baseline_required,CFO,Where are data quality or lineage gaps blocking confidence?
meridian-health,MER-SA07-INT-EVID-0017,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0017-RISK-CONTROL,risk_to_control,Rules and model lineage not governed,control evidence needed,Rules and model lineage not governed
meridian-health,MER-SA07-INT-EVID-0017,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0017-INITIATIVE-SPONSOR,initiative_to_sponsor,Payment integrity and leakage reduction,CFO,"CFO / Finance & Value says Payment integrity and leakage reduction is promising, but data is not decision-grade until Claims administration platform evidence closes: Rules and model lineage not governed. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0018,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0018-FUNCTION-SYSTEM,function_to_system,CFO / Finance & Value,Power BI reporting estate,"CFO / Finance & Value says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0018,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0018-SYSTEM-DATA,system_to_data_asset,Power BI reporting estate,GL,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized
meridian-health,MER-SA07-INT-EVID-0018,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0018-USECASE-EVIDENCE,use_case_to_evidence_needed,Automated close and reporting,Manual reporting maintenance load; Certified finance semantic layer not loaded; Close workflow integration not proven; Metric governance not formalized,Automated close and reporting phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0018,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0018-METRIC-OWNER,metric_to_owner,baseline_required,CFO,Which modernization priority is hardest to fund or sequence?
meridian-health,MER-SA07-INT-EVID-0018,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0018-RISK-CONTROL,risk_to_control,Certified finance semantic layer not loaded,control evidence needed,Certified finance semantic layer not loaded
meridian-health,MER-SA07-INT-EVID-0018,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0018-INITIATIVE-SPONSOR,initiative_to_sponsor,Automated close and reporting,CFO,"CFO / Finance & Value says Automated close and reporting is promising, but modernization is not decision-grade until Power BI reporting estate evidence closes: Certified finance semantic layer not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0019,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0019-FUNCTION-SYSTEM,function_to_system,CFO / Finance & Value,Epic Caboodle,"CFO / Finance & Value says Unified clinical + claims lakehouse is promising, but AI readiness is not decision-grade until Epic Caboodle evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0019,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0019-SYSTEM-DATA,system_to_data_asset,Epic Caboodle,claims,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready
meridian-health,MER-SA07-INT-EVID-0019,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0019-USECASE-EVIDENCE,use_case_to_evidence_needed,Unified clinical + claims lakehouse,No certified medallion architecture; No patient/member identity spine loaded; Claims and pharmacy harmonization not proven; AWS/Databricks foundation not ready,Unified clinical + claims lakehouse phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0019,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0019-METRIC-OWNER,metric_to_owner,baseline_required,CFO,Which AI use case has executive appetite but weak evidence?
meridian-health,MER-SA07-INT-EVID-0019,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0019-RISK-CONTROL,risk_to_control,Claims and pharmacy harmonization not proven,control evidence needed,Claims and pharmacy harmonization not proven
meridian-health,MER-SA07-INT-EVID-0019,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0019-INITIATIVE-SPONSOR,initiative_to_sponsor,Unified clinical + claims lakehouse,CFO,"CFO / Finance & Value says Unified clinical + claims lakehouse is promising, but AI readiness is not decision-grade until Epic Caboodle evidence closes: Claims and pharmacy harmonization not proven. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0020,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0020-FUNCTION-SYSTEM,function_to_system,CFO / Finance & Value,Databricks on AWS,"CFO / Finance & Value says Governed data foundation for AI / LLM automation is promising, but risk is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0020,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0020-SYSTEM-DATA,system_to_data_asset,Databricks on AWS,utilization management,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded
meridian-health,MER-SA07-INT-EVID-0020,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0020-USECASE-EVIDENCE,use_case_to_evidence_needed,Governed data foundation for AI / LLM automation,No formal data governance; No certified semantic layer; No AI audit trail evidence; Data quality rules not loaded,Governed data foundation for AI / LLM automation phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0020,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0020-METRIC-OWNER,metric_to_owner,baseline_required,CFO,What risk or control would block production use?
meridian-health,MER-SA07-INT-EVID-0020,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0020-RISK-CONTROL,risk_to_control,Data quality rules not loaded,control evidence needed,Data quality rules not loaded
meridian-health,MER-SA07-INT-EVID-0020,CFO / Finance & Value,candidate_until_validated,high,MER-SA07-REL-0020-INITIATIVE-SPONSOR,initiative_to_sponsor,Governed data foundation for AI / LLM automation,CFO,"CFO / Finance & Value says Governed data foundation for AI / LLM automation is promising, but risk is not decision-grade until Databricks on AWS evidence closes: Data quality rules not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0021,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0021-FUNCTION-SYSTEM,function_to_system,CFO / Finance & Value,Contact center transcript and telephony platform,"CFO / Finance & Value says Call center optimization is promising, but metrics is not decision-grade until Contact center transcript and telephony platform evidence closes: Transcript governance not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet."
meridian-health,MER-SA07-INT-EVID-0021,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0021-SYSTEM-DATA,system_to_data_asset,Contact center transcript and telephony platform,intent taxonomy,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven
meridian-health,MER-SA07-INT-EVID-0021,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0021-USECASE-EVIDENCE,use_case_to_evidence_needed,Call center optimization,Transcript governance not loaded; Real-time integration not proven; Intent taxonomy not certified; Member identity linkage not proven,Call center optimization phase-gate and evidence-readiness decision
meridian-health,MER-SA07-INT-EVID-0021,CFO / Finance & Value,candidate_until_validated,medium,MER-SA07-REL-0021-METRIC-OWNER,metric_to_owner,baseline_required,CFO,Which KPI baseline should Tower validate first?
