integration_id,name,from_system_id,to_system_id,integration_type,frequency,criticality,notes
INT-00001,Customer-Salesforce-Engine-0046 to Crew-Infosys-Service-0726 via API,APP-00046,APP-00726,API,Hourly,Critical,daily_volume=3431069; failures_month=7; modernization=Migrate
INT-00147,Network-Workday-Manager-0082 to Ground-Amadeus-Engine-0305 via Streaming,APP-00082,APP-00305,Streaming,Weekly,Medium,daily_volume=7307957; failures_month=114; modernization=Migrate
INT-00148,Baggage-IBM-Hub-0291 to Contact-Jeppesen-Service-0294 via Batch,APP-00291,APP-00294,Batch,Hourly,Critical,daily_volume=2029073; failures_month=39; modernization=Replace
INT-00149,Mainframe-Lufthansa Systems-Hub-0258 to Cloud-Microsoft-Suite-0663 via File Transfer,APP-00258,APP-00663,File Transfer,Weekly,High,daily_volume=2287568; failures_month=17; modernization=Migrate
INT-00150,Corporate-AIMS-Service-0309 to Disruption-IBM-Suite-0178 via File Transfer,APP-00309,APP-00178,File Transfer,Daily,High,daily_volume=3269582; failures_month=97; modernization=Replatform
INT-00151,Ground-Adobe-Manager-0016 to Customer-ServiceNow-Hub-0768 via File Transfer,APP-00016,APP-00768,File Transfer,Weekly,Medium,daily_volume=4195749; failures_month=3; modernization=Retire
INT-00152,Reliability-Sabre AirVision-Suite-0393 to Security-IBM-Suite-0263 via Batch,APP-00393,APP-00263,Batch,Daily,High,daily_volume=4482094; failures_month=35; modernization=Modernize
INT-00153,Crew-SITA-Engine-0357 to Weight-Salesforce-Hub-0442 via ELT,APP-00357,APP-00442,ELT,Event,High,daily_volume=1111103; failures_month=100; modernization=Replace
INT-00154,Metadata-Microsoft-Suite-0596 to Line-Teradata-Suite-0431 via CDC,APP-00596,APP-00431,CDC,Hourly,Low,daily_volume=4976431; failures_month=95; modernization=Replatform
INT-00155,Container-Adobe-Suite-0208 to Payroll-Sabre-Platform-0616 via Event,APP-00208,APP-00616,Event,Daily,Medium,daily_volume=5595528; failures_month=18; modernization=Invest
INT-00156,Reliability-ServiceNow-Hub-0101 to Real-Amadeus-Service-0509 via Streaming,APP-00101,APP-00509,Streaming,Hourly,Critical,daily_volume=714015; failures_month=95; modernization=Migrate
INT-00157,Customer-Sabre AirVision-Platform-0695 to Disruption-Adobe-Engine-0546 via ELT,APP-00695,APP-00546,ELT,Event,High,daily_volume=3113060; failures_month=48; modernization=Retire
INT-00158,Pricing-Sabre AirVision-Suite-0736 to Line-Microsoft-Engine-0229 via Batch,APP-00736,APP-00229,Batch,Hourly,High,daily_volume=466240; failures_month=24; modernization=Replatform
INT-00159,Line-Teradata-Suite-0431 to GRC-Jeppesen-Service-0588 via Event,APP-00431,APP-00588,Event,Event,Low,daily_volume=43033; failures_month=70; modernization=Replace
INT-00160,Tax-SAP-Suite-0501 to Revenue-SAP-Engine-0647 via CDC,APP-00501,APP-00647,CDC,Daily,Medium,daily_volume=3681044; failures_month=14; modernization=Modernize
INT-00161,Cloud-Sabre-Engine-0126 to Business-TCS-Service-0227 via ELT,APP-00126,APP-00227,ELT,Weekly,Medium,daily_volume=5118517; failures_month=84; modernization=Invest
INT-00162,Distribution-Workday-Suite-0115 to Identity-Sabre AirVision-Service-0228 via Event,APP-00115,APP-00228,Event,Hourly,Low,daily_volume=4544550; failures_month=29; modernization=Modernize
INT-00163,Disruption-IBM-Manager-0620 to Loyalty-Amadeus-Engine-0376 via Real-time,APP-00620,APP-00376,Real-time,Real-time,Critical,daily_volume=4652817; failures_month=42; modernization=Migrate
INT-00164,Legal-Adobe-Platform-0076 to End-Microsoft-Engine-0563 via Event,APP-00076,APP-00563,Event,Event,Medium,daily_volume=1222814; failures_month=7; modernization=Modernize
INT-00165,Ground-Workday-Platform-0818 to Network-AIMS-Suite-0117 via Streaming,APP-00818,APP-00117,Streaming,Real-time,Medium,daily_volume=7802222; failures_month=58; modernization=Retain
INT-00166,Data-AIMS-Suite-0374 to Cloud-Databricks-Suite-0388 via Streaming,APP-00374,APP-00388,Streaming,Real-time,Medium,daily_volume=2009367; failures_month=104; modernization=Replace
INT-00167,Ancillary-Infosys-Manager-0633 to Sales-Amadeus-Platform-0370 via API,APP-00633,APP-00370,API,Daily,Medium,daily_volume=185544; failures_month=36; modernization=Modernize
INT-00168,Loyalty-Amadeus-Engine-0376 to Loyalty-TCS-Hub-0404 via ELT,APP-00376,APP-00404,ELT,Hourly,Critical,daily_volume=863148; failures_month=61; modernization=Modernize
INT-00169,ML-Sabre AirVision-Hub-0607 to Contact-TCS-Suite-0801 via Streaming,APP-00607,APP-00801,Streaming,Real-time,High,daily_volume=2016657; failures_month=108; modernization=Replace
INT-00170,Vulnerability-Snowflake-Engine-0795 to Inventory-Infosys-Suite-0714 via Batch,APP-00795,APP-00714,Batch,Weekly,Low,daily_volume=3571310; failures_month=32; modernization=Invest
INT-00171,Fuel-Amadeus-Manager-0300 to Disruption-Teradata-Suite-0295 via ETL,APP-00300,APP-00295,ETL,Daily,Medium,daily_volume=7568386; failures_month=116; modernization=Replatform
INT-00172,Endpoint-Workday-Suite-0754 to Ground-Hexaware-Engine-0094 via Event,APP-00754,APP-00094,Event,Event,Low,daily_volume=6561478; failures_month=45; modernization=Migrate
INT-00173,Vulnerability-Oracle-Service-0497 to Real-time-SAP-Hub-0380 via ELT,APP-00497,APP-00380,ELT,Real-time,Critical,daily_volume=5086665; failures_month=118; modernization=Migrate
INT-00174,Vulnerability-Jeppesen-Suite-0654 to Observability-Jeppesen-Engine-0439 via Event,APP-00654,APP-00439,Event,Daily,Low,daily_volume=272330; failures_month=4; modernization=Replatform
INT-00175,Cargo-Accenture-Suite-0599 to Finance-Sabre-Platform-0180 via Streaming,APP-00599,APP-00180,Streaming,Event,High,daily_volume=613324; failures_month=115; modernization=Retain
INT-00176,Real-Sabre-Suite-0327 to Parts-AIMS-Platform-0079 via Streaming,APP-00327,APP-00079,Streaming,Event,Critical,daily_volume=2642318; failures_month=63; modernization=Modernize
INT-00177,Finance-Workday-Manager-0651 to Inventory-Sabre-Suite-0008 via File Transfer,APP-00651,APP-00008,File Transfer,Real-time,Medium,daily_volume=1678174; failures_month=101; modernization=Retain
INT-00178,Ground-Oracle-Platform-0088 to Component-Snowflake-Service-0206 via File Transfer,APP-00088,APP-00206,File Transfer,Daily,High,daily_volume=868830; failures_month=51; modernization=Retire
INT-00179,Payroll-Sabre-Suite-0872 to Self-Service-Infosys-Service-0576 via Batch,APP-00872,APP-00576,Batch,Daily,Low,daily_volume=2593606; failures_month=15; modernization=Invest
INT-00180,Tax-TCS-Suite-0055 to Contact-ServiceNow-Manager-0573 via Real-time,APP-00055,APP-00573,Real-time,Event,Critical,daily_volume=7062572; failures_month=41; modernization=Modernize
INT-00181,Component-Snowflake-Service-0864 to Irregular-Jeppesen-Engine-0260 via CDC,APP-00864,APP-00260,CDC,Weekly,Critical,daily_volume=5558359; failures_month=17; modernization=Retire
INT-00182,Line-Teradata-Suite-0431 to Ground-Adobe-Manager-0016 via Batch,APP-00431,APP-00016,Batch,Hourly,Medium,daily_volume=6133037; failures_month=56; modernization=Migrate
INT-00183,Data-Salesforce-Platform-0496 to Line-Microsoft-Service-0843 via API,APP-00496,APP-00843,API,Real-time,Medium,daily_volume=1538200; failures_month=120; modernization=Replatform
INT-00184,Parts-Amadeus-Engine-0275 to Lounge-Lufthansa Systems-Manager-0017 via Streaming,APP-00275,APP-00017,Streaming,Hourly,High,daily_volume=1485525; failures_month=48; modernization=Migrate
INT-00185,Crew-IBM-Hub-0061 to Cloud-Databricks-Suite-0388 via ELT,APP-00061,APP-00388,ELT,Weekly,Medium,daily_volume=6495746; failures_month=56; modernization=Retire
INT-00186,Self-Service-Snowflake-Service-0391 to Mobile-TCS-Hub-0189 via API,APP-00391,APP-00189,API,Hourly,High,daily_volume=240586; failures_month=39; modernization=Modernize
INT-00187,Reliability-SAP-Manager-0834 to Self-Service-Teradata-Manager-0553 via ELT,APP-00834,APP-00553,ELT,Real-time,Medium,daily_volume=5659257; failures_month=108; modernization=Replace
INT-00188,Component-Amadeus-Service-0069 to Customer-TCS-Suite-0424 via ELT,APP-00069,APP-00424,ELT,Weekly,Low,daily_volume=7259047; failures_month=45; modernization=Migrate
INT-00189,Distribution-TCS-Platform-0730 to Crew-SAP-Service-0543 via ETL,APP-00730,APP-00543,ETL,Hourly,Critical,daily_volume=7696047; failures_month=67; modernization=Retain
INT-00190,Component-Jeppesen-Platform-0086 to Digital-Microsoft-Hub-0686 via CDC,APP-00086,APP-00686,CDC,Real-time,High,daily_volume=6296953; failures_month=35; modernization=Migrate
INT-00191,Compute-TCS-Service-0508 to Crew-Teradata-Hub-0580 via Streaming,APP-00508,APP-00580,Streaming,Event,Low,daily_volume=5166808; failures_month=57; modernization=Modernize
INT-00192,Storage-Sabre-Suite-0354 to Business-Sabre-Service-0826 via ELT,APP-00354,APP-00826,ELT,Weekly,Low,daily_volume=3343113; failures_month=103; modernization=Retain
INT-00193,Slot-Jeppesen-Suite-0047 to Gate-Salesforce-Suite-0876 via API,APP-00047,APP-00876,API,Daily,Medium,daily_volume=7362779; failures_month=18; modernization=Replatform
INT-00194,Slot-Sabre AirVision-Hub-0144 to Disruption-TCS-Hub-0448 via ETL,APP-00144,APP-00448,ETL,Daily,High,daily_volume=6117256; failures_month=5; modernization=Retain
INT-00195,Observability-SAP-Hub-0618 to Revenue-Databricks-Hub-0026 via Real-time,APP-00618,APP-00026,Real-time,Hourly,Low,daily_volume=7599513; failures_month=14; modernization=Retain
INT-00196,Crew-ServiceNow-Manager-0571 to Real-time-SAP-Hub-0380 via API,APP-00571,APP-00380,API,Real-time,Low,daily_volume=1931567; failures_month=38; modernization=Retain
INT-00197,Identity-SAP-Hub-0104 to Data-SAP-Engine-0881 via File Transfer,APP-00104,APP-00881,File Transfer,Weekly,Critical,daily_volume=82801; failures_month=77; modernization=Replatform
INT-00198,Ground-Adobe-Manager-0016 to Metadata-Custom-Manager-0422 via CDC,APP-00016,APP-00422,CDC,Event,Critical,daily_volume=2132621; failures_month=56; modernization=Replatform
INT-00199,Digital-AIMS-Service-0523 to Investor-TCS-Manager-0276 via API,APP-00523,APP-00276,API,Event,High,daily_volume=3392522; failures_month=59; modernization=Invest
INT-00200,Disruption-TCS-Hub-0191 to Data-Lufthansa Systems-Service-0863 via CDC,APP-00191,APP-00863,CDC,Daily,Critical,daily_volume=4539865; failures_month=118; modernization=Replatform
INT-00201,Pricing-Teradata-Suite-0668 to Treasury-ServiceNow-Platform-0040 via API,APP-00668,APP-00040,API,Event,High,daily_volume=3384295; failures_month=99; modernization=Replatform
INT-00202,Crew-ServiceNow-Engine-0742 to Gate-SITA-Manager-0732 via CDC,APP-00742,APP-00732,CDC,Hourly,Low,daily_volume=1916535; failures_month=49; modernization=Migrate
INT-00203,Investor-SITA-Engine-0306 to Component-Sabre-Service-0148 via API,APP-00306,APP-00148,API,Hourly,Medium,daily_volume=178624; failures_month=39; modernization=Invest
INT-00204,Data-Microsoft-Platform-0598 to Line-Snowflake-Engine-0487 via CDC,APP-00598,APP-00487,CDC,Real-time,Medium,daily_volume=7309454; failures_month=13; modernization=Replatform
INT-00205,Sales-Sabre AirVision-Platform-0772 to ML-Sabre AirVision-Hub-0607 via File Transfer,APP-00772,APP-00607,File Transfer,Daily,Low,daily_volume=6178333; failures_month=24; modernization=Migrate
INT-00206,Crew-IBM-Hub-0061 to Disruption-Snowflake-Hub-0356 via ELT,APP-00061,APP-00356,ELT,Real-time,Medium,daily_volume=5446945; failures_month=119; modernization=Invest
INT-00207,Line-Microsoft-Engine-0229 to Heavy-Oracle-Engine-0774 via ELT,APP-00229,APP-00774,ELT,Daily,High,daily_volume=3969484; failures_month=38; modernization=Retain
INT-00208,Crew-SAP-Platform-0667 to Gate-Oracle-Hub-0045 via Batch,APP-00667,APP-00045,Batch,Daily,Critical,daily_volume=5353054; failures_month=23; modernization=Retain
INT-00209,Crew-AIMS-Platform-0364 to Customer-Jeppesen-Hub-0517 via ETL,APP-00364,APP-00517,ETL,Weekly,Low,daily_volume=6831280; failures_month=31; modernization=Migrate
INT-00210,Gate-ServiceNow-Hub-0188 to Baggage-Sabre AirVision-Manager-0125 via Streaming,APP-00188,APP-00125,Streaming,Event,Critical,daily_volume=4704566; failures_month=75; modernization=Invest
INT-00211,Disruption-TCS-Hub-0191 to Inventory-Oracle-Engine-0325 via Streaming,APP-00191,APP-00325,Streaming,Event,Medium,daily_volume=7457168; failures_month=61; modernization=Replace
INT-00212,Weight-TCS-Hub-0787 to Parts-Infosys-Suite-0340 via Streaming,APP-00787,APP-00340,Streaming,Event,Critical,daily_volume=4752920; failures_month=3; modernization=Migrate
INT-00213,Revenue-Amadeus-Manager-0614 to Ancillary-Databricks-Platform-0361 via Real-time,APP-00614,APP-00361,Real-time,Daily,High,daily_volume=5852173; failures_month=44; modernization=Retire
INT-00214,Sales-Oracle-Platform-0167 to Gate-ServiceNow-Hub-0188 via ELT,APP-00167,APP-00188,ELT,Weekly,Low,daily_volume=5886295; failures_month=11; modernization=Retire
INT-00215,Line-IBM-Engine-0466 to Observability-Workday-Platform-0297 via API,APP-00466,APP-00297,API,Weekly,Medium,daily_volume=2236962; failures_month=48; modernization=Modernize
INT-00216,Reliability-IBM-Suite-0794 to Weight-TCS-Hub-0558 via CDC,APP-00794,APP-00558,CDC,Daily,High,daily_volume=5784178; failures_month=96; modernization=Modernize
INT-00217,Airworthiness-Hexaware-Manager-0587 to Mobile-Lufthansa Systems-Hub-0328 via Batch,APP-00587,APP-00328,Batch,Daily,Medium,daily_volume=7264709; failures_month=44; modernization=Modernize
INT-00218,Predictive-Snowflake-Platform-0103 to Cloud-Sabre-Engine-0126 via Event,APP-00103,APP-00126,Event,Weekly,Low,daily_volume=135931; failures_month=20; modernization=Invest
INT-00219,Parts-Databricks-Platform-0135 to Engine-Jeppesen-Platform-0628 via ELT,APP-00135,APP-00628,ELT,Hourly,Low,daily_volume=2518330; failures_month=17; modernization=Migrate
INT-00220,ML-Salesforce-Engine-0490 to Line-SITA-Service-0072 via CDC,APP-00490,APP-00072,CDC,Real-time,Critical,daily_volume=2017322; failures_month=15; modernization=Replatform
INT-00221,Parts-Amadeus-Engine-0275 to Digital-Workday-Manager-0699 via ETL,APP-00275,APP-00699,ETL,Daily,High,daily_volume=1839730; failures_month=100; modernization=Retain
INT-00222,Data-Microsoft-Suite-0581 to Parts-Workday-Service-0174 via API,APP-00581,APP-00174,API,Daily,Critical,daily_volume=2145099; failures_month=87; modernization=Retire
INT-00223,Digital-Microsoft-Hub-0686 to Weight-Teradata-Platform-0495 via API,APP-00686,APP-00495,API,Hourly,Critical,daily_volume=71944; failures_month=48; modernization=Replatform
INT-00224,Pricing-Lufthansa Systems-Suite-0351 to Weight-SITA-Platform-0548 via Real-time,APP-00351,APP-00548,Real-time,Daily,Low,daily_volume=6850889; failures_month=109; modernization=Invest
INT-00225,Irregular-Jeppesen-Engine-0260 to Network-Workday-Suite-0549 via Streaming,APP-00260,APP-00549,Streaming,Real-time,Medium,daily_volume=269425; failures_month=118; modernization=Modernize
INT-00226,Security-Sabre AirVision-Service-0779 to Data-Accenture-Manager-0059 via Event,APP-00779,APP-00059,Event,Daily,Critical,daily_volume=5597768; failures_month=55; modernization=Retain
INT-00227,Airworthiness-ServiceNow-Hub-0006 to Digital-Salesforce-Engine-0381 via CDC,APP-00006,APP-00381,CDC,Weekly,Medium,daily_volume=7768580; failures_month=55; modernization=Modernize
INT-00228,Container-Hexaware-Hub-0856 to Fuel-Databricks-Platform-0788 via Batch,APP-00856,APP-00788,Batch,Hourly,High,daily_volume=5438635; failures_month=75; modernization=Replatform
INT-00229,ML-Microsoft-Manager-0274 to Identity-Accenture-Hub-0681 via ELT,APP-00274,APP-00681,ELT,Weekly,High,daily_volume=2798251; failures_month=43; modernization=Replatform
INT-00230,Procurement-Jeppesen-Platform-0029 to Customer-ServiceNow-Manager-0224 via Real-time,APP-00029,APP-00224,Real-time,Weekly,High,daily_volume=5818700; failures_month=32; modernization=Retire
INT-00231,Procurement-Adobe-Suite-0457 to Master-Adobe-Manager-0513 via Event,APP-00457,APP-00513,Event,Real-time,High,daily_volume=3825435; failures_month=98; modernization=Retire
INT-00232,Heavy-AIMS-Suite-0584 to Crew-TCS-Hub-0791 via Streaming,APP-00584,APP-00791,Streaming,Daily,High,daily_volume=2294443; failures_month=86; modernization=Migrate
INT-00233,Fuel-Databricks-Platform-0788 to ML-SITA-Suite-0741 via CDC,APP-00788,APP-00741,CDC,Daily,Medium,daily_volume=1931958; failures_month=32; modernization=Invest
INT-00234,Identity-Snowflake-Service-0348 to Corporate-Teradata-Engine-0242 via ETL,APP-00348,APP-00242,ETL,Daily,Low,daily_volume=921489; failures_month=9; modernization=Replatform
INT-00235,Data-Accenture-Service-0649 to Data-Teradata-Suite-0168 via Batch,APP-00649,APP-00168,Batch,Daily,Medium,daily_volume=6997487; failures_month=114; modernization=Modernize
INT-00236,HR-Jeppesen-Hub-0631 to Parts-Amadeus-Engine-0275 via Event,APP-00631,APP-00275,Event,Hourly,High,daily_volume=1654196; failures_month=76; modernization=Retain
INT-00237,Digital-Lufthansa Systems-Suite-0204 to Sales-TCS-Engine-0507 via API,APP-00204,APP-00507,API,Hourly,Medium,daily_volume=5568410; failures_month=60; modernization=Modernize
INT-00238,Vulnerability-Databricks-Hub-0290 to Mainframe-Custom-Suite-0408 via API,APP-00290,APP-00408,API,Hourly,Low,daily_volume=7735754; failures_month=10; modernization=Migrate
INT-00239,Payroll-SITA-Suite-0265 to Customer-Jeppesen-Hub-0517 via Batch,APP-00265,APP-00517,Batch,Real-time,High,daily_volume=923555; failures_month=89; modernization=Invest
INT-00240,Slot-Sabre AirVision-Engine-0486 to Customer-Oracle-Suite-0405 via CDC,APP-00486,APP-00405,CDC,Real-time,Medium,daily_volume=1660594; failures_month=45; modernization=Modernize
INT-00241,Line-Microsoft-Suite-0133 to Inventory-IBM-Suite-0226 via Real-time,APP-00133,APP-00226,Real-time,Weekly,Medium,daily_volume=4440304; failures_month=48; modernization=Retire
INT-00242,Service-Teradata-Engine-0760 to Customer-Hexaware-Platform-0719 via ETL,APP-00760,APP-00719,ETL,Weekly,Critical,daily_volume=4430916; failures_month=79; modernization=Retire
INT-00243,Ground-ServiceNow-Hub-0844 to Crew-Jeppesen-Platform-0216 via Batch,APP-00844,APP-00216,Batch,Real-time,Low,daily_volume=4361706; failures_month=100; modernization=Retain
INT-00244,MRO-ServiceNow-Manager-0440 to Maintenance-Jeppesen-Engine-0514 via Event,APP-00440,APP-00514,Event,Real-time,High,daily_volume=5215399; failures_month=39; modernization=Retain
INT-00245,Disruption-Workday-Engine-0378 to Tax-Databricks-Manager-0131 via ELT,APP-00378,APP-00131,ELT,Daily,Medium,daily_volume=2474532; failures_month=3; modernization=Replatform
INT-00246,Flight-IBM-Engine-0821 to Cargo-Snowflake-Service-0860 via Event,APP-00821,APP-00860,Event,Event,Low,daily_volume=3972320; failures_month=49; modernization=Modernize
