path,symbol_or_term,occurrence_type,module,current_usage,runtime_used_yes_no,user_facing_yes_no,generated_content_yes_no,replacement_path,recommended_action,risk_level,notes
datasets/context-artifacts/approved/apex-retail/home-knowledge/approved-home-knowledge-design-contract-pack.json,synthetic demo,data-or-generated-artifact,tenant-data,dataset-artifact,no,no,yes,neutral current architecture language,archive,low,2 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-AMEND-001.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-BAA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-INVOICE-EVIDENCE.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-MSA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-ORDER.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-PRICING.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-SLA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-002-SOW.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-AMEND-001.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-BAA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-INVOICE-EVIDENCE.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-MSA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-ORDER.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-PRICING.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-SLA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-003-SOW.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-AMEND-001.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-BAA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-INVOICE-EVIDENCE.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-MSA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-ORDER.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-PRICING.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-SLA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-004-SOW.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-AMEND-001.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-BAA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-INVOICE-EVIDENCE.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-MSA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-ORDER.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-PRICING.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-SLA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-005-SOW.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-AMEND-001.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-BAA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-INVOICE-EVIDENCE.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-MSA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-ORDER.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-PRICING.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-SLA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-006-SOW.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-AMEND-001.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-BAA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-INVOICE-EVIDENCE.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-MSA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-ORDER.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-PRICING.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-SLA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-007-SOW.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-008-AMEND-001.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
datasets/source/contract-intelligence/meridian-packets-20260817/documents/CTR-MH-008-BAA.md,synthetic demo,documentation,source,dataset-artifact,no,no,no,neutral current architecture language,archive,low,1 occurrence(s); review before archive/delete
