dimension_key,dimension_name,column_ordinal,column_name,client_field,required_level,allowed_format,client_instruction,example_value,module_use
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,8,rate_card_id,Rate Card Id,Required,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,RATE-001,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,9,service_tower,Service Tower,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Finance operations,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,10,role_family,Role Family,Recommended,Text,Use a business-readable role or title that an executive would recognize.,analyst,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,11,seniority,Seniority,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,junior,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,12,delivery_location,Delivery Location,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,US,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,13,rate_usd_per_hour,Rate Usd Per Hour,Recommended,Number,"Enter raw USD numbers, not text like $1.2M. The product formats units for display.",85,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,14,applicability,Applicability,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,run operations,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,15,assumptions,Assumptions,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Synthetic planning rate; client must validate actual vendor/rate-card terms before sourcing or business-case use.,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,16,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,17,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,18,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,19,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,20,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,21,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,22,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,23,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,24,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,25,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_17_client_rate_card_cost_basis,Client Rate Card Cost Basis,26,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,8,scope_id,Scope Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,TOWER-HOLDCO-001-scope-0,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,9,service_tower,Service Tower,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Finance operations,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,10,scope_item,Scope Item,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore intake,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,11,included_services,Included Services,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"intake, triage, execution, reporting, exception handling","Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,12,sla,Sla,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,P1 4h,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,13,pricing_unit,Pricing Unit,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,per ticket,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,14,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,15,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,16,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,17,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,18,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,19,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,20,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,21,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,22,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,23,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_19_service_tower_managed_services_scope,Service Tower Managed Services Scope,24,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,8,chunk_id,Chunk Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,CHK-00001,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,9,source_artifact_ref,Source Artifact Ref,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,10,dimension,Dimension,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,business_functions,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,11,fact_refs,Fact Refs,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,FUNC-HOLDCO-001-corporate-treasury,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,12,semantic_tags,Semantic Tags,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore Holdings; Corporate Treasury,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,13,entity_refs,Entity Refs,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,14,retrieval_eligibility,Retrieval Eligibility,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,eligible,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,15,sensitivity,Sensitivity,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,confidential,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,16,embedding_model,Embedding Model,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,text-embedding-3-large,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,17,index_name,Index Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,intelligence-v7-lakeshore-holdco,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,18,indexed_at,Indexed At,Recommended,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,19,stale_after,Stale After,Recommended,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2027-07-06,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,20,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,21,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,22,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,23,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,24,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,25,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,26,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,27,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,28,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,29,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_20_chunk_retrieval_registry,Chunk Retrieval Registry,30,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,1,relationship_dictionary_id,Relationship Dictionary Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,REL-DICT-1,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,2,edge_type,Edge Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,owns,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,3,allowed_from,Allowed From,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,holding_company,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,4,allowed_to,Allowed To,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,portfolio_company,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,5,inverse_label,Inverse Label,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,owned by,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,6,evidence_required,Evidence Required,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,"source artifact, owner, and relationship strength","Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,7,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,8,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,9,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,10,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,11,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,12,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,13,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,14,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,15,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,16,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_21_graph_registry_relationship_dictionary,Graph Registry Relationship Dictionary,17,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,1,tenant_key,Tenant Key,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-industries,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,2,entity_id,Entity Id,Required for holdco clients,Text,Use the stable ID from V7_00_portfolio_entity_registry. Do not type a display name in this field.,LSH-HOLDCO,"Home, Intelligence, Tower, Moves, Source"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,3,entity_name,Entity Name,Required for holdco clients,Text,Use the exact portfolio company or holdco name from the entity registry.,Lakeshore Holdings,"Home, Intelligence, Tower, Moves, Source"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,4,entity_short_name,Entity Short Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Lakeshore,"Home, Intelligence, Tower, Moves, Source"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,5,entity_scope,Entity Scope,Required for holdco clients,Text,"Classify as holdco, portfolio_company, shared_services, business_unit, region, or site.",holdco,"Home, Intelligence, Tower, Moves, Source"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,6,parent_entity_id,Parent Entity Id,Required for holdco clients,Text,Use the parent entity ID. For operating companies this should be the holdco ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,7,parent_entity_name,Parent Entity Name,Required for holdco clients,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,,"Home, Intelligence, Tower, Moves, Source"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,8,process_id,Process Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,PROC-HOLDCO-001-process-0,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,9,process,Process,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AP invoice exception,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,10,work_item_type,Work Item Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,ticket,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,11,volume,Volume,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,1580,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,12,cycle_time,Cycle Time,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2 days,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,13,bottleneck,Bottleneck,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,manual approval,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,14,data_provider_name,Data Provider Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa synthetic data steward,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,15,data_provider_role,Data Provider Role,Recommended,Text,Use a business-readable role or title that an executive would recognize.,Synthetic data generation,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,16,source_artifact_type,Source Artifact Type,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,uploaded_template,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,17,source_artifact_name,Source Artifact Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,lakeshore-holdco-v7-client-template.xlsx,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,18,capture_method,Capture Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,19,extraction_method,Extraction Method,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,deterministic_generator,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,20,generated_by,Generated By,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,scripts/v7/build-lakeshore-holdco-v7.mjs,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,21,validated_by,Validated By,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,AbarVa QA,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,22,source_validation_status,Source Validation Status,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,synthetic_demo,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,23,source_as_of_date,Source As Of Date,Required,YYYY-MM-DD,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,2026-07-06,"Home, Intelligence"
v7_22_operational_evidence_process_intelligence,Operational Evidence Process Intelligence,24,known_gaps,Known Gaps,Required,Text,"State missing client validation, data, or caveats in plain English.","Client must validate actual financials, system inventory, ownership, and evidence before board-grade use.","Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,1,benchmark_id,Benchmark Id,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,BM-001,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,2,benchmark_name,Benchmark Name,Required,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,Shared services automation rate,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,3,industry,Industry,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,industrial,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,4,geography,Geography,Recommended,Text,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,North America,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,5,range_low,Range Low,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,0.12,"Home, Intelligence"
v7_23_external_benchmark_market_corpus,External Benchmark Market Corpus,6,range_high,Range High,Recommended,Number,Provide a business-readable value. Avoid internal IDs unless the field explicitly asks for an ID.,0.35,"Home, Intelligence"
