tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
apex-retail,Retail Demo,v6.0,data_asset_integration,APX-DATA-001,POS transaction lake,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-DATA-001,POS transaction lake,APX-IT-007,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0039,Vendor funding and margin mart / expansion 29,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,40,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0039,Vendor funding and margin mart / expansion 29,APX-IT-006,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,rebate_lineage_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0040,Retail media performance mart / expansion 30,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,41,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0040,Retail media performance mart / expansion 30,APX-IT-005,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,clean_room_dependency
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0041,POS transaction lake / expansion 31,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,42,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0041,POS transaction lake / expansion 31,APX-IT-007,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0042,Customer 360 / loyalty graph / expansion 32,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,43,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0042,Customer 360 / loyalty graph / expansion 32,APX-IT-005,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,identity_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0043,Inventory availability product / expansion 33,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,44,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0043,Inventory availability product / expansion 33,APX-IT-004,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,store_accuracy_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0044,Clickstream and search telemetry / expansion 34,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,45,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0044,Clickstream and search telemetry / expansion 34,APX-IT-002,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,consent_review
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0045,Shrink and exception analytics / expansion 35,v4_synthetic_pack,APX-IT-009,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,46,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0045,Shrink and exception analytics / expansion 35,APX-IT-009,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,camera_pos_link_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0046,Supply chain visibility mart / expansion 36,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,47,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0046,Supply chain visibility mart / expansion 36,APX-IT-004,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,carrier_api_variance
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0047,Merchandise planning cube / expansion 37,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,48,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0047,Merchandise planning cube / expansion 37,APX-IT-003,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,gold,manual_overrides
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0048,Labor productivity mart / expansion 38,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,49,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0048,Labor productivity mart / expansion 38,APX-IT-006,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,workday_ukg_join
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0049,Vendor funding and margin mart / expansion 39,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,50,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0049,Vendor funding and margin mart / expansion 39,APX-IT-006,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,rebate_lineage_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0050,Retail media performance mart / expansion 40,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,51,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0050,Retail media performance mart / expansion 40,APX-IT-005,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,clean_room_dependency
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0051,POS transaction lake / expansion 41,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,52,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0051,POS transaction lake / expansion 41,APX-IT-007,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0052,Customer 360 / loyalty graph / expansion 42,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,53,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0052,Customer 360 / loyalty graph / expansion 42,APX-IT-005,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,identity_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0053,Inventory availability product / expansion 43,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,54,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0053,Inventory availability product / expansion 43,APX-IT-004,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,store_accuracy_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0054,Clickstream and search telemetry / expansion 44,v4_synthetic_pack,APX-IT-002,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,55,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0054,Clickstream and search telemetry / expansion 44,APX-IT-002,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,consent_review
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0055,Shrink and exception analytics / expansion 45,v4_synthetic_pack,APX-IT-009,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,56,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0055,Shrink and exception analytics / expansion 45,APX-IT-009,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,camera_pos_link_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0056,Supply chain visibility mart / expansion 46,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,57,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0056,Supply chain visibility mart / expansion 46,APX-IT-004,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,carrier_api_variance
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0057,Merchandise planning cube / expansion 47,v4_synthetic_pack,APX-IT-003,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,58,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0057,Merchandise planning cube / expansion 47,APX-IT-003,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,gold,manual_overrides
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0058,Labor productivity mart / expansion 48,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,59,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0058,Labor productivity mart / expansion 48,APX-IT-006,Loyalty,Loyalty -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,workday_ukg_join
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0059,Vendor funding and margin mart / expansion 49,v4_synthetic_pack,APX-IT-006,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,60,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0059,Vendor funding and margin mart / expansion 49,APX-IT-006,Pricing,Pricing -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,rebate_lineage_gap
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0060,Retail media performance mart / expansion 50,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,61,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0060,Retail media performance mart / expansion 50,APX-IT-005,Merchandising,Merchandising -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,clean_room_dependency
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0061,POS transaction lake / expansion 51,v4_synthetic_pack,APX-IT-007,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,62,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0061,POS transaction lake / expansion 51,APX-IT-007,Order Management,Order Management -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,partial_lineage
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0062,Customer 360 / loyalty graph / expansion 52,v4_synthetic_pack,APX-IT-005,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,63,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0062,Customer 360 / loyalty graph / expansion 52,APX-IT-005,Store POS,Store POS -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,bronze,identity_gaps
apex-retail,Retail Demo,v6.0,data_asset_integration,APEXRETAIL-DATA-0063,Inventory availability product / expansion 53,v4_synthetic_pack,APX-IT-004,synthetic_demo,family-3-data-connectivity/F09_data-analytics-estate.csv,64,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower,data_readiness|lineage|quality|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-DATA-0063,Inventory availability product / expansion 53,APX-IT-004,Inventory,Inventory -> integration layer -> governed analytics consumption,Operations leadership; Finance; Technology; AI governance,silver,store_accuracy_gaps
