tenant_key,platform_name,platform_type,hosting_model,data_center_or_region,technology_stack,operational_owner,criticality,lifecycle_state,capacity_or_scale,constraints,future_target_flag,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,crew scheduling platform platform 001,application platform,SaaS,primary region,crew scheduling platform; API gateway,CTO,critical,current core,850 aircraft/station/domain planning marker,PCI; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00001,SHA-EVID-03601,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00001,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airline data lakehouse platform 032,data platform,cloud,recovery region,airline data lakehouse; event broker,ITSM leader,medium,modernization candidate,881 aircraft/station/domain planning marker,cyber risk; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00032,SHA-EVID-03632,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00032,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,identity and access management platform 033,integration platform,managed hosting,primary region,identity and access management; warehouse,CEO,medium,target state not certified,882 aircraft/station/domain planning marker,identity and access; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00033,SHA-EVID-03633,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00033,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,service management platform platform 034,security platform,hybrid,secondary region,service management platform; observability,CFO,high,rationalize candidate,883 aircraft/station/domain planning marker,vendor concentration; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00034,SHA-EVID-03634,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00034,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,passenger service system platform 035,resilience platform,on-premises,main operations region,passenger service system; identity,COO,medium,extend with controls,884 aircraft/station/domain planning marker,model explainability; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00035,SHA-EVID-03635,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00035,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,departure control system platform 036,application platform,SaaS,recovery region,departure control system; API gateway,CIO,critical,current core,885 aircraft/station/domain planning marker,human-in-the-loop operations; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00036,SHA-EVID-03636,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00036,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,crew scheduling platform platform 037,data platform,cloud,primary region,crew scheduling platform; event broker,CTO,high,modernization candidate,886 aircraft/station/domain planning marker,incident response; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00037,SHA-EVID-03637,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00037,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,flight planning platform platform 038,integration platform,managed hosting,secondary region,flight planning platform; warehouse,CDAO,medium,target state not certified,887 aircraft/station/domain planning marker,airport-local operating variation; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00038,SHA-EVID-03638,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00038,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,operations control and IROPS platform platform 039,security platform,hybrid,main operations region,operations control and IROPS platform; observability,CISO,medium,rationalize candidate,888 aircraft/station/domain planning marker,reservation-system dependency; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00039,SHA-EVID-03639,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00039,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,maintenance and MRO platform platform 040,resilience platform,on-premises,recovery region,maintenance and MRO platform; identity,Chief compliance officer,high,extend with controls,889 aircraft/station/domain planning marker,cloud resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00040,SHA-EVID-03640,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00040,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,cargo management platform platform 041,application platform,SaaS,primary region,cargo management platform; API gateway,Chief procurement officer,critical,current core,890 aircraft/station/domain planning marker,safety criticality; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00041,SHA-EVID-03641,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00041,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management platform platform 042,data platform,cloud,secondary region,revenue management platform; event broker,Chief people officer,medium,modernization candidate,891 aircraft/station/domain planning marker,operational resilience; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00042,SHA-EVID-03642,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00042,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty platform platform 043,integration platform,managed hosting,main operations region,loyalty platform; warehouse,Transformation office lead,high,target state not certified,892 aircraft/station/domain planning marker,crew and legal constraints; lineage and baseline validation needed,yes_target_state_not_certified,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,medium,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00043,SHA-EVID-03643,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00043,06_infrastructure_platforms,Infrastructure & Platforms,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,ecommerce and mobile app platform 044,security platform,hybrid,recovery region,ecommerce and mobile app; observability,Experience leader,medium,rationalize candidate,893 aircraft/station/domain planning marker,DOT customer obligations; lineage and baseline validation needed,no_current_candidate,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,2026-07-17,high,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-06-00044,SHA-EVID-03644,SHA-06_INFRASTRUCTURE_PLATFORMS-SRC-00044,06_infrastructure_platforms,Infrastructure & Platforms,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
