tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,spend_id,amount_usd,amount_type,owner,program_id,vendor_id,system_id,committed_vs_discretionary,renewal_or_gate_date,value_linkage,unit_economics
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0121,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,122,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0121,34,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0049,VDR-00161,SYS-0161,run_cost,2031-08-10,MERIDIANHEALTH-MET-0029,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0122,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,123,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0122,35,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0050,VDR-00162,SYS-0162,productivity,2031-08-21,MERIDIANHEALTH-MET-0030,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0123,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,124,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0123,36,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0051,VDR-00163,SYS-0163,productivity,2031-09-01,MERIDIANHEALTH-MET-0031,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0124,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,125,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0124,37,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0052,VDR-00164,SYS-0164,run_cost,2031-09-12,MERIDIANHEALTH-MET-0032,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0125,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,126,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0125,38,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0053,VDR-00165,SYS-0165,productivity,2031-09-23,MERIDIANHEALTH-MET-0033,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0126,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,127,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0126,39,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0054,VDR-00166,SYS-0166,productivity,2031-10-04,MERIDIANHEALTH-MET-0034,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0127,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,128,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0127,40,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0055,VDR-00167,SYS-0167,run_cost,2031-10-15,MERIDIANHEALTH-MET-0035,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0128,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,129,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0128,41,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0056,VDR-00168,SYS-0168,productivity,2031-10-26,MERIDIANHEALTH-MET-0036,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0129,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,130,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0129,42,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0057,VDR-00169,SYS-0169,productivity,2031-11-06,MERIDIANHEALTH-MET-0037,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0130,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,131,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0130,43,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0058,VDR-00170,SYS-0170,run_cost,2031-11-17,MERIDIANHEALTH-MET-0038,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0131,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,132,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0131,44,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0059,VDR-00171,SYS-0171,productivity,2031-11-28,MERIDIANHEALTH-MET-0039,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0132,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,133,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0132,45,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0060,VDR-00172,SYS-0172,productivity,2031-12-09,MERIDIANHEALTH-MET-0040,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0133,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,134,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0133,46,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0061,VDR-00173,SYS-0173,run_cost,2031-12-20,MERIDIANHEALTH-MET-0041,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0134,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,135,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0134,47,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0062,VDR-00174,SYS-0174,productivity,2031-12-31,MERIDIANHEALTH-MET-0042,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0135,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,136,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0135,48,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0063,VDR-00175,SYS-0175,productivity,2032-01-11,MERIDIANHEALTH-MET-0043,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0136,Revenue cycle record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,137,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0136,49,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0064,VDR-00176,SYS-0176,run_cost,2032-01-22,MERIDIANHEALTH-MET-0044,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0137,Care management record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,138,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0137,50,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0065,VDR-00177,SYS-0177,productivity,2032-02-02,MERIDIANHEALTH-MET-0045,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0138,Claims intelligence record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,139,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0138,51,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0066,VDR-00178,SYS-0178,productivity,2032-02-13,MERIDIANHEALTH-MET-0046,finance attestation plus source-system telemetry
